data_time,XQH-1-0D-QJ-1_temperature,XQH-1-0D-QJ-1_xAxisAngle,XQH-1-0D-QJ-1_yAxisAngle,XQH-1-1D-QJ-1_temperature,XQH-1-1D-QJ-1_xAxisAngle,XQH-1-1D-QJ-1_yAxisAngle,XQH-1-1L-LX-1_beamPierRelativeDisplacement,XQH-1-1L-LX-1_measureDisplacement,XQH-1-1L-LX-2_beamPierRelativeDisplacement,XQH-1-1L-LX-2_measureDisplacement,XQH-1-1L-YB-1_frequency,XQH-1-1L-YB-1_strain,XQH-1-1L-YB-1_temperature,XQH-1-1L-YB-2_frequency,XQH-1-1L-YB-2_strain,XQH-1-1L-YB-2_temperature,XQH-1-3L-WSD-1_humidity,XQH-1-3L-WSD-1_temperature,XQH-2-2L-LX-1_beamPierRelativeDisplacement,XQH-2-2L-LX-1_measureDisplacement,XQH-2-2L-YB-1_frequency,XQH-2-2L-YB-1_strain,XQH-2-2L-YB-1_temperature,XQH-2-2L-YB-2_frequency,XQH-2-2L-YB-2_strain,XQH-2-2L-YB-2_temperature,XQH-2-3D-QJ-1_temperature,XQH-2-3D-QJ-1_xAxisAngle,XQH-2-3D-QJ-1_yAxisAngle
2025-12-30 14:50:00,,,,,,,,,,,,,,,,,47.0,,,,,,,,,,,,
2025-12-30 15:00:00,,,,,,,565.264,,542.882,,831.754,,3321.01,886.055,,3323.61,,,553.573,,,,,,,,,,
2025-12-30 15:10:00,22.4996,-0.07359,0.28783,22.4027,-0.00164,0.37898,470.469,,542.897,,831.862,,3318.33,886.143,,3329.77,48.5,,553.527,,,,,,,,,,
2025-12-30 15:20:00,22.4465,-0.07496,0.28653,22.3018,-0.00206,0.37898,565.31,,542.99,,832.024,,3331.42,886.126,,3338.11,48.7,,553.573,,,,,,,,,,
2025-12-30 15:30:00,22.6223,-0.07458,0.287,22.6004,-0.00351,0.3812,564.88,,543.45,,832.02,,3321.1,886.311,,3331.68,47.5,,553.189,,,,,,,,,,
2025-12-30 15:40:00,22.6082,-0.0753,0.28813,22.4089,-0.00137,0.37857,565.248,,543.557,,832.082,,3319.45,886.355,,3330.03,49.2,,553.066,,,,,,,,,,
2025-12-30 15:50:00,22.4817,-0.07514,0.28754,22.4167,-0.00278,0.37852,565.279,,543.573,,832.173,,3324.39,886.501,,3332.81,46.7,,553.45,,,,,,,,,,
2025-12-30 16:00:00,22.6004,-0.07604,0.28953,22.3816,-0.0029,0.37916,566.001,,542.913,,832.223,,3325.43,886.536,,3335.15,46.7,,553.45,,,,,,,,22.1538,-0.29165,0.08335
2025-12-30 16:10:00,22.5746,-0.07784,0.2902,22.4785,-0.00286,0.38091,565.264,,,,832.252,,3328.99,886.695,,3335.07,48.0,22.4,553.066,,,,,,,,22.2994,-0.29154,0.08236
2025-12-30 16:20:00,22.5544,-0.07402,0.28798,22.6059,-0.00145,0.38143,565.294,,542.913,,832.327,,3328.3,886.783,,3335.76,45.7,22.7,553.02,,,,,,,,22.3964,-0.29171,0.08248
2025-12-30 16:30:00,22.5395,-0.07658,0.28775,22.4707,-0.0025,0.37937,565.248,,543.02,,832.422,,3336.02,886.885,,3344.28,46.9,22.5,553.051,,,,,,,,22.2728,-0.292,0.08407
2025-12-30 16:40:00,22.5317,-0.07661,0.28969,22.4778,-0.00271,0.38072,565.248,,542.944,,832.518,,3340.11,886.956,,3346.54,47.3,22.5,552.882,,,,,,,,22.2525,-0.29272,0.08218
2025-12-30 16:50:00,22.3941,-0.07557,0.28728,22.3698,-0.00242,0.37975,565.248,,542.928,,832.58,,3344.71,887.208,,3357.95,48.0,22.4,552.866,,,,,,,,,,
2025-12-30 17:00:00,22.2752,-0.07527,0.28683,22.2204,-0.00142,0.37914,565.248,,542.974,,832.666,,3354.2,887.407,,3370.16,49.8,22.3,552.82,,,,,,,,21.9376,-0.29279,0.08258
2025-12-30 17:10:00,22.0246,-0.07563,0.28722,21.8976,-0.00093,0.37766,565.233,,543.388,,832.79,,3361.0,887.73,,3387.64,49.8,22.3,552.836,,,,,,,,21.7815,-0.29255,0.08132
2025-12-30 17:20:00,21.8262,-0.07662,0.28716,21.7776,-0.00161,0.37912,564.864,,542.959,,833.009,,3375.05,888.004,,3410.34,49.5,22.2,553.373,,,,,,,,21.7132,-0.29181,0.08255
2025-12-30 17:30:00,21.6197,-0.0744,0.28723,21.6441,-0.00221,0.37824,470.3,,543.45,,833.204,,3385.19,888.088,,3432.6,50.0,22.1,552.866,,,,,,,,21.4138,-0.29188,0.08168
2025-12-30 17:40:00,,,,21.4641,0.00052,0.37516,565.31,,543.465,,833.349,,3401.57,888.661,,3456.52,50.0,22.0,552.882,,,,,,,,21.3571,-0.29277,0.08229
2025-12-30 17:50:00,21.2714,-0.07491,0.28803,21.3281,-0.00074,0.37757,470.116,,542.836,,833.552,,3414.56,889.041,,3476.89,50.8,21.8,553.358,,,,,,,,21.2021,-0.2928,0.08271
2025-12-30 18:00:00,21.1351,-0.07515,0.28766,21.2233,0.0004,0.3768,565.233,,542.805,,833.705,,3432.16,889.213,,3495.45,50.3,21.7,553.342,,,,,,,,21.1343,-0.29326,0.08167
2025-12-30 18:10:00,20.9656,-0.07426,0.28808,21.0177,0.0001,0.3771,565.264,,543.066,,833.846,,3445.21,889.363,,3518.17,52.3,21.4,552.252,,,,,,,,20.8393,-0.29286,0.0817
2025-12-30 18:20:00,20.8243,-0.07608,0.28857,20.8906,0.0002,0.37749,565.171,,542.713,,833.895,,3456.26,889.681,,3532.19,53.1,,552.774,,,,,,,,20.7982,-0.294,0.08177
2025-12-30 18:30:00,20.7406,-0.07446,0.28742,20.7982,-0.00098,0.37647,565.141,,543.25,,834.04,,3466.52,889.969,,3548.4,54.0,21.0,552.943,,,,,,,,20.6616,-0.2925,0.08197
2025-12-30 18:40:00,20.6046,-0.07359,0.28904,20.6157,0.00112,0.37664,565.171,,542.637,,834.169,,3477.86,890.142,,3566.35,55.0,20.8,553.465,,,,,,,,20.4305,-0.29312,0.08148
2025-12-30 18:50:00,,,,,,,470.269,,542.606,,834.268,,3491.89,890.46,,3585.88,57.3,20.6,553.02,,,,,,,,,,
2025-12-30 19:00:00,20.3434,-0.07323,0.28899,,,,565.049,,543.051,,834.352,,3504.35,890.487,,3601.49,,,553.051,,,,,,,,20.2047,-0.29302,0.08101
2025-12-30 19:10:00,20.299,-0.0739,0.28806,20.3149,0.00244,0.37674,565.049,,543.235,,834.434,,3511.39,890.793,,3611.08,,20.4,552.958,,,,,,,,20.0959,-0.29373,0.08104
2025-12-30 19:20:00,20.1928,-0.07413,0.28872,,,,565.079,,542.744,,834.517,,3516.47,890.846,,3620.94,59.0,20.3,,,,,,,,,19.98,-0.29398,0.0822
2025-12-30 19:30:00,20.0698,-0.07415,0.2905,20.0309,0.00093,0.37584,565.079,,,,834.667,,3529.15,891.085,,3634.09,62.4,20.0,,,,,,,,,19.8242,-0.2936,0.08132
2025-12-30 19:40:00,19.9419,-0.07316,0.28944,19.8194,0.00205,0.3768,565.064,,543.128,,834.746,,3542.13,891.192,,3649.64,66.7,,553.496,,,,,,,,19.4976,-0.29286,0.0809
2025-12-30 19:50:00,,,,19.7422,0.00088,0.37701,565.064,,543.22,,834.796,,3551.18,891.493,,3665.21,63.2,19.6,553.435,,,,,,,,19.3955,-0.29429,0.08118
2025-12-30 20:00:00,19.9045,-0.07316,0.29033,19.7677,0.0013,0.3783,565.079,,542.667,,834.85,,3558.63,891.569,,3676.71,63.0,19.7,553.035,,,,,,,,19.5183,-0.29379,0.07949
2025-12-30 20:10:00,19.852,-0.0737,0.28956,19.7526,0.00222,0.37594,565.064,,542.683,,834.87,,3561.68,891.702,,3682.38,63.8,19.7,,,,,,,,,19.575,-0.29368,0.07993
2025-12-30 20:20:00,19.7812,-0.07351,0.28993,19.6028,0.00114,0.37637,565.033,,542.698,,835.003,,3577.77,891.746,,3694.36,67.1,19.5,553.603,,,,,,,,19.4705,-0.29395,0.0809
2025-12-30 20:30:00,19.7008,-0.07239,0.29132,19.4888,0.00132,0.37513,565.033,,543.143,,835.053,,3585.43,892.061,,3703.89,68.4,19.1,553.143,,,,,,,,19.3811,-0.29344,0.08149
2025-12-30 20:40:00,19.6602,-0.07218,0.29316,19.3891,0.00201,0.37661,565.018,,543.112,,835.136,,3599.96,892.172,,3719.5,66.1,19.1,553.588,,,,,,,,19.306,-0.29404,0.08151
2025-12-30 20:50:00,19.5741,-0.07363,0.29081,19.3947,0.00224,0.3769,470.238,,543.036,,835.245,,3603.21,892.198,,3725.66,68.7,19.0,553.603,,,,,,,,19.1957,-0.29375,0.08033
2025-12-30 21:00:00,19.2813,-0.07049,0.29137,19.1382,0.00271,0.37571,565.064,,543.066,,835.519,,3628.65,892.468,,3744.55,68.6,18.9,553.588,,,,,,,,19.1198,-0.29384,0.0807
2025-12-30 21:10:00,19.3523,-0.07307,0.28922,19.1661,0.00059,0.37639,565.11,,543.158,,835.527,,3633.01,892.534,,3755.63,,18.7,553.573,,,,,,,,18.8995,-0.29286,0.08014
2025-12-30 21:20:00,19.429,-0.07193,0.29063,19.1765,0.00178,0.37646,565.095,,542.621,,835.54,,3633.28,892.738,,3762.47,71.3,18.7,553.588,,,,,,,,18.873,-0.29445,0.07908
2025-12-30 21:30:00,19.2765,-0.07369,0.29003,19.0645,0.00147,0.37686,565.049,,543.143,,835.565,,3637.82,892.804,,3771.35,73.8,18.6,553.143,,,,,,,,18.8811,-0.2957,0.0802
2025-12-30 21:40:00,,,,18.982,0.00207,0.37675,565.079,,542.683,,835.735,,3653.91,892.946,,3783.22,69.5,18.5,553.158,,,,,,,,18.8859,-0.29276,0.07964
2025-12-30 21:50:00,19.1093,-0.07317,0.28956,18.9828,0.00047,0.37541,564.603,,542.652,,835.844,,3662.38,893.026,,3788.97,73.9,18.5,553.573,,,,,,,,18.7302,-0.29429,0.08036
2025-12-30 22:00:00,18.9684,-0.07258,0.29101,18.7928,0.00111,0.37593,565.079,,542.483,,835.806,,3662.75,892.982,,3796.87,,18.2,553.542,,,,,,,,18.4955,-0.2929,0.07965
2025-12-30 22:10:00,18.9195,-0.07205,0.29094,18.731,0.00272,0.37672,565.064,,542.928,,835.819,,3662.66,893.19,,3804.22,75.1,18.3,,,,,,,,,18.4271,-0.29284,0.07957
2025-12-30 22:20:00,18.7744,-0.07239,0.29043,18.6282,0.00328,0.37543,565.049,,542.99,,835.827,,3670.5,893.207,,3818.75,77.1,18.1,553.588,,,,,,,,18.3014,-0.29342,0.07867
2025-12-30 22:40:00,18.7454,-0.07155,0.28986,18.7422,0.00338,0.37572,565.064,,542.805,,835.944,,3681.83,893.323,,3829.39,70.5,18.3,553.573,,,,,,,,18.588,-0.29436,0.07832
2025-12-30 22:50:00,18.7085,-0.07205,0.29043,18.7711,0.00274,0.37574,565.064,,,,836.067,,3702.52,893.469,,3835.37,71.4,18.3,553.143,,,,,,,,,,
2025-12-30 23:00:00,18.8193,-0.07215,0.29153,18.8778,0.00304,0.37765,565.049,,542.836,,836.102,,3706.28,893.509,,3859.81,70.9,18.2,553.143,,,,,,,,18.6033,-0.29492,0.0783
2025-12-30 23:10:00,18.6378,-0.07168,0.29083,18.7864,0.00273,0.37601,565.049,,542.851,,836.135,,3716.1,893.833,,3869.29,71.5,18.1,553.127,,,,,,,,18.5606,-0.29382,0.07883
2025-12-31 04:10:00,,,,,,,470.284,,542.314,,836.846,,3920.96,895.201,,4052.4,83.7,16.7,,,,,,,,,17.3336,-0.29392,0.07601
2025-12-31 06:00:00,,,,,,,,,,,837.075,,3998.99,895.491,,4091.28,,,,,,,,,,,,,
2025-12-31 06:40:00,,,,,,,470.315,,541.777,,836.987,,4002.15,895.595,,4095.64,,,,,,,,,,,17.085,-0.29404,0.07525
2025-12-31 08:00:00,17.566,-0.06971,0.29509,17.0385,0.00362,0.3763,470.407,,542.36,,,,,,,,,,,,,,,,,,17.1967,-0.29303,0.07622
2025-12-31 08:40:00,18.0116,-0.07153,0.29395,,,,564.787,,,,836.676,,4005.02,894.97,,4047.49,,17.3,553.511,,,,,,,,17.6505,-0.29426,0.07673
2025-12-31 08:50:00,17.9372,-0.07026,0.29391,17.5961,0.003,0.37661,564.818,,542.406,,836.598,,4000.33,894.854,,4040.26,,17.5,553.911,,,,,,,,17.6942,-0.29323,0.07618
2025-12-31 09:00:00,17.9283,-0.07051,0.29397,17.5579,0.00416,0.37748,564.818,,541.9,,836.593,,3995.55,894.761,,4036.32,83.6,17.6,,,,,,,,,17.674,-0.2928,0.0754
2025-12-31 09:10:00,17.755,-0.07192,0.29278,17.5855,0.00462,0.37615,564.726,,542.253,,836.527,,3994.97,894.676,,4027.57,82.4,17.6,553.972,,,,,,,,17.7194,-0.29248,0.07536
2025-12-31 09:20:00,17.9518,-0.07087,0.29329,,,,564.864,,,,836.44,,3986.75,894.512,,4018.54,84.0,17.7,,,,,,,,,,,
2025-12-31 09:30:00,18.4641,-0.06995,0.29559,18.0553,0.00207,0.37732,564.787,,,,836.154,,3947.5,893.597,,3914.52,81.9,17.8,553.542,,,,,,,,,,
2025-12-31 09:40:00,19.1685,-0.07065,0.29541,18.3683,0.00307,0.37864,564.833,,542.683,,835.71,,3892.15,892.676,,3819.96,81.1,18.0,,,,,,,,,18.199,-0.29301,0.0768
2025-12-31 09:50:00,19.2837,-0.07135,0.29504,,,,564.849,,542.008,,835.274,,3851.09,891.902,,3732.84,80.7,18.2,553.972,,,,,,,,18.3167,-0.29481,0.07621
2025-12-31 10:00:00,19.1198,-0.06994,0.29417,,,,564.849,,541.992,,835.032,,3827.89,891.564,,3709.95,78.8,18.4,553.527,,,,,,,,18.4649,-0.29254,0.0775
2025-12-31 10:10:00,19.2972,-0.07081,0.29426,18.6949,0.003,0.37785,564.833,,542.545,,834.841,,3817.91,890.841,,3643.36,78.5,18.6,553.88,,,,,,,,18.5027,-0.29285,0.07736
2025-12-31 10:40:00,20.2277,-0.0714,0.29485,19.4944,0.00037,0.37988,564.926,,542.069,,834.327,,3721.71,889.067,,3471.04,77.2,19.2,553.803,,,,,,,,19.1573,-0.29286,0.07725
2025-12-31 10:50:00,20.4052,-0.07262,0.29338,19.6562,0.00115,0.38094,565.018,,542.637,,834.028,,3695.55,888.622,,3435.6,76.3,19.3,553.788,,,,,,,,19.3364,-0.29283,0.07769
2025-12-31 11:00:00,,,,19.6514,0.00041,0.37968,,,,,833.841,,3670.59,888.332,,3405.25,74.9,19.5,553.742,,,,,,,,19.3723,-0.29182,0.07672
2025-12-31 11:10:00,20.1364,-0.0723,0.29349,19.6244,0.00253,0.37954,470.484,,,,833.962,,3687.5,888.838,,3501.68,74.9,19.7,553.388,,,,,,,,19.4649,-0.29164,0.07803
2025-12-31 11:20:00,20.0618,-0.07313,0.29215,,,,565.095,,542.023,,833.854,,3665.48,888.375,,3453.16,72.9,20.0,553.849,,,,,,,,,,
2025-12-31 16:30:00,20.7248,-0.07278,0.28994,20.7066,0.00017,0.37728,565.095,,542.836,,834.268,,3603.57,889.951,,3581.2,,20.9,553.726,,,,,,,,20.6228,-0.29255,0.07873
2025-12-31 16:40:00,20.7082,-0.07401,0.29138,,,,565.064,,542.913,,834.323,,3604.2,890.079,,3582.1,65.2,20.9,553.22,,,,,,,,20.588,-0.29221,0.07901
2025-12-31 16:50:00,20.6845,-0.07435,0.29198,20.6331,0.00017,0.37779,565.064,,542.514,,834.372,,3606.83,890.212,,3588.68,,,553.696,,,,,,,,20.4796,-0.29223,0.07765
2025-12-31 17:00:00,20.6371,-0.07431,0.2914,20.607,0.00068,0.37797,565.079,,542.406,,834.414,,3609.99,890.367,,3595.71,66.8,20.7,553.312,,,,,,,,20.4464,-0.29459,0.07969
2025-12-31 17:10:00,20.5888,-0.07232,0.29196,20.535,0.00118,0.37742,565.064,,542.882,,834.493,,3615.6,890.474,,3607.64,66.4,,553.696,,,,,,,,20.3925,-0.29393,0.07911
2025-12-31 17:20:00,20.497,-0.07297,0.29215,20.4891,0.00123,0.37795,564.68,,542.836,,834.625,,3622.12,890.664,,3619.31,66.9,20.6,553.281,,,,,,,,20.3228,-0.29241,0.0793
2025-12-31 17:30:00,20.3902,-0.07242,0.29198,20.341,-0.00137,0.37658,565.064,,542.897,,834.601,,3627.47,890.837,,3630.01,67.8,20.4,553.22,,,,,,,,20.2404,-0.29471,0.07914
2025-12-31 17:40:00,20.2118,-0.07309,0.29316,20.1706,0.00172,0.37748,565.064,,,,834.667,,3637.45,890.895,,3644.0,,20.2,553.281,,,,,,,,20.0785,-0.293,0.07718
2025-12-31 17:50:00,20.0857,-0.07375,0.2928,20.0674,0.00116,0.37823,565.064,,,,834.758,,3648.27,891.174,,3657.1,70.6,20.2,553.68,,,,,,,,20.0213,-0.29344,0.07787
2025-12-31 18:00:00,20.0356,-0.07324,0.29161,19.9601,0.00187,0.37718,470.453,,542.959,,834.862,,3660.93,891.263,,3673.7,70.1,20.1,,,,,,,,,19.9347,-0.29297,0.07792
2025-12-31 18:10:00,19.9856,-0.0732,0.2917,,,,565.064,,543.005,,834.829,,3666.21,891.44,,3684.02,71.2,20.0,553.312,,,,,,,,,,
2025-12-31 18:40:00,19.8441,-0.07388,0.29261,19.7757,0.00166,0.37605,565.033,,542.928,,,,,,,,,,,,,,,,,,,,
2025-12-31 18:50:00,19.7565,-0.0729,0.29294,19.7144,0.00357,0.37624,565.018,,542.238,,835.049,,3687.5,891.902,,3713.07,,19.8,553.726,,872.483,,3717.76,874.408,,3683.66,,,
2025-12-31 19:00:00,19.7701,-0.07255,0.29282,19.7231,0.00218,0.37498,565.064,,542.944,,835.074,,3691.34,891.813,,3716.28,,19.9,553.296,,872.565,,3722.54,874.46,,3687.5,19.6594,-0.29381,0.07834
2025-12-31 19:10:00,19.7,-0.07286,0.2925,19.6371,0.00084,0.37633,565.064,,542.406,,835.141,,3697.02,891.831,,3725.85,73.3,19.7,553.665,,872.717,,3730.91,874.882,,3690.24,19.6299,-0.29289,0.07842
2025-12-31 19:20:00,19.6252,-0.07223,0.29358,19.5502,0.00221,0.37616,565.018,,542.345,,835.178,,3704.17,892.097,,3736.16,73.9,19.6,553.25,,872.708,,3736.53,874.565,,3696.47,19.5151,-0.2937,0.07779
2025-12-31 19:30:00,19.5614,-0.07186,0.293,19.4697,0.00024,0.37611,565.064,,542.897,,835.24,,3712.43,892.145,,3746.76,,19.6,553.204,,872.877,,3745.93,874.664,,3700.87,19.4721,-0.29369,0.07909
2025-12-31 19:40:00,19.5542,-0.07213,0.29362,19.4825,0.00298,0.37611,565.433,,,,835.369,,3719.87,892.154,,3754.33,74.2,19.6,553.296,,872.903,,3750.55,874.647,,3705.82,19.4593,-0.29413,0.0787
2025-12-31 19:50:00,19.4864,-0.07242,0.29272,19.318,0.00229,0.37611,565.064,,543.02,,835.407,,3724.28,892.433,,3760.8,75.7,,553.68,,873.076,,3758.68,874.695,,3710.04,19.33,-0.29343,0.07767
2025-12-31 20:00:00,19.4138,-0.07288,0.29256,19.1989,0.00225,0.37534,565.033,,542.959,,835.498,,3731.09,892.455,,3769.59,,19.3,553.696,,873.128,,3764.97,874.908,,3713.71,19.2621,-0.29418,0.07797
2025-12-31 20:10:00,19.3667,-0.0714,0.29379,19.1557,0.00262,0.37682,565.064,,542.959,,835.532,,3735.61,892.614,,3778.4,76.4,19.2,553.742,,873.34,,3773.67,874.778,,3719.13,19.2037,-0.29324,0.07758
2025-12-31 20:20:00,19.3028,-0.07186,0.29411,19.0925,0.00245,0.37682,565.049,,542.928,,835.64,,3745.19,892.645,,3793.8,,,,,873.332,,3784.14,874.834,,3725.39,19.1565,-0.29416,0.0781
2025-12-31 20:30:00,19.3427,-0.07146,0.29356,19.0244,0.00264,0.37419,565.479,,542.851,,835.673,,3751.66,892.663,,3797.15,76.7,19.0,553.281,,873.475,,3788.51,874.86,,3730.54,19.0941,-0.29353,0.07736
2025-12-31 20:40:00,19.2988,-0.07228,0.29179,18.9644,0.00361,0.37453,565.033,,543.005,,835.748,,3757.57,892.685,,3804.68,78.2,19.0,553.757,,873.596,,3797.33,874.934,,3735.33,19.0341,-0.29468,0.07719
2025-12-31 21:10:00,19.1093,-0.07158,0.29312,18.8185,0.00273,0.37455,,,542.391,,835.84,,3777.38,892.973,,3834.99,76.8,19.0,553.834,,873.91,,3822.29,875.052,,3752.77,18.8914,-0.29322,0.0778
2025-12-31 21:20:00,,,,18.7583,0.00307,0.37641,470.53,,,,,,,,,,,,553.404,,,,,,,,,,
2025-12-31 21:30:00,18.9844,-0.07137,0.29391,,,,564.588,,543.036,,835.948,,3789.25,893.11,,3849.68,78.2,18.8,553.388,,874.072,,3835.56,875.078,,3760.44,18.8137,-0.29413,0.07783
2025-12-31 21:40:00,18.7928,-0.07058,0.29474,18.6474,0.00283,0.37472,565.033,,542.928,,836.014,,3803.01,893.137,,3865.81,79.7,18.7,553.373,,874.168,,3842.66,875.082,,3763.67,18.719,-0.29375,0.07723
2025-12-31 21:50:00,18.8048,-0.07159,0.29427,18.6989,0.00317,0.37566,565.448,,,,836.089,,3811.66,893.137,,3872.48,79.6,18.7,553.404,,874.268,,3849.12,875.112,,3768.39,18.7302,-0.29476,0.07785
2025-12-31 22:00:00,,,,18.7824,0.00265,0.37483,564.542,,542.422,,836.039,,3811.76,893.464,,3870.6,78.5,18.7,553.803,,874.33,,3850.81,875.108,,3767.93,18.8481,-0.29304,0.07649
2025-12-31 22:10:00,18.8891,-0.07207,0.29405,18.7495,0.00307,0.3766,565.018,,542.959,,836.138,,3814.65,893.491,,3874.93,79.0,18.7,553.373,,874.36,,3852.4,875.104,,3769.78,18.8546,-0.29411,0.07737
2025-12-31 22:20:00,18.8409,-0.07158,0.29372,18.6395,0.00325,0.37486,565.049,,542.851,,836.102,,3821.83,893.522,,3882.36,79.2,18.5,553.388,,874.434,,3855.49,875.2,,3773.95,18.6997,-0.29349,0.07746
2025-12-31 22:30:00,18.8882,-0.07114,0.29511,18.6458,0.00284,0.37559,565.033,,542.821,,836.089,,3825.0,893.518,,3883.58,78.5,18.6,553.388,,874.473,,3858.87,875.126,,3777.93,18.7077,-0.29424,0.07762
2025-12-31 22:40:00,18.8706,-0.07178,0.29405,18.592,0.00266,0.37544,565.049,,542.928,,836.119,,3829.2,893.531,,3888.95,78.1,,553.404,,874.521,,3863.56,875.147,,3779.88,18.6611,-0.29403,0.07699
2025-12-31 22:50:00,18.9011,-0.07086,0.29366,18.6017,0.00229,0.37652,565.049,,543.005,,836.139,,3832.84,893.58,,3892.72,81.1,18.4,553.772,,874.569,,3871.73,875.165,,3783.68,18.6089,-0.29509,0.07706
2025-12-31 23:00:00,18.7759,-0.07127,0.29403,18.6105,0.0035,0.37569,565.033,,,,836.094,,3830.51,893.713,,3890.93,80.2,18.3,553.803,,874.76,,3879.91,875.165,,3788.78,18.6024,-0.29411,0.07713
2025-12-31 23:10:00,18.7976,-0.07256,0.29356,18.6249,0.00336,0.37552,565.018,,542.836,,836.102,,3831.35,893.735,,3896.58,82.9,18.2,553.358,,874.712,,3891.11,875.182,,3793.15,,,
2025-12-31 23:20:00,18.7759,-0.07196,0.29429,18.5454,0.00396,0.37475,565.049,,542.928,,836.129,,3842.38,893.762,,3904.13,83.0,18.0,553.834,,874.83,,3898.09,875.208,,3797.89,18.5092,-0.29422,0.07866
2025-12-31 23:30:00,18.792,-0.0712,0.29464,,,,470.499,,542.207,,836.142,,3846.41,893.744,,3911.12,82.2,18.0,,,874.86,,3902.71,875.204,,3798.17,18.469,-0.29485,0.0769
2025-12-31 23:40:00,18.8064,-0.07239,0.29337,18.4657,0.00384,0.37559,565.479,,542.729,,836.164,,3852.31,893.775,,3917.27,81.3,18.0,553.388,,874.882,,3903.28,875.204,,3800.03,18.4207,-0.29467,0.0767
2025-12-31 23:50:00,18.7101,-0.07241,0.29284,18.489,0.00222,0.37599,565.064,,542.284,,836.183,,3855.77,893.748,,3917.08,84.5,17.9,553.358,,874.921,,3910.08,875.191,,3801.33,18.3828,-0.29441,0.07597
2026-01-01 00:00:00,18.5148,-0.07182,0.29331,18.4134,0.00311,0.37514,565.448,,542.56,,836.196,,3861.12,893.868,,3920.29,85.2,17.8,553.865,,875.021,,3921.43,875.208,,3805.7,18.3473,-0.29397,0.07713
2026-01-01 00:10:00,18.6193,-0.07159,0.29353,18.4536,0.00313,0.37445,565.064,,542.545,,836.187,,3861.31,894.006,,3919.54,,17.8,553.818,,875.086,,3929.29,875.243,,3811.94,18.1417,-0.29453,0.07641
2026-01-01 00:20:00,18.6073,-0.07159,0.29402,18.4045,0.00321,0.37566,565.018,,542.483,,836.196,,3861.68,894.01,,3918.68,,17.9,553.834,,875.139,,3932.61,875.221,,3812.97,18.2531,-0.29389,0.07705
2026-01-01 00:30:00,18.4842,-0.06995,0.29279,18.3199,0.00284,0.3754,564.972,,542.176,,836.22,,3870.7,894.028,,3926.73,85.4,,553.757,,875.178,,3926.35,875.208,,3810.92,18.328,-0.29461,0.07709
2026-01-01 00:40:00,18.5317,-0.07072,0.29423,18.4142,0.00288,0.37518,564.956,,,,836.204,,3868.82,894.023,,3932.04,84.3,17.8,553.834,,875.095,,3929.39,875.221,,3816.7,18.3191,-0.29366,0.07683
2026-01-01 00:50:00,18.5823,-0.07147,0.29457,18.3884,0.00262,0.37466,564.956,,542.115,,836.162,,3865.06,894.019,,3928.72,83.4,17.9,553.788,,875.117,,3942.47,875.317,,3838.74,18.2708,-0.29333,0.0751
2026-01-01 01:00:00,18.637,-0.07182,0.29368,18.3425,0.00336,0.37522,564.987,,542.483,,836.154,,3864.69,894.023,,3929.48,84.6,17.8,553.312,,875.269,,3946.94,875.291,,3837.05,18.1812,-0.2938,0.07507
2026-01-01 01:10:00,18.6145,-0.07083,0.29309,18.3006,0.00331,0.3749,564.511,,542.084,,836.158,,3869.85,894.117,,3933.65,85.7,,553.358,,875.26,,3952.73,875.343,,3850.06,,,
2026-01-01 01:20:00,18.6129,-0.07026,0.29343,18.2006,0.00309,0.37495,565.34,,542.621,,836.187,,3877.84,894.121,,3940.0,83.9,17.6,553.373,,875.308,,3946.56,875.287,,3840.61,18.1191,-0.29432,0.07639
2026-01-01 01:30:00,18.5968,-0.0709,0.29342,,,,564.956,,542.529,,836.183,,3879.06,894.134,,3943.9,83.7,17.6,553.788,,875.317,,3955.59,875.308,,3846.59,18.1053,-0.2944,0.07512
2026-01-01 01:40:00,18.5912,-0.07048,0.29292,18.1675,0.00382,0.37661,564.895,,542.499,,836.216,,3882.83,894.148,,3949.98,85.2,17.8,553.373,,875.343,,3961.01,875.313,,3851.37,18.1158,-0.29407,0.07532
2026-01-01 01:50:00,18.3433,-0.07002,0.29373,17.9469,0.00204,0.37456,564.772,,,,836.295,,3894.23,894.134,,3955.3,84.9,17.7,553.803,,875.343,,3956.25,875.287,,3846.03,18.0035,-0.29434,0.07606
2026-01-01 02:00:00,18.3385,-0.06912,0.29351,17.9825,0.00395,0.37491,564.833,,542.56,,836.312,,3906.3,894.139,,3965.01,,,553.772,,875.356,,3954.92,875.269,,3845.85,18.0423,-0.29433,0.07493
2026-01-01 02:10:00,18.09,-0.07085,0.29222,17.8482,0.00324,0.3755,564.833,,542.56,,836.357,,3918.97,894.197,,3974.15,85.5,17.5,553.388,,875.361,,3956.35,875.256,,3847.34,17.9259,-0.29278,0.0753
2026-01-01 02:20:00,18.0383,-0.07051,0.29375,17.8264,0.00274,0.37533,564.772,,542.529,,836.423,,3928.91,894.237,,3990.57,86.8,17.4,553.419,,875.374,,3962.91,875.256,,3852.49,17.8879,-0.29407,0.0753
2026-01-01 02:30:00,18.2393,-0.07071,0.29299,18.1013,0.0033,0.3759,564.849,,542.56,,836.357,,3922.75,894.197,,3992.1,86.1,17.5,553.788,,875.382,,3962.53,,,,18.1118,-0.29501,0.07619
