data_time,XLH-1-0D-QJ-1_temperature,XLH-1-0D-QJ-1_xAxisAngle,XLH-1-0D-QJ-1_yAxisAngle,XLH-1-1D-QJ-1_temperature,XLH-1-1D-QJ-1_xAxisAngle,XLH-1-1D-QJ-1_yAxisAngle,XLH-1-1L-LX-1_beamPierRelativeDisplacement,XLH-1-1L-LX-1_measureDisplacement,XLH-1-1L-LX-2_beamPierRelativeDisplacement,XLH-1-1L-LX-2_measureDisplacement,XLH-1-1L-YB-1_frequency,XLH-1-1L-YB-1_strain,XLH-1-1L-YB-1_temperature,XLH-1-1L-YB-2_frequency,XLH-1-1L-YB-2_strain,XLH-1-1L-YB-2_temperature,XLH-1-3L-WSD-1_humidity,XLH-1-3L-WSD-1_temperature,XLH-2-2L-LX-1_beamPierRelativeDisplacement,XLH-2-2L-LX-1_measureDisplacement,XLH-2-2L-LX-2_beamPierRelativeDisplacement,XLH-2-2L-LX-2_measureDisplacement,XLH-2-2L-YB-1_frequency,XLH-2-2L-YB-1_strain,XLH-2-2L-YB-1_temperature,XLH-2-2L-YB-2_frequency,XLH-2-2L-YB-2_strain,XLH-2-2L-YB-2_temperature,XLH-2-3D-QJ-1_temperature,XLH-2-3D-QJ-1_xAxisAngle,XLH-2-3D-QJ-1_yAxisAngle
2025-12-30 14:40:00,,,,,,,485.167,,497.976,,883.027,,2504.04,891.644,,3396.71,,,532.227,,664.894,,894.037,,3422.97,885.989,,2590.38,,,
2025-12-30 14:50:00,21.0854,0.03146,0.22584,21.45,0.27846,0.29503,485.074,,497.423,,882.186,,2411.38,891.462,,3368.81,41.2,22.6,532.227,,665.493,,893.961,,3413.38,884.655,,2512.75,21.9697,-0.13324,0.0175
2025-12-30 15:00:00,21.3296,0.03669,0.22535,21.5805,0.27987,0.29722,485.597,,,,882.974,,2471.91,891.516,,3367.15,,,532.181,,,,893.983,,3407.23,884.439,,2500.57,22.0293,-0.13322,0.01749
2025-12-30 15:10:00,21.2973,0.03106,0.22493,21.4932,0.28213,0.29499,485.582,,498.62,,882.479,,2422.21,891.52,,3364.27,37.6,26.0,531.782,,665.124,,893.988,,3405.13,883.461,,2432.01,22.0191,-0.13324,0.01714
2025-12-30 15:20:00,21.2856,0.03154,0.22608,21.4751,0.27876,0.2945,485.628,,498.006,,882.125,,2369.53,891.618,,3367.85,39.8,22.5,531.613,,665.463,,893.975,,3398.99,882.375,,2371.97,22.0896,-0.13428,0.0175
2025-12-30 15:30:00,21.2816,0.03093,0.22569,21.4775,0.27795,0.2945,485.121,,497.976,,882.274,,2364.88,891.667,,3365.76,39.1,22.8,531.751,,665.124,,894.001,,3393.99,882.173,,2371.36,,,
2025-12-30 15:40:00,21.3076,0.03158,0.22808,21.4783,0.27891,0.29414,485.72,,497.93,,882.493,,2368.2,891.746,,3357.91,38.2,22.6,531.613,,665.463,,893.975,,3387.95,881.981,,2371.08,22.1249,-0.13368,0.01604
2025-12-30 15:50:00,21.2627,0.03105,0.22535,21.4751,0.27835,0.29392,485.551,,497.976,,883.0,,2394.82,891.893,,3360.09,39.9,22.7,532.135,,665.109,,894.037,,3382.18,882.086,,2396.85,22.1076,-0.13325,0.01558
2025-12-30 16:00:00,21.2926,0.03128,0.22541,21.5011,0.27924,0.29479,485.121,,497.96,,883.434,,2419.41,891.786,,3357.47,40.2,22.6,532.15,,665.124,,894.015,,3382.44,882.165,,2408.66,22.1241,-0.13452,0.01433
2025-12-30 16:10:00,21.435,0.03266,0.22557,21.615,0.27824,0.29419,484.936,,497.93,,884.0,,2445.98,891.866,,3350.94,41.3,22.4,531.812,,665.432,,894.055,,3375.79,882.449,,2455.34,22.1656,-0.13418,0.01609
2025-12-30 16:20:00,21.4688,0.03053,0.22661,21.6394,0.27968,0.29371,484.751,,497.96,,884.299,,2487.87,892.119,,3349.37,41.9,24.5,531.674,,665.14,,894.094,,3374.05,882.58,,2464.34,22.1711,-0.13414,0.01654
2025-12-30 16:30:00,21.4382,0.02935,0.22666,21.516,0.27838,0.29193,484.751,,497.93,,884.615,,2512.99,892.061,,3355.99,41.1,22.5,531.751,,665.078,,894.201,,3380.08,882.668,,2472.56,22.1719,-0.13403,0.01647
2025-12-30 16:40:00,21.3698,0.03162,0.22627,21.4712,0.27932,0.29316,485.305,,,,885.037,,2549.21,892.141,,3364.71,41.6,24.7,,,665.463,,894.317,,3384.36,883.667,,2545.64,22.1319,-0.13324,0.0155
2025-12-30 16:50:00,21.3469,0.03382,0.22576,21.4358,0.27929,0.29344,485.151,,497.93,,887.035,,2696.49,892.331,,3368.37,41.2,22.4,531.674,,665.493,,894.468,,3386.29,883.978,,2578.52,22.0614,-0.13378,0.01565
2025-12-30 17:00:00,21.2784,0.03205,0.22706,21.3107,0.28055,0.29449,484.782,,497.484,,888.56,,2832.57,892.455,,3383.05,43.6,22.3,,,665.124,,894.676,,3402.06,884.813,,2654.88,21.8772,-0.13489,0.01371
2025-12-30 17:10:00,,,,21.2312,0.28028,0.29407,485.151,,497.945,,889.407,,2908.16,892.495,,3398.72,43.3,22.3,531.613,,665.14,,894.961,,3415.4,885.526,,2705.86,21.7336,-0.13313,0.01416
2025-12-30 17:20:00,21.1595,0.03095,0.22589,21.0886,0.27921,0.29472,485.274,,498.59,,889.934,,2970.04,892.601,,3411.1,44.1,23.5,532.196,,665.124,,895.232,,3434.77,887.659,,2774.95,21.5207,-0.13427,0.01448
2025-12-30 17:30:00,21.0665,0.03233,0.22601,20.9561,0.27828,0.29394,485.182,,498.574,,890.841,,3037.72,892.579,,3424.9,45.0,23.1,532.196,,664.924,,895.384,,3448.35,887.898,,2871.25,21.2926,-0.13265,0.01359
2025-12-30 17:40:00,,,,20.7903,0.28151,0.29465,485.167,,497.93,,891.675,,3110.46,892.844,,3444.29,49.7,22.0,531.674,,665.155,,895.657,,3479.16,889.266,,2973.96,21.0224,-0.13408,0.01146
2025-12-30 17:50:00,20.8156,0.0319,0.22514,20.6568,0.27846,0.2952,484.751,,497.914,,892.03,,3179.34,892.778,,3460.2,52.7,21.8,532.227,,665.493,,895.909,,3506.19,890.385,,3063.26,20.799,-0.13348,0.01346
2025-12-30 18:00:00,,,,20.5089,0.28039,0.2924,485.013,,497.914,,892.424,,3230.52,893.061,,3477.65,55.0,21.7,532.165,,665.232,,897.428,,3531.8,891.68,,3132.76,20.6299,-0.13141,0.01178
2025-12-30 18:10:00,20.5825,0.03202,0.22555,20.3878,0.27948,0.29516,484.721,,497.93,,892.866,,3274.95,893.19,,3498.09,51.9,21.4,532.181,,665.17,,896.344,,3554.38,892.216,,3196.67,,,
2025-12-30 18:20:00,20.5042,0.03067,0.22512,20.3046,0.28004,0.29471,484.382,,497.93,,893.23,,3303.49,893.274,,3518.4,53.3,21.3,531.659,,,,896.557,,3575.67,892.725,,3241.13,20.3798,-0.13213,0.01286
2025-12-30 18:30:00,,,,20.1801,0.28025,0.29373,484.921,,497.976,,893.371,,3332.16,893.393,,3532.79,53.5,21.1,531.674,,664.955,,896.775,,3590.54,893.141,,3276.75,20.2451,-0.13252,0.01403
2025-12-30 18:40:00,20.4377,0.03106,0.2259,,,,484.521,,498.221,,893.633,,3364.1,893.314,,3546.12,52.1,20.8,532.15,,664.955,,897.034,,3604.63,893.899,,3311.97,20.1174,-0.13259,0.01338
2025-12-30 18:50:00,20.3704,0.03083,0.226,,,,484.905,,498.313,,893.957,,3391.72,893.42,,3558.23,54.0,20.9,532.15,,665.17,,897.146,,3619.37,894.183,,3341.02,20.1134,-0.13351,0.01331
2025-12-30 19:00:00,,,,20.1611,0.28079,0.29541,484.582,,498.298,,894.219,,3418.83,894.152,,3570.46,53.6,20.8,532.303,,665.078,,897.374,,3630.43,894.756,,3369.51,,,
2025-12-30 19:10:00,20.2665,0.03146,0.22606,20.0634,0.28157,0.29248,484.874,,498.298,,894.183,,3427.63,893.553,,3580.72,54.6,20.8,531.766,,664.909,,897.477,,3645.51,895.037,,3393.73,20.0435,-0.13332,0.01459
2025-12-30 19:20:00,,,,20.0468,0.28,0.2962,485.028,,498.851,,894.357,,3448.27,893.802,,3591.17,54.8,20.8,531.751,,664.894,,897.629,,3653.24,895.344,,3413.21,20.0491,-0.13247,0.01347
2025-12-30 19:30:00,20.1967,0.03224,0.22687,19.9633,0.2806,0.29597,484.474,,498.252,,894.45,,3455.16,893.797,,3597.85,55.5,20.0,531.782,,664.924,,897.889,,3662.81,895.415,,3428.78,19.9411,-0.1341,0.01467
2025-12-30 19:40:00,20.1491,0.03173,0.22548,19.8711,0.28067,0.29526,484.936,,497.761,,894.579,,3472.25,893.815,,3609.51,56.9,19.7,531.674,,664.894,,897.933,,3675.77,895.86,,3452.95,,,
2025-12-30 19:50:00,,,,19.8814,0.28064,0.29617,484.69,,498.298,,894.761,,3498.98,893.815,,3619.74,56.5,19.6,531.49,,664.909,,898.001,,3688.29,896.171,,3474.46,19.8075,-0.13251,0.0132
2025-12-30 20:00:00,,,,19.8274,0.28004,0.29531,485.059,,497.945,,894.81,,3512.87,893.753,,3625.9,57.3,19.7,531.598,,664.863,,898.108,,3700.47,896.521,,3492.57,19.7478,-0.13365,0.0137
2025-12-30 20:10:00,19.9824,0.03268,0.22634,19.7271,0.28102,0.29663,484.536,,498.605,,897.464,,3520.37,893.912,,3655.43,60.3,20.2,532.073,,,,898.278,,3715.61,896.761,,3506.19,19.6697,-0.13339,0.01559
2025-12-30 20:20:00,,,,19.5885,0.28053,0.29725,485.105,,498.052,,894.877,,3529.66,894.028,,3674.4,,19.5,531.598,,,,898.372,,3732.17,896.872,,3525.81,19.5933,-0.13255,0.0131
2025-12-30 20:30:00,19.8973,0.03258,0.22655,19.4976,0.28048,0.2972,,,499.158,,894.948,,3541.2,894.094,,3678.69,65.1,19.7,531.536,,,,898.525,,3751.44,897.28,,3540.84,19.4769,-0.13346,0.01537
2025-12-30 20:40:00,,,,19.4753,0.28019,0.29647,484.89,,498.697,,895.219,,3555.81,894.086,,3688.66,68.4,19.1,532.027,,664.863,,898.664,,3770.68,897.455,,3560.75,19.3819,-0.13274,0.01446
2025-12-30 20:50:00,19.7454,0.03105,0.22498,19.3803,0.28071,0.29786,485.044,,498.682,,895.228,,3575.85,894.245,,3699.47,64.8,19.0,531.996,,665.217,,898.754,,3783.47,897.844,,3586.93,,,
2025-12-30 21:00:00,19.7406,0.03186,0.22491,19.3875,0.28138,0.296,484.921,,498.605,,895.112,,3587.84,894.219,,3702.58,61.7,19.5,532.073,,,,898.807,,3785.05,897.942,,3595.77,19.3395,-0.133,0.01393
2025-12-30 21:10:00,19.7565,0.03204,0.22528,19.4896,0.28083,0.29637,484.644,,498.651,,,,,894.214,,3702.22,72.0,19.3,531.505,,,,898.843,,3784.58,898.05,,3611.5,19.3427,-0.13184,0.01385
2025-12-30 21:20:00,19.7534,0.0318,0.22476,19.496,0.28133,0.29779,485.197,,,,895.348,,3616.57,894.312,,3702.58,65.2,18.7,532.027,,664.894,,898.897,,3790.34,898.211,,3622.09,19.3044,-0.13251,0.01407
2025-12-30 21:30:00,19.7056,0.03146,0.22525,19.3651,0.27846,0.29751,484.705,,498.82,,895.37,,3618.65,894.383,,3717.45,,18.6,531.475,,665.232,,899.049,,3806.43,898.381,,3636.06,19.2037,-0.1315,0.01356
2025-12-30 21:40:00,19.6538,0.03294,0.22465,19.3611,0.28113,0.29627,484.613,,498.513,,895.546,,3640.78,894.481,,3728.58,,18.5,531.552,,,,899.139,,3810.99,898.606,,3652.61,,,
2025-12-30 21:50:00,19.5996,0.03323,0.22345,19.3651,0.27981,0.29689,484.551,,498.927,,895.794,,3681.16,894.463,,3728.67,64.0,18.5,532.043,,,,899.179,,3809.5,898.776,,3663.9,19.1677,-0.13249,0.01412
2025-12-30 22:00:00,19.5733,0.03266,0.22412,19.3436,0.28063,0.29644,484.644,,498.359,,895.883,,3691.86,894.325,,3727.75,65.5,18.8,532.012,,664.847,,899.295,,3812.57,899.086,,3678.6,19.1717,-0.13388,0.01475
2025-12-30 22:10:00,19.5255,0.03341,0.22302,19.2677,0.27972,0.29675,484.767,,498.989,,896.069,,3712.95,894.294,,3736.13,68.0,18.3,531.598,,664.894,,899.291,,3819.56,899.25,,3688.02,19.1693,-0.1325,0.01475
2025-12-30 22:20:00,19.5048,0.03196,0.22394,19.2301,0.2812,0.29691,484.659,,498.943,,896.224,,3734.93,894.427,,3743.87,67.2,18.7,,,665.232,,899.353,,3824.41,899.376,,3695.25,19.1677,-0.1331,0.01503
2025-12-30 22:30:00,19.5423,0.03109,0.22244,19.2133,0.27996,0.2965,485.136,,498.927,,896.291,,3752.36,894.37,,3749.69,66.3,18.5,531.552,,665.217,,899.438,,3836.65,899.563,,3709.65,19.1478,-0.13312,0.01492
2025-12-30 22:40:00,19.5622,0.03257,0.22328,19.2661,0.28109,0.29668,,,498.943,,896.104,,3731.9,894.365,,3752.92,63.6,18.9,,,664.909,,899.505,,3840.02,899.639,,3715.43,19.1957,-0.13291,0.01493
2025-12-30 22:50:00,19.5295,0.0312,0.2236,19.1773,0.28053,0.29708,484.844,,498.912,,896.109,,3725.09,894.472,,3792.48,,18.3,,,664.878,,899.697,,3858.66,899.751,,3719.01,19.0445,-0.13306,0.01498
2025-12-30 23:00:00,19.4816,0.03219,0.2221,19.0589,0.28056,0.29646,484.782,,499.618,,896.157,,3729.32,894.601,,3811.55,66.5,18.5,531.613,,664.878,,899.948,,3887.04,899.881,,3729.13,18.9347,-0.13311,0.01514
2025-12-30 23:10:00,19.3675,0.03322,0.22299,,,,485.382,,499.649,,896.18,,3734.38,894.632,,3820.22,73.4,18.2,532.104,,,,900.091,,3903.73,900.006,,3744.71,18.8746,-0.13171,0.01356
2025-12-31 04:10:00,18.5518,0.03246,0.21889,18.0043,0.28073,0.29789,484.797,,499.25,,897.495,,3978.71,895.094,,4036.68,83.7,16.5,532.058,,664.955,,901.754,,4107.18,902.816,,3991.32,17.9275,-0.13251,0.01661
2025-12-31 06:00:00,,,,,,,485.397,,,,897.25,,3983.48,895.268,,4083.22,,,,,,,901.857,,4135.52,902.901,,4002.7,,,
2025-12-31 06:40:00,,,,17.8668,0.28129,0.29573,,,499.741,,897.343,,4033.03,895.603,,4125.96,,,,,664.371,,902.122,,4176.82,,,,17.618,-0.13278,0.01672
2025-12-31 08:00:00,,,,,,,484.967,,,,,,,,,,,,,,,,,,,,,,17.7332,-0.13284,0.01782
2025-12-31 08:10:00,,,,18.1328,0.28017,0.2959,,,,,,,,,,,,,532.058,,,,,,,,,,17.8328,-0.13211,0.01809
2025-12-31 08:20:00,18.5502,0.03263,0.21659,18.1295,0.28142,0.29485,,,500.386,,897.014,,3998.97,895.415,,4083.8,82.7,17.3,532.089,,,,901.745,,4118.46,902.771,,3974.71,17.8571,-0.13218,0.01853
2025-12-31 08:30:00,18.5598,0.03312,0.2167,18.0932,0.28165,0.29633,485.52,,500.447,,896.925,,3993.13,895.281,,4088.16,,,531.582,,664.324,,901.619,,4117.58,902.666,,3963.94,17.8498,-0.13164,0.0185
2025-12-31 08:40:00,18.6451,0.03337,0.21798,18.1731,0.28073,0.29553,485.643,,500.417,,896.681,,3975.37,895.086,,4067.93,82.4,17.7,532.104,,664.294,,901.475,,4098.73,902.518,,3949.86,17.862,-0.13248,0.01919
2025-12-31 08:50:00,18.6909,0.03264,0.21551,18.1352,0.28083,0.29673,484.951,,500.509,,896.53,,3963.08,894.974,,4065.51,,,,,664.57,,901.457,,4091.94,902.378,,3939.7,17.8725,-0.13191,0.01866
2025-12-31 09:00:00,18.686,0.03292,0.21579,18.0787,0.28237,0.29536,,,500.57,,896.703,,3958.13,895.103,,4089.13,81.8,17.6,532.058,,664.601,,901.422,,4102.03,902.405,,3937.71,17.866,-0.13149,0.01843
2025-12-31 09:10:00,,,,18.1401,0.28001,0.29407,484.982,,500.524,,896.211,,3939.13,894.97,,4074.6,80.1,17.6,532.073,,664.34,,901.233,,4082.34,902.158,,3913.56,17.9129,-0.13326,0.01902
2025-12-31 09:20:00,18.5542,0.03448,0.21359,18.1764,0.28191,0.29447,485.121,,500.417,,896.131,,3935.53,894.93,,4060.01,80.8,17.7,532.119,,664.309,,901.179,,4076.24,902.005,,3914.6,17.9558,-0.1319,0.01865
2025-12-31 09:30:00,,,,18.2232,0.28103,0.2947,485.09,,500.171,,895.865,,3899.48,894.659,,4020.63,,17.8,531.598,,,,900.592,,4007.78,901.749,,3872.18,18.0269,-0.13191,0.01853
2025-12-31 09:40:00,18.8513,0.03285,0.2174,18.2788,0.28114,0.2963,,,,,895.568,,3887.89,894.241,,3978.52,78.9,18.0,531.552,,664.57,,899.957,,3938.75,901.457,,3860.53,18.1425,-0.13275,0.0188
2025-12-31 09:50:00,18.8931,0.03196,0.21775,18.415,0.27887,0.29419,485.444,,500.202,,895.411,,3872.93,894.086,,3946.15,,18.2,532.211,,,,899.644,,3909.68,901.157,,3838.43,18.245,-0.13325,0.01781
2025-12-31 10:00:00,18.9115,0.03283,0.21867,18.5775,0.28225,0.29547,484.951,,500.156,,895.152,,3836.19,893.824,,3879.89,77.4,18.4,532.472,,664.155,,899.233,,3857.44,900.888,,3801.68,18.4134,-0.13199,0.01861
2025-12-31 10:10:00,18.9508,0.03316,0.21731,18.7101,0.2804,0.29596,485.474,,500.263,,894.908,,3809.59,893.726,,3838.15,76.8,18.6,532.089,,664.309,,898.484,,3783.38,900.664,,3765.12,18.5751,-0.13331,0.01942
2025-12-31 10:40:00,19.2797,0.03348,0.2196,19.0605,0.28162,0.29612,484.844,,,,894.414,,3749.87,893.247,,3774.01,73.8,19.2,532.165,,,,897.866,,3701.3,899.769,,3683.63,19.0092,-0.13269,0.02036
2025-12-31 10:50:00,19.3763,0.03251,0.21953,,,,485.613,,499.971,,894.125,,3718.37,893.154,,3771.69,72.7,20.0,531.567,,664.878,,898.036,,3720.76,899.362,,3650.97,19.0869,-0.134,0.01885
2025-12-31 11:00:00,,,,19.3212,0.2802,0.2962,485.459,,499.833,,893.713,,3681.52,893.141,,3745.07,70.8,20.2,532.073,,664.878,,897.831,,3708.73,898.974,,3606.79,,,
2025-12-31 11:10:00,19.5614,0.03275,0.22036,19.4402,0.27916,0.29632,484.905,,,,893.881,,3669.83,893.088,,3729.96,70.2,19.7,532.089,,,,897.768,,3700.2,898.785,,3602.82,19.3667,-0.13302,0.01922
2025-12-31 11:20:00,19.6523,0.0323,0.2202,19.5733,0.27894,0.29599,485.413,,499.634,,893.194,,3629.52,893.106,,3707.9,69.1,20.0,532.211,,664.617,,897.58,,3688.38,898.413,,3579.91,,,
2025-12-31 16:20:00,20.4091,0.03211,0.22472,20.3157,0.27847,0.29459,484.797,,498.006,,892.455,,3523.31,893.097,,3585.85,61.5,21.6,531.69,,664.832,,896.958,,3585.22,896.94,,3444.38,20.3355,-0.13293,0.01847
2025-12-31 16:30:00,20.4116,0.03289,0.22512,20.3315,0.27963,0.29467,484.767,,498.789,,892.618,,3538.78,893.491,,3590.36,61.4,21.5,532.257,,664.878,,897.092,,3591.8,897.231,,3466.4,20.3236,-0.13157,0.01884
2025-12-31 16:40:00,20.3775,0.03319,0.22415,20.2824,0.27999,0.29439,484.644,,498.682,,892.906,,3551.41,893.123,,3594.87,62.4,21.4,531.628,,664.847,,897.307,,3599.29,897.361,,3483.07,20.2982,-0.13409,0.01959
2025-12-31 16:50:00,20.3379,0.03306,0.22487,20.2221,0.27852,0.29496,484.69,,498.605,,892.968,,3563.26,893.478,,3603.63,63.1,21.3,531.812,,664.847,,897.414,,3612.67,897.517,,3501.38,20.2681,-0.13376,0.01773
2025-12-31 17:00:00,20.3173,0.03013,0.22175,20.1697,0.28181,0.29705,485.413,,498.636,,893.159,,3578.83,893.163,,3607.61,62.5,20.7,532.165,,664.847,,897.517,,3620.82,897.705,,3524.12,20.2388,-0.13406,0.0189
2025-12-31 17:10:00,20.2998,0.03241,0.22234,20.138,0.27926,0.29334,485.305,,498.636,,893.393,,3596.05,893.296,,3614.31,63.3,21.0,531.705,,664.847,,897.674,,3628.98,897.992,,3549.44,20.2126,-0.13381,0.01872
2025-12-31 17:20:00,20.2602,0.03187,0.22323,20.1007,0.28087,0.29334,484.813,,498.835,,893.704,,3613.58,893.593,,3621.0,63.8,20.6,531.613,,,,897.839,,3638.33,898.135,,3572.88,20.165,-0.13258,0.01984
2025-12-31 17:30:00,20.2419,0.03214,0.22351,20.0547,0.27925,0.29457,485.244,,498.452,,893.957,,3626.71,893.535,,3626.8,63.4,20.4,532.15,,664.847,,897.916,,3643.97,898.278,,3590.27,20.1396,-0.13461,0.01827
2025-12-31 17:40:00,20.2253,0.03315,0.22392,19.9609,0.28147,0.29439,484.736,,498.927,,894.228,,3640.33,893.602,,3638.6,65.5,20.7,531.72,,664.709,,897.992,,3656.43,898.48,,3608.96,20.0515,-0.13271,0.01924
2025-12-31 17:50:00,20.2166,0.03201,0.2223,19.9435,0.28055,0.29408,,,498.851,,894.143,,3653.24,893.717,,3647.51,66.5,20.7,531.644,,664.863,,898.126,,3671.39,898.722,,3626.62,19.9729,-0.13295,0.01917
2025-12-31 18:00:00,20.1912,0.03292,0.22255,19.9077,0.28146,0.29517,485.305,,498.897,,894.317,,3662.17,893.691,,3656.52,67.4,20.1,,,665.17,,898.314,,3681.34,899.054,,3640.06,19.8839,-0.13128,0.01908
2025-12-31 18:10:00,20.1666,0.03148,0.22355,19.8743,0.28045,0.29442,485.167,,498.912,,894.574,,3672.3,893.739,,3664.63,69.5,20.0,531.751,,664.863,,898.346,,3697.91,899.113,,3656.25,19.8337,-0.13288,0.0184
2025-12-31 18:40:00,,,,,,,,,,,,,,,,,,,531.797,,,,,,,,,,,,
2025-12-31 18:50:00,20.0276,0.03359,0.22184,19.7215,0.28231,0.293,,,499.142,,894.801,,3709.46,893.983,,3703.04,69.8,20.0,532.181,,664.647,,898.718,,3737.97,899.675,,3699.28,19.6443,-0.13342,0.0195
2025-12-31 19:00:00,20.0189,0.03246,0.22251,19.7016,0.28038,0.29853,485.074,,499.158,,894.734,,3715.71,894.072,,3706.99,71.4,20.0,532.073,,665.17,,898.798,,3749.41,899.809,,3708.36,19.61,-0.13283,0.01871
2025-12-31 19:10:00,19.9998,0.0301,0.22246,19.6586,0.28166,0.29704,485.444,,499.188,,894.943,,3721.41,894.041,,3710.84,72.1,19.9,,,664.878,,899.032,,3756.06,899.992,,3715.61,19.5813,-0.13146,0.02127
2025-12-31 19:20:00,20.0086,0.03354,0.22116,19.6252,0.28067,0.29738,484.813,,499.142,,894.832,,3726.0,894.072,,3715.8,71.6,19.9,531.659,,664.909,,899.014,,3764.01,900.037,,3721.68,19.563,-0.13287,0.0194
2025-12-31 19:30:00,19.949,0.03373,0.22224,19.5917,0.27927,0.29668,485.213,,499.127,,895.59,,3730.88,894.081,,3720.49,76.2,19.6,532.119,,664.847,,899.023,,3766.7,900.198,,3727.02,19.5215,-0.13265,0.02
2025-12-31 19:40:00,19.9451,0.03279,0.22191,19.5837,0.27919,0.29864,,,498.666,,894.885,,3735.85,894.13,,3725.45,76.3,19.6,531.904,,664.647,,899.067,,3769.75,900.265,,3738.71,19.488,-0.13377,0.01984
2025-12-31 19:50:00,19.9554,0.03403,0.2222,19.5765,0.27969,0.29796,484.751,,499.204,,894.93,,3739.81,894.188,,3728.03,74.8,19.3,531.613,,665.201,,899.13,,3779.94,900.368,,3744.89,19.433,-0.13337,0.01993
2025-12-31 20:00:00,19.9148,0.033,0.22078,19.5518,0.28079,0.29688,485.167,,499.188,,894.979,,3745.44,894.268,,3735.12,75.3,19.5,532.181,,664.924,,899.304,,3793.59,900.521,,3749.14,19.3523,-0.13292,0.01879
2025-12-31 20:10:00,19.9204,0.03246,0.22108,19.5327,0.28162,0.29716,484.859,,499.311,,895.023,,3751.16,894.241,,3746.73,74.8,19.2,531.705,,665.201,,899.349,,3803.07,900.489,,3758.28,19.314,-0.13277,0.01939
2025-12-31 20:20:00,19.8918,0.03148,0.21993,19.5071,0.27977,0.2977,485.259,,499.004,,895.05,,3756.89,894.254,,3752.36,74.7,19.4,532.165,,665.217,,899.407,,3805.68,900.583,,3764.01,19.3387,-0.13407,0.01944
2025-12-31 20:30:00,19.8632,0.03299,0.22052,19.4418,0.28016,0.29724,485.228,,499.327,,895.108,,3764.75,894.459,,3769.56,75.9,19.0,532.165,,664.878,,899.487,,3816.3,900.637,,3768.64,19.2749,-0.13395,0.01863
2025-12-31 20:40:00,19.8345,0.0327,0.22019,19.3659,0.28032,0.29757,485.182,,498.973,,895.183,,3775.86,894.472,,3784.67,,19.0,532.181,,665.232,,899.661,,3829.92,900.744,,3779.02,19.1925,-0.13357,0.01844
2025-12-31 21:10:00,,,,19.3467,0.27965,0.29719,,,499.879,,895.446,,3802.24,894.641,,3797.77,,19.0,532.135,,664.894,,899.925,,3851.35,901.009,,3802.79,19.1237,-0.13234,0.01846
2025-12-31 21:20:00,19.747,0.03035,0.21948,,,,,,,,,,,,,,76.7,18.9,532.119,,,,,,,,,,,,
2025-12-31 21:30:00,19.7327,0.0329,0.22077,,,,484.659,,499.066,,895.524,,3813.04,894.641,,3810.71,77.3,18.8,531.736,,664.894,,900.122,,3864.38,901.17,,3816.02,19.0781,-0.13409,0.01826
2025-12-31 21:40:00,19.6714,0.03331,0.22006,19.2493,0.2804,0.29697,484.736,,,,895.719,,3821.24,894.792,,3819.0,77.7,18.7,,,664.878,,900.225,,3875.37,901.22,,3822.27,19.0333,-0.13368,0.01966
2025-12-31 21:50:00,19.6793,0.03174,0.21518,19.2205,0.28132,0.29769,484.613,,499.649,,895.683,,3827.59,894.752,,3824.7,77.7,18.7,,,664.863,,900.359,,3883.74,901.3,,3833.57,18.9796,-0.13332,0.0195
2025-12-31 22:00:00,19.618,0.03209,0.21907,,,,485.167,,499.68,,895.754,,3834.6,894.783,,3839.27,78.0,18.7,532.089,,664.663,,900.413,,3893.54,901.453,,3838.24,18.9115,-0.13327,0.01817
2025-12-31 22:10:00,19.5893,0.03278,0.21845,19.1181,0.28041,0.29757,485.121,,499.649,,895.812,,3840.96,894.708,,3855.19,78.2,18.7,532.089,,664.54,,900.529,,3905.33,901.605,,3844.98,18.8738,-0.13333,0.01899
2025-12-31 22:20:00,19.5582,0.03356,0.21911,19.0061,0.28009,0.29813,485.305,,499.634,,895.883,,3848.91,894.948,,3859.22,79.1,18.5,531.674,,,,900.565,,3915.07,901.624,,3855.28,18.8321,-0.1329,0.01903
2025-12-31 22:30:00,19.5215,0.03327,0.21921,19.1037,0.28085,0.29656,485.182,,499.68,,895.958,,3858.09,894.992,,3864.47,79.0,18.6,532.15,,664.617,,900.691,,3920.74,901.776,,3862.5,18.7976,-0.13357,0.01908
2025-12-31 22:40:00,19.5103,0.03171,0.21804,19.1021,0.28152,0.29746,485.382,,499.68,,896.237,,3862.41,894.934,,3867.29,79.6,18.5,532.119,,664.894,,900.682,,3926.71,901.799,,3865.04,18.7744,-0.13405,0.01827
2025-12-31 22:50:00,19.5048,0.03316,0.21863,19.0293,0.28175,0.29819,485.013,,499.787,,896.051,,3867.85,894.943,,3864.57,81.9,18.4,532.135,,664.57,,900.695,,3929.65,901.983,,3874.24,18.78,-0.13384,0.01917
2025-12-31 23:00:00,19.4457,0.0318,0.21888,18.9836,0.28167,0.29781,,,499.695,,896.1,,3872.55,895.094,,3864.0,86.2,18.3,531.598,,664.894,,900.749,,3932.68,902.095,,3880.45,,,
2025-12-31 23:10:00,19.437,0.03319,0.21903,18.9652,0.28168,0.29664,,,499.664,,896.149,,3878.1,895.099,,3866.63,82.3,18.2,531.598,,664.601,,900.812,,3939.51,902.221,,3889.39,18.7077,-0.13384,0.01962
