data_time,DGL-1-0D-QJ-1_temperature,DGL-1-0D-QJ-1_xAxisAngle,DGL-1-0D-QJ-1_yAxisAngle,DGL-1-1D-QJ-2_temperature,DGL-1-1D-QJ-2_xAxisAngle,DGL-1-1D-QJ-2_yAxisAngle,DGL-1-1L-LX-1_beamPierRelativeDisplacement,DGL-1-1L-LX-1_measureDisplacement,DGL-1-1L-LX-2_beamPierRelativeDisplacement,DGL-1-1L-LX-2_measureDisplacement,DGL-1-1L-WSD-1_humidity,DGL-1-1L-WSD-1_temperature,DGL-1-1L-YB-1_frequency,DGL-1-1L-YB-1_strain,DGL-1-1L-YB-1_temperature,DGL-2-0D-QJ-1_temperature,DGL-2-0D-QJ-1_xAxisAngle,DGL-2-0D-QJ-1_yAxisAngle,DGL-2-1D-QJ-2_temperature,DGL-2-1D-QJ-2_xAxisAngle,DGL-2-1D-QJ-2_yAxisAngle,DGL-2-1L-LX-1_beamPierRelativeDisplacement,DGL-2-1L-LX-1_measureDisplacement,DGL-2-1L-LX-2_beamPierRelativeDisplacement,DGL-2-1L-LX-2_measureDisplacement,DGL-2-1L-YB-1_frequency,DGL-2-1L-YB-1_strain,DGL-2-1L-YB-1_temperature
2025-12-31 11:20:00,,,,,,,,,,,,,,,,,,,,,,580.61,,424.071,,,,
2025-12-31 11:30:00,19.492,0.48441,-0.32443,19.3883,0.37924,-0.23918,,,,,,,,,,20.4282,-0.11045,0.19373,19.1957,0.2053,-0.10139,,,,,,,
2025-12-31 11:40:00,19.5351,0.48332,-0.32523,,,,,,,,,,,,,20.5263,-0.11117,0.19535,19.3276,0.20558,-0.0985,,,,,,,
2025-12-31 15:20:00,20.0182,0.47987,-0.31993,19.9872,0.38371,-0.23113,,,,,,,,,,,,,,,,580.072,,423.933,,,,
2025-12-31 15:30:00,19.9395,0.48386,-0.3232,19.9442,0.38265,-0.23106,489.822,,571.845,,,,899.974,,3727.13,,,,19.7295,0.20512,-0.09821,580.287,,423.487,,904.331,,3704.07
2025-12-31 15:40:00,20.0054,0.48376,-0.31888,19.9872,0.38403,-0.2306,489.76,,571.783,,,,899.974,,3729.33,20.8093,-0.11156,0.19327,19.8067,0.20383,-0.09597,580.272,,423.379,,904.353,,3703.89
2025-12-31 15:50:00,19.9927,0.48031,-0.32003,20.0118,0.38444,-0.23154,489.899,,571.215,,,,899.97,,3729.24,20.7722,-0.11236,0.19514,19.8282,0.20617,-0.0973,580.118,,423.764,,905.131,,3701.59
2025-12-31 16:00:00,,,,19.9307,0.38316,-0.23095,490.42,,571.845,,,,899.957,,3729.7,,,,,,,580.149,,423.41,,904.609,,3704.53
2025-12-31 16:10:00,19.9601,0.4842,-0.31996,20.0007,0.38246,-0.23055,489.269,,571.768,,,,899.966,,3727.95,20.7516,-0.11079,0.19518,,,,,,423.794,,904.911,,3702.23
2025-12-31 16:20:00,19.8894,0.48261,-0.31386,19.9427,0.38355,-0.23079,,,571.246,,,,899.979,,3725.01,20.7193,-0.11304,0.19505,,,,580.056,,423.41,,904.326,,3704.8
2025-12-31 16:30:00,19.8615,0.48333,-0.31912,19.9133,0.38389,-0.23096,489.914,,571.829,,,,900.095,,3723.45,20.6576,-0.11138,0.19348,19.6697,0.20436,-0.09825,579.995,,,,905.145,,3703.79
2025-12-31 16:40:00,19.9363,0.4832,-0.32138,19.9578,0.38442,-0.22931,489.853,,571.261,,,,899.979,,3722.99,20.6592,-0.11125,0.19348,19.8027,0.20473,-0.09939,580.087,,,,904.335,,3703.06
2025-12-31 16:50:00,19.8687,0.48387,-0.32041,19.9593,0.38353,-0.23054,490.436,,571.246,,,,899.979,,3723.17,20.6157,-0.11191,0.19292,19.8218,0.20395,-0.09845,580.056,,,,904.448,,3700.68
2025-12-31 17:00:00,,,,19.8536,0.38338,-0.23094,489.883,,571.799,,,,899.983,,3723.54,,,,19.6865,0.20473,-0.09903,579.334,,423.671,,905.149,,3702.14
2025-12-31 17:10:00,19.7199,0.4844,-0.32054,19.786,0.38398,-0.23045,489.853,,,,63.7,21.0,899.997,,3725.47,20.4448,-0.11073,0.19353,19.504,0.20529,-0.0984,579.98,,423.21,,904.497,,3704.07
2025-12-31 17:20:00,19.6475,0.48285,-0.32033,19.6769,0.38375,-0.22979,,,571.307,,67.1,20.9,899.988,,3730.72,20.3133,-0.10871,0.19119,19.3947,0.20552,-0.10033,579.918,,423.118,,904.484,,3711.96
2025-12-31 17:30:00,19.5805,0.48383,-0.32091,19.6459,0.38405,-0.23038,489.791,,571.215,,67.4,20.8,,,,20.1991,-0.11165,0.19351,19.3587,0.20345,-0.09894,580.01,,423.118,,,,
2025-12-31 17:40:00,19.5438,0.48454,-0.32026,19.5957,0.38381,-0.22999,490.42,,571.476,,69.4,20.7,899.983,,3736.98,20.0451,-0.11208,0.19361,19.2813,0.20361,-0.09888,579.857,,423.118,,904.502,,3726.57
2025-12-31 17:50:00,,,,19.5526,0.38439,-0.23021,490.374,,571.368,,67.5,20.4,899.997,,3741.68,19.9785,-0.11147,0.19196,19.2053,0.20401,-0.09923,579.887,,,,904.506,,3731.36
2025-12-31 18:00:00,,,,,,,,,,,,,899.992,,3746.29,,,,,,,,,423.518,,904.515,,3732.37
2025-12-31 18:10:00,19.4529,0.48428,-0.32048,19.4673,0.38354,-0.22981,490.42,,571.507,,66.8,20.2,899.988,,3749.8,19.8814,-0.11127,0.19323,19.1677,0.20527,-0.10019,579.933,,423.102,,904.551,,3733.75
2025-12-31 18:20:00,19.4322,0.48491,-0.32005,,,,489.899,,571.998,,70.1,20.2,899.974,,3754.32,,,,19.1277,0.204,-0.10067,579.903,,423.041,,904.529,,3740.57
2025-12-31 18:40:00,19.3859,0.483,-0.32056,19.421,0.3845,-0.23085,489.853,,571.906,,72.8,20.0,,,,19.6475,-0.11139,0.19207,19.0565,0.20394,-0.10057,,,423.041,,,,
2025-12-31 18:50:00,19.3843,0.48453,-0.31903,19.4154,0.38391,-0.22963,490.466,,571.461,,73.2,,899.988,,3760.7,19.5893,-0.11084,0.19351,19.0397,0.20625,-0.09964,580.087,,423.133,,904.533,,3754.51
2025-12-31 19:00:00,19.3723,0.48521,-0.32008,19.4154,0.38385,-0.23067,489.868,,571.937,,69.8,,900.001,,3760.97,19.5598,-0.11126,0.1928,19.0405,0.20531,-0.10042,580.041,,423.548,,904.547,,3752.94
2025-12-31 19:10:00,,,,19.4146,0.38525,-0.22946,489.807,,571.353,,,,900.001,,3760.97,19.5582,-0.11353,0.19362,19.0277,0.20543,-0.10021,579.949,,423.225,,904.551,,3755.34
2025-12-31 19:20:00,19.3675,0.48494,-0.32043,19.4026,0.38338,-0.23106,490.466,,571.399,,72.9,19.9,900.001,,3760.05,19.5327,-0.11053,0.19481,19.0141,0.20457,-0.10025,579.857,,423.225,,904.92,,3754.88
2025-12-31 19:30:00,19.3627,0.48429,-0.31983,19.4138,0.38391,-0.23197,490.405,,571.399,,72.6,19.9,899.997,,3763.38,19.5088,-0.113,0.19301,19.0125,0.20423,-0.10057,579.995,,423.287,,904.947,,3759.87
2025-12-31 19:40:00,19.3611,0.48324,-0.32114,19.3995,0.38427,-0.23144,,,571.353,,72.9,19.9,900.01,,3763.93,19.4872,-0.11095,0.19255,,,,579.98,,423.225,,904.969,,3760.98
2025-12-31 19:50:00,19.3404,0.48439,-0.32039,19.3659,0.3849,-0.23094,,,571.368,,73.0,19.8,900.01,,3764.21,19.4617,-0.11092,0.19292,18.982,0.20455,-0.10069,579.411,,,,905.001,,3761.44
2025-12-31 20:00:00,19.3236,0.48402,-0.32032,19.3356,0.38366,-0.23145,489.883,,571.968,,,,900.046,,3769.12,19.4034,-0.11169,0.19332,18.954,0.20426,-0.10075,580.01,,,,905.019,,3766.8
2025-12-31 20:10:00,,,,,,,489.822,,571.983,,73.2,,900.01,,3775.42,19.3228,-0.11199,0.19314,18.9171,0.20438,-0.10162,579.457,,423.272,,905.307,,3770.6
2025-12-31 20:20:00,19.2845,0.48403,-0.32069,19.2756,0.38448,-0.2311,489.899,,571.968,,,,900.019,,3779.12,19.2877,-0.1104,0.19257,18.8706,0.20512,-0.10079,580.01,,423.241,,904.992,,3781.35
2025-12-31 20:30:00,19.2741,0.48438,-0.32024,,,,490.39,,571.952,,74.8,19.6,,,,19.2669,-0.11038,0.19368,18.8522,0.20438,-0.10047,579.35,,423.241,,,,
2025-12-31 20:40:00,19.2541,0.48364,-0.32032,19.2557,0.384,-0.23074,489.899,,571.783,,74.7,,900.019,,3786.27,19.2429,-0.11038,0.19319,18.8185,0.20402,-0.1014,580.195,,,,905.019,,3787.84
2025-12-31 20:50:00,19.2325,0.48456,-0.3215,19.2477,0.38438,-0.23192,489.745,,571.415,,76.6,19.5,900.006,,3787.47,19.1829,-0.11188,0.18663,18.8033,0.20398,-0.1004,580.164,,423.702,,905.401,,3788.68
2025-12-31 21:00:00,19.1885,0.48403,-0.32076,19.2405,0.38395,-0.23049,489.822,,,,75.0,19.4,900.019,,3788.31,19.1765,-0.11197,0.19476,18.7912,0.20555,-0.10064,580.241,,423.794,,905.127,,3787.84
2025-12-31 21:20:00,,,,,,,489.791,,571.415,,,,,,,19.0237,-0.11089,0.19209,,,,,,,,,,
2025-12-31 21:30:00,19.0725,0.48525,-0.32002,19.1317,0.38507,-0.23064,489.791,,571.968,,77.0,19.1,900.019,,3800.39,,,,18.7005,0.2055,-0.10171,580.195,,423.764,,906.32,,3798.16
2025-12-31 21:40:00,,,,,,,489.807,,571.568,,79.8,19.0,900.019,,3800.57,,,,18.6643,0.20408,-0.10093,580.241,,423.779,,905.856,,3797.6
2025-12-31 21:50:00,18.865,0.48526,-0.31711,,,,490.328,,571.384,,79.6,18.7,900.024,,3798.9,18.8129,-0.11123,0.19197,18.5864,0.20458,-0.10204,,,423.379,,905.806,,3800.2
2025-12-31 22:00:00,18.8899,0.48574,-0.32079,18.9067,0.38539,-0.22994,489.899,,571.983,,79.1,18.7,900.019,,3802.52,18.8225,-0.11084,0.19255,18.5888,0.20475,-0.10112,580.256,,423.748,,905.82,,3799.27
2025-12-31 22:10:00,18.8562,0.48415,-0.31895,18.8305,0.38479,-0.232,489.791,,571.891,,77.3,,900.042,,3806.25,18.7615,-0.10996,0.19323,18.5703,0.20534,-0.1005,580.21,,423.379,,905.865,,3800.29
2025-12-31 22:20:00,,,,18.7462,0.3855,-0.23061,489.853,,571.0,,78.2,18.7,900.019,,3811.55,18.7519,-0.10966,0.19274,18.551,0.20466,-0.10116,,,423.41,,906.176,,3801.87
2025-12-31 22:30:00,18.8024,0.48527,-0.31897,18.7447,0.38492,-0.23131,489.822,,571.445,,78.2,18.8,900.033,,3815.84,18.6724,-0.11052,0.19263,18.4915,0.2055,-0.10179,580.195,,423.395,,905.707,,3810.53
2025-12-31 22:40:00,18.8112,0.48599,-0.3166,18.747,0.38369,-0.23206,489.822,,571.491,,81.0,18.8,900.01,,3821.25,18.6322,-0.11103,0.18978,18.4504,0.20378,-0.10214,580.318,,423.348,,905.698,,3830.12
2025-12-31 22:50:00,18.7703,0.48465,-0.32252,18.7149,0.3858,-0.23094,490.344,,571.522,,80.0,18.7,900.019,,3819.01,18.592,-0.11136,0.19249,18.4238,0.20419,-0.10257,580.379,,423.348,,906.19,,3822.93
2025-12-31 23:00:00,18.7928,0.48412,-0.31984,18.7382,0.38447,-0.23066,489.853,,571.445,,80.0,18.8,900.019,,3823.21,18.514,-0.11091,0.19226,18.4182,0.20489,-0.10367,579.549,,423.333,,905.721,,3831.8
2025-12-31 23:10:00,18.747,0.48397,-0.32044,18.6579,0.38546,-0.23133,490.374,,571.906,,80.7,18.8,900.019,,3824.88,18.4979,-0.11095,0.19179,18.3667,0.20493,-0.10296,,,423.41,,906.503,,3822.83
2025-12-31 23:20:00,18.7238,0.48476,-0.32081,18.6225,0.38565,-0.233,,,572.014,,80.7,18.7,900.033,,3826.85,,,,18.3836,0.20572,-0.10257,580.241,,423.379,,905.915,,3815.37
2025-12-31 23:30:00,18.5984,0.48466,-0.32061,18.4947,0.38446,-0.23355,490.405,,571.43,,82.1,18.5,,,,18.4625,-0.11148,0.19221,18.2627,0.20496,-0.10307,579.795,,423.395,,,,
2025-12-31 23:40:00,18.584,0.48529,-0.32038,18.4391,0.38524,-0.23295,490.328,,571.568,,78.6,18.2,900.015,,3833.1,,,,,,,580.225,,423.379,,905.928,,3821.34
2025-12-31 23:50:00,18.6555,0.48494,-0.32043,18.4303,0.38543,-0.23162,,,571.599,,,,900.019,,3836.47,18.2135,-0.11027,0.19228,18.2337,0.20489,-0.10314,580.287,,423.425,,906.131,,3828.71
2026-01-01 00:00:00,18.67,0.48431,-0.31999,18.4142,0.38473,-0.23154,490.313,,571.537,,79.9,17.9,900.01,,3843.2,18.1853,-0.10973,0.19097,18.2353,0.2053,-0.10265,579.657,,423.794,,905.933,,3842.73
2026-01-01 00:10:00,18.6024,0.48444,-0.3201,18.3836,0.3843,-0.23261,490.359,,571.537,,81.4,18.0,900.01,,3844.04,18.2667,-0.10991,0.19219,18.2321,0.20461,-0.10302,579.718,,423.841,,906.248,,3843.67
2026-01-01 00:20:00,,,,,,,489.853,,572.09,,79.5,18.2,900.042,,3840.4,,,,18.2143,0.20487,-0.10348,580.364,,423.856,,906.244,,3844.51
2026-01-01 00:30:00,18.6563,0.48471,-0.32042,18.4005,0.38596,-0.23219,490.436,,571.461,,79.2,18.2,900.042,,3840.86,,,,,,,580.225,,423.518,,906.28,,3841.8
2026-01-01 00:40:00,18.7005,0.48444,-0.32017,18.5035,0.38506,-0.23128,489.853,,571.614,,77.1,18.4,900.028,,3837.59,18.4609,-0.11014,0.19387,18.3038,0.20435,-0.10184,579.657,,423.933,,906.325,,3841.33
2026-01-01 00:50:00,18.6732,0.48648,-0.31772,18.518,0.3852,-0.23213,489.73,,572.152,,79.0,18.4,900.028,,3836.28,18.452,-0.11184,0.19325,18.2837,0.20544,-0.10181,,,423.548,,906.19,,3834.69
2026-01-01 01:00:00,18.7053,0.4854,-0.31967,18.5446,0.38486,-0.2311,489.822,,571.584,,,18.5,900.024,,3839.37,18.3143,-0.11168,0.19314,18.2014,0.20536,-0.10319,,,424.071,,905.703,,3830.95
2026-01-01 01:10:00,18.6949,0.48551,-0.32074,18.5639,0.38459,-0.2308,,,571.522,,78.8,18.3,900.01,,3847.7,18.1643,-0.11107,0.19314,18.1933,0.20442,-0.10252,,,424.04,,905.698,,3839.93
2026-01-01 01:20:00,,,,,,,489.822,,571.384,,,,900.015,,3855.57,18.0238,-0.1102,0.19274,18.2022,0.20463,-0.10369,580.441,,423.595,,905.703,,3869.27
2026-01-01 01:30:00,18.633,0.4849,-0.32112,18.5422,0.38494,-0.23196,489.791,,571.983,,77.9,18.4,,,,18.014,-0.11019,0.19256,18.1885,0.20487,-0.10278,580.548,,,,,,
2026-01-01 01:40:00,18.5904,0.48485,-0.32091,18.5076,0.38506,-0.23234,490.543,,571.522,,,18.2,899.992,,3865.79,18.0116,-0.11074,0.19293,18.1707,0.2041,-0.10227,580.533,,423.61,,905.779,,3877.91
2026-01-01 01:50:00,18.547,0.4849,-0.32085,18.4858,0.38584,-0.23186,490.543,,571.491,,79.7,18.1,899.997,,3864.85,17.9477,-0.11029,0.19373,,,,580.471,,423.61,,906.427,,3883.74
2026-01-01 02:00:00,18.5365,0.48521,-0.3207,18.4762,0.38467,-0.23427,489.96,,571.522,,79.1,,900.01,,3865.7,,,,,,,580.394,,423.641,,906.433,,3894.48
2026-01-01 02:10:00,18.5099,0.48607,-0.32008,18.436,0.38449,-0.2315,,,571.461,,79.5,18.2,900.033,,3867.39,17.938,-0.11095,0.19245,,,,580.64,,423.641,,906.438,,3883.27
2026-01-01 02:20:00,,,,18.386,0.38458,-0.23119,489.96,,570.923,,80.0,18.0,900.024,,3875.84,17.8782,-0.11032,0.19371,18.0189,0.20472,-0.10411,580.625,,423.579,,906.436,,3897.5
2026-01-01 02:30:00,18.4029,0.48556,-0.3206,18.324,0.3851,-0.2322,489.929,,571.921,,81.1,18.1,900.015,,3880.73,17.8434,-0.11218,0.1924,,,,580.517,,423.702,,906.429,,3902.31
2026-01-01 02:40:00,18.3175,0.48455,-0.32033,18.1837,0.3857,-0.2321,489.945,,,,82.3,18.0,900.019,,3883.46,17.7826,-0.11063,0.19238,17.9162,0.20472,-0.10465,580.118,,423.718,,906.432,,3897.88
2026-01-01 02:50:00,18.2885,0.48586,-0.3213,18.1312,0.38506,-0.23217,490.559,,571.415,,83.5,18.0,900.006,,3891.28,17.7616,-0.11017,0.19225,17.8587,0.20574,-0.10362,580.64,,423.794,,906.665,,3898.82
2026-01-01 03:00:00,18.2659,0.48504,-0.32195,18.1029,0.3847,-0.23294,489.929,,571.368,,81.6,18.0,900.006,,3890.52,17.7462,-0.11002,0.19105,17.8458,0.20519,-0.1042,580.656,,423.841,,906.66,,3896.46
2026-01-01 03:10:00,18.2385,0.48557,-0.32006,18.0779,0.38537,-0.23297,489.945,,571.338,,81.6,18.1,900.001,,3892.31,17.7324,-0.11032,0.19183,17.8174,0.20564,-0.10371,580.61,,423.81,,906.669,,3890.24
2026-01-01 03:20:00,,,,18.0835,0.38488,-0.23302,490.528,,571.43,,80.8,,900.01,,3893.54,17.6326,-0.11058,0.19332,17.7964,0.20584,-0.10318,580.686,,,,906.66,,3894.01
2026-01-01 03:30:00,18.1021,0.48488,-0.32099,,,,490.62,,571.43,,,17.8,900.01,,3898.82,17.5807,-0.11083,0.19302,17.7299,0.20585,-0.10382,580.579,,423.794,,906.66,,3901.84
2026-01-01 03:40:00,18.0173,0.485,-0.31993,17.7234,0.38653,-0.23274,489.991,,571.415,,,,899.983,,3912.8,17.4922,-0.10907,0.18904,17.6489,0.20694,-0.10522,580.671,,423.794,,906.687,,3913.65
2026-01-01 03:50:00,18.0827,0.48591,-0.32071,17.7834,0.38563,-0.23193,489.975,,571.86,,83.3,17.7,,,,17.4434,-0.10957,0.19159,17.6464,0.20514,-0.1051,580.64,,424.44,,,,
2026-01-01 04:00:00,18.1175,0.48469,-0.319,17.8895,0.38554,-0.23318,490.574,,571.322,,83.4,17.6,899.983,,3913.65,17.4036,-0.11046,0.19083,17.6415,0.20458,-0.10324,579.98,,424.41,,906.854,,3949.94
2026-01-01 04:10:00,,,,,,,,,571.845,,,,899.988,,3910.15,17.5003,-0.11069,0.19246,17.6878,0.20614,-0.10385,580.195,,424.44,,906.858,,3943.3
2026-01-01 04:20:00,18.0779,0.48589,-0.31994,17.9203,0.38648,-0.22795,,,571.906,,83.7,17.9,899.983,,3914.69,17.5465,-0.11119,0.19364,17.661,0.20538,-0.10552,580.579,,424.379,,906.858,,3937.22
2026-01-01 04:30:00,18.0536,0.48655,-0.32125,17.9267,0.38609,-0.23235,489.929,,571.353,,84.1,17.9,899.979,,3915.82,17.562,-0.11224,0.19321,17.6699,0.20507,-0.10551,580.656,,,,906.755,,3935.42
2026-01-01 04:40:00,18.0754,0.4857,-0.32188,17.934,0.38546,-0.23214,,,571.415,,82.7,17.7,899.979,,3914.12,,,,,,,580.686,,424.087,,906.759,,3930.68
2026-01-01 04:50:00,18.0674,0.48647,-0.31866,17.9494,0.3862,-0.23238,490.497,,571.338,,83.1,17.6,899.979,,3920.08,,,,17.6513,0.20551,-0.10324,580.302,,424.148,,906.759,,3925.85
2026-01-01 05:00:00,18.094,0.48567,-0.32118,17.9672,0.38593,-0.23323,490.559,,571.399,,,17.6,899.974,,3922.16,,,,,,,580.717,,424.163,,906.737,,3925.19
2026-01-01 05:10:00,17.9097,0.48379,-0.32141,17.7664,0.38659,-0.23268,489.991,,,,86.3,17.0,899.979,,3920.27,,,,17.5904,0.2058,-0.10579,580.717,,424.148,,906.759,,3923.2
2026-01-01 05:20:00,18.0197,0.4858,-0.32097,,,,489.96,,,,85.7,17.2,899.983,,3919.7,,,,,,,580.84,,424.163,,906.755,,3927.93
2026-01-01 05:30:00,18.0658,0.48653,-0.32043,17.9218,0.38564,-0.23134,490.543,,571.368,,,17.6,,,,,,,17.6553,0.2052,-0.10485,580.763,,424.148,,,,
2026-01-01 05:40:00,18.1118,0.4854,-0.32033,17.9542,0.38586,-0.23302,,,571.983,,84.4,17.9,899.974,,3925.38,17.6821,-0.11009,0.19256,17.7,0.20408,-0.10361,580.871,,424.702,,906.876,,3950.04
2026-01-01 05:50:00,18.1303,0.48474,-0.32168,17.9429,0.38484,-0.23264,490.497,,571.415,,84.8,17.9,899.983,,3919.22,17.721,-0.11018,0.19283,17.7356,0.20556,-0.10382,580.717,,,,906.961,,3933.81
2026-01-01 06:00:00,18.1998,0.48599,-0.32059,18.0205,0.3857,-0.23254,,,571.86,,83.4,17.9,899.97,,3922.63,17.7494,-0.11015,0.19205,17.781,0.2056,-0.10429,580.84,,424.717,,906.912,,3926.04
2026-01-01 06:10:00,18.1675,0.48524,-0.32097,18.0464,0.38632,-0.23131,489.945,,,,83.6,17.7,899.974,,3919.89,17.7032,-0.11157,0.19585,17.7526,0.20574,-0.10355,580.779,,424.21,,906.885,,3924.24
2026-01-01 06:20:00,18.1764,0.48639,-0.32125,18.014,0.38601,-0.23343,490.528,,571.353,,,17.3,,,,17.6196,-0.11041,0.19277,17.7526,0.2038,-0.1044,580.902,,424.702,,,,
2026-01-01 06:30:00,18.2094,0.48566,-0.32044,18.0035,0.38503,-0.23222,,,,,85.2,17.5,899.983,,3918.75,17.6164,-0.11009,0.1925,17.7583,0.20563,-0.10362,580.994,,424.779,,906.827,,3923.77
2026-01-01 06:40:00,,,,18.0763,0.38542,-0.23272,489.945,,571.937,,,,899.974,,3927.37,17.7234,-0.11117,0.19316,17.7729,0.20488,-0.10384,580.886,,424.779,,906.813,,3926.04
2026-01-01 06:50:00,18.2401,0.48638,-0.3197,18.1126,0.38585,-0.23225,490.543,,571.829,,82.5,17.9,899.957,,3937.98,17.7599,-0.1109,0.19263,17.7923,0.20529,-0.10501,580.917,,,,906.696,,3928.5
2026-01-01 07:00:00,18.2909,0.48554,-0.31965,18.1376,0.38507,-0.23316,489.929,,571.445,,82.4,17.9,899.943,,3942.63,17.7478,-0.11133,0.19212,17.7818,0.20576,-0.10312,580.902,,424.763,,906.809,,3946.24
2026-01-01 07:10:00,18.3151,0.48533,-0.31947,18.132,0.38609,-0.23265,490.083,,571.399,,82.4,17.9,899.948,,3943.77,17.7745,-0.11223,0.19196,17.7502,0.20575,-0.10375,580.855,,424.24,,906.8,,3965.16
2026-01-01 07:20:00,18.3369,0.4848,-0.31938,18.1635,0.38568,-0.23218,490.482,,571.983,,82.9,18.0,,,,17.8449,-0.11127,0.19234,17.7948,0.20583,-0.10599,580.871,,424.363,,,,
2026-01-01 07:30:00,18.3651,0.48582,-0.31986,,,,490.559,,571.445,,82.3,17.9,899.957,,3930.97,,,,17.8174,0.20535,-0.10369,580.179,,424.317,,906.8,,3961.35
2026-01-01 07:40:00,18.3844,0.4852,-0.32054,18.2296,0.38588,-0.23371,490.021,,571.43,,82.3,18.2,899.979,,3925.0,17.938,-0.11013,0.19318,17.8361,0.20513,-0.10367,580.871,,424.902,,906.795,,3959.93
2026-01-01 07:50:00,18.3457,0.48606,-0.31918,18.224,0.38489,-0.23238,489.991,,571.461,,84.0,18.1,899.97,,3921.4,17.9995,-0.1109,0.19311,17.8579,0.20573,-0.10451,580.84,,424.363,,906.809,,3940.26
2026-01-01 08:00:00,18.3336,0.4844,-0.31993,18.2353,0.38557,-0.23248,490.006,,571.998,,83.5,18.2,899.97,,3922.44,18.0343,-0.11065,0.19264,17.8976,0.20472,-0.10356,580.917,,,,906.8,,3929.92
2026-01-01 08:10:00,18.3739,0.48577,-0.32059,18.2893,0.38519,-0.23202,490.497,,,,82.0,18.5,899.966,,3919.89,18.1748,-0.11026,0.19311,,,,580.948,,424.317,,906.8,,3923.67
2026-01-01 08:20:00,,,,18.3272,0.38603,-0.23208,490.006,,,,82.1,18.5,899.957,,3926.7,18.2611,-0.11105,0.19258,17.9809,0.20526,-0.10388,580.932,,424.84,,906.8,,3914.02
2026-01-01 08:30:00,,,,18.3199,0.38466,-0.23256,489.945,,571.537,,82.8,18.1,899.961,,3917.43,18.1909,-0.11032,0.19259,18.0051,0.20562,-0.10414,,,424.809,,906.804,,3912.8
2026-01-01 08:40:00,18.5196,0.48542,-0.31924,18.4005,0.38549,-0.23231,490.037,,571.921,,81.5,18.3,899.979,,3911.28,18.2498,-0.11073,0.19254,18.0779,0.20591,-0.10336,,,424.779,,906.8,,3909.58
2026-01-01 08:50:00,18.5639,0.48593,-0.31892,18.4617,0.38465,-0.23298,490.528,,571.522,,77.0,19.4,899.974,,3904.86,18.4432,-0.11056,0.19444,18.153,0.20459,-0.10207,580.825,,,,906.795,,3906.09
2026-01-01 09:00:00,18.6643,0.48495,-0.31956,18.5301,0.38404,-0.23444,490.513,,571.553,,72.2,20.4,899.974,,3902.5,18.6724,-0.11181,0.19208,18.2659,0.20407,-0.10448,,,424.763,,906.804,,3901.18
2026-01-01 09:10:00,18.7029,0.48606,-0.31973,18.5896,0.38478,-0.2331,490.543,,571.537,,71.7,19.9,900.05,,3897.78,,,,,,,580.886,,424.225,,906.571,,3889.77
2026-01-01 09:20:00,,,,18.6418,0.38566,-0.23272,490.037,,571.614,,69.6,,899.961,,3896.46,18.9467,-0.1122,0.19453,18.4802,0.2059,-0.10237,580.902,,424.21,,906.53,,3890.15
2026-01-01 09:30:00,18.8433,0.4849,-0.32003,18.7198,0.38434,-0.23145,490.021,,,,65.3,22.3,899.961,,3892.5,19.1253,-0.11116,0.19443,,,,,,424.21,,906.512,,3883.27
2026-01-01 09:40:00,19.0109,0.48587,-0.32017,18.8353,0.38469,-0.23219,,,571.614,,,,900.136,,3885.16,19.2493,-0.11118,0.19431,,,,580.917,,424.194,,906.49,,3866.35
2026-01-01 09:50:00,19.1917,0.48419,-0.32022,18.942,0.38448,-0.23214,490.021,,571.599,,62.2,22.9,899.961,,3875.56,19.5406,-0.11128,0.19516,18.6676,0.20477,-0.10213,580.809,,,,906.494,,3850.97
2026-01-01 10:00:00,19.2357,0.48434,-0.32011,19.0797,0.38538,-0.23136,490.052,,,,,22.1,899.966,,3868.61,19.8727,-0.11067,0.19465,18.7077,0.2052,-0.10252,580.748,,424.163,,906.298,,3840.21
2026-01-01 10:10:00,19.1533,0.48451,-0.31941,19.0757,0.38535,-0.23215,490.113,,572.121,,,,899.961,,3868.33,19.8703,-0.11088,0.1941,18.6772,0.20553,-0.10273,580.702,,423.964,,906.262,,3847.32
2026-01-01 10:20:00,19.1717,0.48399,-0.31935,19.1405,0.38408,-0.23176,490.651,,571.522,,65.9,21.8,899.966,,3864.01,20.0324,-0.11119,0.19459,18.7454,0.20466,-0.10058,,,,,906.248,,3850.32
2026-01-01 10:30:00,19.2181,0.48556,-0.32029,19.2005,0.38476,-0.23075,490.083,,571.66,,65.8,21.9,899.97,,3851.25,,,,,,,580.686,,423.994,,906.059,,3832.82
2026-01-01 10:40:00,,,,19.1925,0.38593,-0.23095,490.559,,571.507,,68.6,21.1,899.948,,3858.94,19.6323,-0.10938,0.19463,18.7318,0.20485,-0.10316,580.61,,424.502,,905.951,,3840.02
2026-01-01 10:50:00,,,,19.1965,0.38536,-0.23028,489.975,,571.63,,68.7,21.1,899.948,,3856.13,19.704,-0.11178,0.19324,18.7816,0.20536,-0.10305,580.656,,423.871,,905.928,,3836.38
2026-01-01 11:00:00,19.2653,0.48582,-0.31866,19.2661,0.38309,-0.23108,490.098,,,,,,899.988,,3838.15,20.1611,-0.11202,0.1961,18.9291,0.20557,-0.10106,580.579,,423.902,,905.964,,3818.17
2026-01-01 11:10:00,19.2949,0.48476,-0.31899,,,,490.037,,571.553,,67.3,21.2,899.983,,3829.09,,,,,,,580.64,,423.871,,905.824,,3806.34
