data_time,LH-0-0D-QJ-1_temperature,LH-0-0D-QJ-1_xAxisAngle,LH-0-0D-QJ-1_yAxisAngle,LH-0-1D-QJ-1_temperature,LH-0-1D-QJ-1_xAxisAngle,LH-0-1D-QJ-1_yAxisAngle,LH-0-1L-LX-1_beamPierRelativeDisplacement,LH-0-1L-LX-1_measureDisplacement,LH-0-1L-LX-2_beamPierRelativeDisplacement,LH-0-1L-LX-2_measureDisplacement,LH-0-1L-LX-3_beamPierRelativeDisplacement,LH-0-1L-LX-3_measureDisplacement,LH-0-1L-LX-4_beamPierRelativeDisplacement,LH-0-1L-LX-4_measureDisplacement,LH-0-1L-WSD-1_humidity,LH-0-1L-WSD-1_temperature,LH-0-1L-YB-1_frequency,LH-0-1L-YB-1_strain,LH-0-1L-YB-1_temperature,LH-0-1L-YB-2_frequency,LH-0-1L-YB-2_strain,LH-0-1L-YB-2_temperature
2026-01-22 19:40:00,9.59677,0.41969,0.18674,10.3524,0.23014,0.02828,-0.431,485.588,0.875,472.535,0.385,511.501,0.523,477.493,61.1,10.4,882.038,4.181237186,10.156728276,901.188,7.737379033,10.084736866
2026-01-22 19:50:00,9.6395,0.42334,0.18621,10.4134,0.23146,0.0263,-0.169,485.85,0.906,472.566,0.292,511.408,1.046,478.016,61.2,10.1,882.182,4.755766048,10.175070489,901.09,7.378287898,10.089980456
2026-01-22 20:00:00,9.6622,0.42076,0.18716,10.4161,0.22966,0.02859,-0.2,485.819,1.274,472.934,-0.108,511.008,0.969,477.939,61.2,10.1,881.863,3.626121373,10.213935362,900.825,6.355851919,10.075590533
2026-01-22 20:10:00,9.65765,0.42174,0.18648,10.451,0.23145,0.02825,0.261,486.28,1.259,472.919,0.308,511.424,0.938,477.908,62.6,9.9,882.13,4.44471142,10.110899206,901.664,9.547780505,10.096070515
2026-01-22 20:20:00,9.71756,0.42175,0.19543,10.339,0.23113,0.02789,-0.031,485.988,0.875,472.535,0.354,511.47,0.984,477.954,64.1,10.0,881.872,3.527122492,10.140133453,900.825,6.306447254,10.048143497
2026-01-22 20:30:00,9.69305,0.42076,0.18661,10.4618,0.23029,0.02823,-0.185,485.834,0.89,472.55,-0.077,511.039,0.415,477.385,64.2,10.0,881.71,3.016977776,10.195165271,900.606,5.675170017,10.154962163
2026-01-22 20:40:00,9.61496,0.42084,0.18716,10.4465,0.23125,0.02859,-0.062,485.957,1.412,473.072,0.338,511.454,0.492,477.462,63.1,10.0,882.221,4.721019656,10.074289306,900.892,6.53173665,10.033329879
2026-01-22 20:50:00,9.76013,0.42178,0.18534,10.4761,0.2306,0.02913,-0.154,485.865,0.875,472.535,0.338,511.454,1.061,478.031,61.4,10.2,881.658,2.982765629,10.284795366,900.476,5.342816232,10.241913278
2026-01-22 21:00:00,9.75381,0.42259,0.18751,10.4788,0.23036,0.0283,-0.169,485.85,0.89,472.55,0.354,511.47,0.508,477.478,63.2,10.2,881.562,2.636742054,10.293120372,900.619,5.720941466,10.153231535
2026-01-22 21:10:00,9.67398,0.42191,0.18587,10.4788,0.23058,0.0277,-0.169,485.85,0.859,472.519,0.354,511.47,0.538,477.508,62.2,10.2,881.719,3.166474564,10.259416512,900.503,5.43572773,10.237123186
2026-01-22 21:20:00,9.81723,0.4189,0.1879,10.4859,0.23129,0.0285,-0.108,485.911,0.829,472.489,0.338,511.454,0.554,477.524,62.2,10.3,882.042,4.287454792,10.207381377,900.709,6.087688172,10.1689544
2026-01-22 21:30:00,9.67581,0.42125,0.18586,10.4331,0.22952,0.02842,-0.215,485.804,0.829,472.489,0.308,511.424,0.615,477.585,63.2,10.3,882.029,4.064900304,10.110899206,901.018,7.156159707,10.11699615
2026-01-22 21:40:00,9.73203,0.42143,0.18556,10.4886,0.22858,0.02567,-0.215,485.804,0.875,472.535,-0.062,511.054,0.6,477.57,63.8,10.3,881.61,2.697554311,10.226624796,900.978,7.244006985,10.249366996
2026-01-22 21:50:00,9.80542,0.42272,0.18624,10.5145,0.22959,0.02731,0.061,486.08,,472.535,0.385,511.501,1.046,478.016,62.9,10.3,881.544,2.595004455,10.307537877,900.306,4.723209856,10.252846423
2026-01-22 22:00:00,9.77374,0.42131,0.18637,10.5118,0.23075,0.02957,0.107,486.126,1.32,472.98,0.385,511.501,1.03,478.0,62.6,10.2,881.78,3.304561294,10.208691988,900.673,5.927123926,10.154962163
2026-01-22 22:10:00,9.51309,0.42047,0.18591,10.4492,0.23141,0.02827,-0.2,485.819,1.305,472.965,0.415,511.531,0.508,477.478,64.6,10.0,882.073,4.006083682,9.986299822,900.969,6.574621102,9.89628848
2026-01-22 22:20:00,9.53949,0.42099,0.18634,10.4358,0.2302,0.02763,-0.169,485.85,0.921,472.581,0.323,511.439,0.6,477.57,64.4,10.1,881.99,3.795863131,10.042911742,900.91,6.484985762,9.969752102
2026-01-22 22:30:00,9.61041,0.42081,0.18614,10.4528,0.2308,0.02836,-0.123,485.896,0.936,472.596,-0.169,510.947,1.046,478.016,65.0,10.0,881.867,3.473018105,10.120521311,900.789,6.134994896,10.028102309
2026-01-22 22:40:00,9.50583,0.42084,0.18696,10.3856,0.23073,0.028,-0.139,485.88,0.859,472.519,0.446,511.562,0.508,477.478,64.2,9.9,882.117,4.335434636,10.077349092,900.91,6.561803193,10.012428452
2026-01-22 22:50:00,9.38184,0.42187,0.18638,10.365,0.23066,0.02766,-0.231,485.788,0.921,472.581,0.385,511.501,0.569,477.539,63.5,9.9,882.134,4.108644438,9.915838647,901.049,6.812888467,9.861525634
2026-01-22 23:00:00,9.43747,0.42261,0.18896,10.3282,0.23148,0.02784,-0.2,485.819,0.844,472.504,0.415,511.531,0.492,477.462,65.1,9.8,882.034,3.745085605,9.922778522,900.978,6.52481079,9.849813554
2026-01-22 23:10:00,9.3855,0.422,0.18657,10.2636,0.23092,0.02783,-0.185,485.834,0.875,472.535,0.4,511.516,1.092,478.062,63.0,9.8,882.047,3.76115206,9.90454512,901.013,6.593138443,9.814652409
2026-01-22 23:20:00,9.40829,0.4226,0.18211,10.2717,0.24029,0.02968,-0.215,485.804,0.89,472.55,-0.092,511.024,0.938,477.908,62.8,10.0,881.964,3.477204447,9.920197561,900.937,6.33700197,9.831131293
2026-01-22 23:30:00,9.33347,0.4227,0.18749,10.2779,0.23068,0.02781,-0.231,485.788,0.859,472.519,0.4,511.516,0.892,477.862,64.0,9.9,882.055,3.716930027,9.863263963,900.785,5.692764495,9.790775433
2026-01-22 23:40:00,9.30148,0.42366,0.18745,10.2205,0.23144,0.03033,-0.215,485.804,0.875,472.535,0.385,511.501,,477.262,63.7,9.9,882.178,4.1060186,9.822456365,900.995,6.437991265,9.766064594
2026-01-22 23:50:00,9.38184,0.42236,0.18654,10.2034,0.23176,0.02805,-0.016,486.003,0.829,472.489,0.354,511.47,0.461,477.431,64.3,9.9,881.876,3.148602695,9.921487997,900.803,5.88623958,9.86065653
2026-01-23 00:00:00,9.3782,0.42177,0.19021,10.2213,0.22741,0.03238,-0.031,485.988,1.366,473.026,0.323,511.439,0.508,477.478,63.5,10.0,881.645,2.361325485,9.966710052,900.637,5.293297272,9.878046366
2026-01-23 00:10:00,9.40646,0.42287,0.18729,10.1602,0.23262,0.02721,-0.169,485.85,1.335,472.995,0.385,511.501,0.477,477.447,63.7,9.8,881.955,3.350268161,9.868479933,900.91,6.206555345,9.815068537
2026-01-23 00:20:00,9.54947,0.42261,0.1879,10.1944,0.2308,0.02806,-0.031,485.988,0.844,472.504,-0.046,511.07,1.076,478.046,64.0,9.9,881.728,2.682070538,9.971500633,900.619,5.3406126,9.94193772
2026-01-23 00:30:00,9.41193,0.42302,0.18739,10.2564,0.2325,0.02799,-0.185,485.834,0.829,472.489,0.4,511.516,0.538,477.508,63.6,10.0,881.828,2.978270338,9.927139073,900.758,5.720145652,9.862394778
2026-01-23 00:40:00,9.32068,0.42272,0.18829,10.18,0.23147,0.02871,-0.077,485.942,0.89,472.55,0.323,511.439,0.477,477.447,63.1,9.9,881.972,3.371968255,9.845019649,900.758,5.603763107,9.797737809
2026-01-23 00:50:00,9.28958,0.42227,0.19491,10.2007,0.23189,0.02856,-0.093,485.926,0.829,472.489,0.323,511.439,0.538,477.508,64.3,9.8,882.165,3.938448997,9.756521352,900.978,6.257105366,9.701088318
2026-01-23 01:00:00,9.21002,0.4236,0.18811,10.1323,0.2321,0.02797,-0.231,485.788,0.875,472.535,0.369,511.485,0.415,477.385,64.7,9.6,882.178,3.896862829,9.706258714,900.986,6.136844244,9.617563224
2026-01-23 01:10:00,9.26767,0.4231,0.18623,10.1071,0.23202,0.02815,-0.077,485.942,1.32,472.98,0.415,511.531,1.046,478.016,65.0,9.7,881.994,3.310214698,9.764750376,900.744,5.441043399,9.736586352
2026-01-23 01:20:00,9.30606,0.42208,0.18649,10.1404,0.23293,0.02875,-0.077,485.942,0.829,472.489,-0.062,511.054,0.508,477.478,64.0,9.8,881.929,3.191515451,9.834602404,900.906,6.020610481,9.720122515
2026-01-23 01:30:00,9.31061,0.42239,0.18694,10.1197,0.23093,0.02827,0.0,486.019,1.289,472.949,0.385,511.501,0.538,477.508,65.6,9.7,881.955,3.155774598,9.760427953,900.816,5.650198792,9.702363548
2026-01-23 01:40:00,9.21185,0.42445,0.18835,10.1251,0.23238,0.02862,-0.093,485.926,1.427,473.087,0.415,511.531,0.63,477.6,65.5,9.7,881.955,3.109006306,9.734445569,900.892,5.912616265,9.689374109
2026-01-23 01:50:00,9.27496,0.42174,0.18695,10.0999,0.23115,0.02853,-0.077,485.942,0.952,472.612,0.415,511.531,0.584,477.554,64.6,9.7,881.832,2.740876699,9.786897037,900.789,5.676589883,9.773432857
2026-01-23 02:00:00,9.30511,0.42392,0.18782,10.1305,0.2314,0.02844,-0.123,485.896,1.458,473.118,0.385,511.501,0.6,477.57,65.9,9.8,881.749,2.549009337,9.853705173,900.668,5.269994991,9.800336382
2026-01-23 02:10:00,9.35355,0.42266,0.18747,10.0837,0.23232,0.02844,-0.077,485.942,0.936,472.596,-0.077,511.039,0.569,477.539,64.4,9.9,881.723,2.567783837,9.918453872,900.588,5.10665251,9.876724164
2026-01-23 02:20:00,9.39642,0.42218,0.18742,10.1728,0.23114,0.0288,-0.2,485.819,1.473,473.133,-0.062,511.054,0.692,477.662,64.6,9.9,881.531,1.907589553,9.95279992,900.498,4.837044042,9.914966987
2026-01-23 02:30:00,9.64218,0.42252,0.18809,10.2852,0.23149,0.02828,-0.215,485.804,1.427,473.087,-0.108,511.008,0.63,477.6,65.1,9.9,881.352,1.376254997,10.031575496,900.279,4.194413081,10.015478029
2026-01-23 02:40:00,9.43292,0.42266,0.18742,10.1323,0.23284,0.02891,-0.185,485.834,0.982,472.642,0.415,511.531,1.215,478.185,63.7,9.9,881.583,2.002982681,9.89715926,900.426,4.420069243,9.833734565
2026-01-23 02:50:00,9.44656,0.42305,0.18776,10.1854,0.23116,0.02833,-0.108,485.911,0.967,472.627,0.262,511.378,0.646,477.616,64.2,9.9,881.61,2.18430054,9.941483812,900.355,4.343879701,9.939738116
2026-01-23 03:00:00,9.41739,0.42311,0.1885,10.1773,0.23153,0.02851,-0.031,485.988,1.013,472.673,0.369,511.485,0.615,477.585,63.2,9.9,885.116,15.206755473,9.851550782,900.386,4.262651646,9.829847147
2026-01-23 03:10:00,9.45572,0.42331,0.1879,10.1341,0.23103,0.02909,-0.047,485.972,0.952,472.612,0.462,511.578,0.63,477.6,63.6,9.7,881.522,1.838484348,9.93321067,900.364,4.320649721,9.908030041
2026-01-23 03:20:00,9.32431,0.42263,0.18803,10.1152,0.23097,0.028,-0.154,485.865,1.473,473.133,0.4,511.516,0.6,477.57,63.8,9.8,881.509,1.734863793,9.902802906,900.422,4.312119955,9.782119419
2026-01-23 03:30:00,9.21915,0.42299,0.18815,10.1269,0.23243,0.02837,-0.031,485.988,0.998,472.658,0.4,511.516,1.153,478.123,64.6,9.8,881.732,2.34526185,9.776028016,900.78,5.402654903,9.640049288
2026-01-23 03:40:00,9.22556,0.42283,0.1876,10.1341,0.23114,0.02785,-0.016,486.003,0.952,472.612,0.415,511.531,0.63,477.6,65.1,9.8,881.623,1.950194575,9.784265732,900.583,4.804414546,9.719260035
2026-01-23 03:50:00,9.2045,0.42313,0.18655,10.1161,0.23295,0.0289,-0.169,485.85,1.381,473.041,0.338,511.454,1.168,478.138,64.3,9.9,881.828,2.590057082,9.711465041,900.664,5.044311237,9.6833132
2026-01-23 04:00:00,9.28958,0.42178,0.18665,10.1737,0.23233,0.02812,-0.169,485.85,0.936,472.596,0.4,511.516,0.63,477.6,65.4,10.0,881.588,1.88182531,9.819403759,900.489,4.639802755,9.824191025
2026-01-23 04:10:00,9.32706,0.42324,0.18536,10.1061,0.23343,0.02797,-0.154,485.865,1.289,472.949,0.446,511.562,0.661,477.631,63.8,9.7,881.697,2.126306295,9.727506992,900.422,4.276187244,9.762156801
2026-01-23 04:20:00,9.32068,0.42377,0.18897,10.0827,0.2329,0.02813,-0.185,485.834,0.998,472.658,-0.139,510.977,1.184,478.154,64.5,9.8,887.274,23.264874653,9.81985468,900.319,3.913823301,9.776028016
2026-01-23 04:30:00,9.40466,0.42418,0.1876,10.0854,0.23224,0.02868,-0.231,485.788,0.982,472.642,0.415,511.531,0.6,477.57,62.6,9.8,881.566,1.891312743,9.870636296,900.328,4.054663938,9.835470283
2026-01-23 04:40:00,9.25119,0.42256,0.18834,10.0728,0.23257,0.0285,-0.108,485.911,0.752,472.412,0.446,511.562,0.692,477.662,64.3,9.8,881.618,1.839354204,9.733133598,900.44,4.280699084,9.727058318
2026-01-23 04:50:00,9.30054,0.42216,0.18698,10.071,0.23291,0.02696,-0.185,485.834,1.381,473.041,0.431,511.547,0.569,477.539,62.3,9.7,881.557,1.722322376,9.795555289,900.35,4.103793069,9.816802504
2026-01-23 05:00:00,9.38184,0.42006,0.18972,10.0936,0.23159,0.02936,-0.139,485.88,0.859,472.519,0.369,511.485,0.677,477.647,63.0,9.7,882.252,4.539834329,9.90886652,900.306,3.991497548,9.846339586
2026-01-23 05:10:00,9.25485,0.423,0.18875,10.081,0.23286,0.02762,-0.123,485.896,0.859,472.519,0.369,511.485,0.6,477.57,63.5,9.8,881.623,1.920545402,9.767793969,900.431,4.274946135,9.742664766
2026-01-23 05:20:00,9.21548,0.42299,0.18692,10.0557,0.23176,0.02792,-0.169,485.85,0.844,472.504,0.431,511.547,0.446,477.416,63.0,9.8,881.566,1.703083678,9.766064594,900.404,4.171049873,9.741352212
2026-01-23 05:30:00,9.285,0.42234,0.1874,10.0539,0.23237,0.02781,-0.154,485.865,1.351,473.011,0.308,511.424,0.508,477.478,62.8,9.8,881.566,1.694493652,9.761292357,900.368,4.034117405,9.74048874
2026-01-23 05:40:00,9.31519,0.42318,0.18817,10.1755,0.23227,0.0286,-0.123,485.896,1.32,472.98,0.446,511.562,1.168,478.138,63.1,9.8,881.335,,9.888453307,900.189,,9.883684182
2026-01-23 05:50:00,9.26767,0.42192,0.18778,10.1323,0.23171,0.02891,-0.031,485.988,1.305,472.965,0.354,511.47,1.184,478.154,62.2,9.9,881.47,1.407631487,9.802484812,900.364,4.055775036,9.760877438
2026-01-23 06:00:00,9.23474,0.4233,0.18765,10.08,0.2321,0.0295,-0.2,485.819,1.351,473.011,0.831,511.947,0.492,477.462,65.0,9.8,881.675,2.015506581,9.711913337,900.476,4.346695845,9.688513063
2026-01-23 06:10:00,9.13489,0.42257,0.18785,10.0404,0.23275,0.02709,0.337,486.356,0.859,472.519,0.338,511.454,0.538,477.508,62.2,9.7,881.701,2.025996415,9.663422601,900.529,4.464209481,9.643072403
2026-01-23 06:20:00,9.21185,0.42311,0.18771,10.0683,0.231,0.02764,-0.062,485.957,1.305,472.965,0.4,511.516,0.508,477.478,63.0,9.8,881.549,1.593118539,9.74048874,900.364,3.989434217,9.724021427
2026-01-23 06:30:00,9.30054,0.42315,0.18611,10.1305,0.23201,0.02926,-0.369,485.65,0.921,472.581,0.477,511.593,1.015,477.985,63.2,9.8,881.317,0.948686537,9.867158415,900.113,3.404126166,9.923231972
2026-01-23 06:40:00,9.57767,0.42303,0.18642,10.2115,0.23188,0.02889,-0.062,485.957,0.875,472.535,0.369,511.485,0.523,477.493,62.6,9.8,881.16,0.737390041,10.077771171,900.001,3.16073103,10.021999498
2026-01-23 06:50:00,9.24387,0.42326,0.18654,10.0792,0.23221,0.02881,-0.215,485.804,0.921,472.581,0.262,511.378,0.477,477.447,63.4,9.7,881.47,1.353033708,9.772152713,900.346,3.953748758,9.741801233
2026-01-23 07:00:00,9.17886,0.42116,0.18714,10.0368,0.23294,0.02945,-0.2,485.819,0.859,472.519,0.415,511.531,1.046,478.016,62.8,9.6,881.645,1.817760725,9.66472963,900.337,3.830991541,9.69240531
2026-01-23 07:10:00,9.31244,0.42254,0.18649,10.0863,0.2309,0.03255,-0.062,485.957,0.859,472.519,-0.123,510.993,1.076,478.046,62.4,9.6,881.658,2.151304774,9.822872669,900.942,6.314409906,9.808134296
2026-01-23 07:20:00,9.31061,0.42298,0.18854,10.1061,0.22872,0.02693,-0.2,485.819,1.335,472.995,0.338,511.454,0.415,477.385,62.4,9.7,881.92,3.08663785,9.795139601,900.355,4.109363975,9.809451601
2026-01-23 07:30:00,9.32248,0.42128,0.18825,10.1035,0.23083,0.02862,-0.215,485.804,0.859,472.519,0.385,511.501,0.523,477.493,62.9,9.8,881.527,1.689978754,9.840261712,900.476,4.542489699,9.797287427
2026-01-23 07:40:00,9.48581,0.42332,0.18616,10.0756,0.23383,0.03097,-0.2,485.819,0.89,472.55,-0.092,511.024,0.461,477.431,61.1,9.7,881.383,1.228192657,9.884554369,900.377,4.308488926,9.874114833
2026-01-23 07:50:00,9.39917,0.42366,0.18654,10.1269,0.23325,0.04137,-0.246,485.773,0.875,472.535,0.231,511.347,0.477,477.447,61.5,9.7,883.461,9.015155396,9.869349404,901.265,7.68302914,9.893676387
2026-01-23 08:00:00,9.28867,0.42179,0.18801,10.0819,0.22902,0.02925,-0.2,485.819,0.813,472.473,-0.277,510.839,1.061,478.031,62.9,9.7,881.649,1.930957479,9.719260035,900.404,4.102483367,9.703259708
2026-01-23 08:10:00,9.31061,0.41917,0.18252,10.0764,0.2313,0.02975,-0.2,485.819,1.366,473.026,0.446,511.562,0.492,477.462,63.4,9.7,881.483,1.272453511,9.700226726,900.306,3.756545225,9.715810517
2026-01-23 08:20:00,9.4639,0.4205,0.18658,10.1143,0.23244,0.02817,-0.047,485.972,0.783,472.443,0.446,511.562,0.554,477.524,62.1,9.8,882.869,6.854608894,9.905834464,900.185,3.618548409,9.891935196
2026-01-23 08:30:00,9.55859,0.42397,0.187,10.0981,0.2324,0.02872,-0.154,485.865,1.197,472.857,0.4,511.516,0.508,477.478,62.0,9.8,881.265,,9.858049465,902.023,10.445910636,9.845019649
2026-01-23 08:40:00,9.68759,0.42311,0.187,10.2097,0.23164,0.02664,-0.2,485.819,0.844,472.504,0.385,511.501,0.508,477.478,64.0,9.7,881.156,0.552218999,9.98325505,903.151,14.931105551,9.980210779
2026-01-23 08:50:00,9.8317,0.42132,0.18696,10.2941,0.23,0.02986,0.015,486.034,0.875,472.535,0.385,511.501,0.508,477.478,61.8,9.8,881.357,1.491571377,10.085194301,900.319,4.397373832,10.044667199
2026-01-23 09:00:00,9.83261,0.42152,0.18658,10.365,0.2314,0.02831,0.046,486.065,0.798,472.458,0.369,511.485,0.569,477.539,63.3,9.8,881.754,3.087321628,10.142321706,899.849,2.749153576,10.110899206
2026-01-23 09:10:00,9.71121,0.42423,0.18658,10.3677,0.2299,0.0302,-0.123,485.896,0.859,472.519,0.385,511.501,0.477,477.447,62.6,9.9,881.068,0.378889945,10.070808096,899.751,2.270761202,10.04986433
2026-01-23 09:20:00,9.75925,0.42424,0.18658,10.3497,0.23033,0.03099,-0.185,485.834,0.798,472.458,0.338,511.454,1.122,478.092,63.3,9.9,888.301,27.651619111,10.111357288,899.393,1.090097368,10.141862857
2026-01-23 09:30:00,9.85886,0.42087,0.18475,10.4814,0.22698,0.02145,-0.047,485.972,1.259,472.919,0.431,511.547,0.446,477.416,63.3,9.9,881.099,0.735049917,10.203910475,899.518,1.609688917,10.169378572
2026-01-23 09:40:00,9.95377,0.42373,0.18684,10.4922,0.23037,0.02828,-0.139,485.88,1.366,473.026,0.415,511.531,0.938,477.908,62.5,10.0,881.278,1.447470737,10.22573838,899.586,1.984980913,10.235810562
2026-01-23 09:50:00,9.91397,0.42289,0.18564,10.4805,0.23011,0.02864,0.015,486.034,0.829,472.489,0.354,511.47,0.415,477.385,63.5,10.1,880.849,-0.24368389,10.182461985,899.371,1.133971679,10.212199216
2026-01-23 10:00:00,10.0837,0.42306,0.18481,10.493,0.23096,0.02969,-0.108,485.911,0.875,472.535,0.4,511.516,0.431,477.401,63.6,10.0,880.985,0.482690767,10.301876334,899.532,2.031689672,10.374575055
2026-01-23 10:10:00,10.4555,0.42173,0.18521,10.578,0.23016,0.02979,-0.185,485.834,1.366,473.026,0.292,511.408,0.385,477.355,63.3,10.1,880.551,-0.817115703,10.486461433,899.189,0.997838608,10.516798682
2026-01-23 10:20:00,10.5056,0.42057,0.18588,10.8223,0.22946,0.03073,-0.185,485.834,0.844,472.504,0.308,511.424,0.369,477.339,61.6,10.3,880.524,-0.741353429,10.584959177,898.772,-0.435693888,10.591575653
2026-01-23 10:30:00,10.4966,0.42073,0.18689,10.8694,0.23024,0.02954,0.061,486.08,1.335,472.995,0.262,511.378,0.415,477.385,62.9,10.3,880.459,-0.874007143,10.647058722,898.718,-0.570605865,10.629439738
2026-01-23 10:40:00,10.3363,0.42404,0.19171,10.8303,0.23011,0.02908,-0.215,485.804,1.274,472.934,0.262,511.378,0.984,477.954,63.1,10.2,880.459,-0.990535988,10.582320475,898.664,-0.800665259,10.614444146
2026-01-23 10:50:00,10.7279,0.42068,0.18504,10.5807,0.23096,0.03024,-0.231,485.788,1.259,472.919,0.369,511.485,0.984,477.954,62.5,10.3,880.726,0.268873651,10.724184092,899.384,2.116364733,10.730813924
2026-01-23 11:00:00,10.9023,0.42082,0.18552,10.9431,0.23033,0.02991,-0.108,485.911,1.151,472.811,0.185,511.301,,477.385,63.5,10.4,880.253,-1.256952654,10.864680248,898.386,-1.450574031,10.834172993
2026-01-23 11:10:00,10.952,0.42147,0.18458,10.9831,0.23029,0.03158,-0.185,485.834,0.829,472.489,0.385,511.501,0.538,477.508,62.6,10.5,880.2,-1.4108486,10.889908513,898.144,-2.288194178,10.87440762
2026-01-23 11:20:00,11.0079,0.421,0.18562,11.1691,0.22858,0.03223,-0.169,485.85,0.829,472.489,0.338,511.454,0.538,477.508,61.6,10.6,880.073,-1.787143941,10.946180142,898.077,-2.396623849,10.954143308
2026-01-23 11:30:00,11.0496,0.42139,0.18465,11.3069,0.23059,0.03053,0.015,486.034,0.322,471.982,0.185,511.301,0.508,477.478,60.7,10.6,880.533,-0.00146803,10.97720409,898.041,-2.443408576,11.003361914
2026-01-23 11:40:00,11.2107,0.42035,0.1844,11.0558,0.23067,0.03102,-0.215,485.804,1.397,473.057,0.246,511.362,,477.554,61.6,10.6,880.616,0.464787729,11.062833952,898.22,-1.624817774,11.084173142
2026-01-23 11:50:00,11.1178,0.42126,0.18499,11.3166,0.22998,0.03097,-0.139,485.88,0.844,472.504,0.246,511.362,1.168,478.138,63.4,10.7,880.616,0.45283934,11.056195959,897.911,-2.834770404,11.057530784
2026-01-23 12:00:00,11.3669,0.42126,0.18509,10.8721,0.22904,0.03065,0.414,486.433,1.274,472.934,0.277,511.393,0.446,477.416,63.1,10.8,880.052,-1.591315266,11.098846422,897.853,-2.959375055,11.109477841
2026-01-23 12:10:00,11.4294,0.42043,0.18511,10.897,0.23083,0.03072,-0.231,485.788,0.691,472.351,0.215,511.331,0.523,477.493,61.2,10.8,880.082,-1.396926532,11.144165061,898.18,-1.654442629,11.151281692
2026-01-23 12:20:00,11.321,0.42124,0.18485,11.3281,0.22977,0.03029,-0.154,485.865,0.844,472.504,0.2,511.316,0.508,477.478,60.5,10.9,880.052,-1.436840886,11.184665522,897.786,-3.089562965,11.177125618
2026-01-23 12:30:00,11.4576,0.41428,0.17695,11.2557,0.22885,0.02929,-0.169,485.85,0.875,472.535,0.2,511.316,0.523,477.493,61.9,10.9,879.837,-2.031170184,11.303654141,897.745,-3.060194121,11.279097615
2026-01-23 12:40:00,11.2195,0.41938,0.18443,11.3995,0.23017,0.03147,-0.431,485.588,1.305,472.965,0.2,511.316,0.538,477.508,62.7,10.9,879.969,-1.676778739,11.22476783,897.75,-3.170486324,11.207378319
2026-01-23 12:50:00,11.314,0.42087,0.18483,11.4012,0.22983,0.0305,-0.123,485.896,1.335,472.995,-0.139,510.977,1.061,478.031,60.1,10.8,880.065,-1.289360261,11.239439992,897.786,-3.039884846,11.204724573
2026-01-23 13:00:00,11.3034,0.42011,0.1823,11.5148,0.23018,0.03066,-0.169,485.85,0.783,472.443,-0.2,510.916,0.523,477.493,60.5,10.8,880.091,-1.192395878,11.238990672,898.028,-2.122643359,11.208724024
2026-01-23 13:10:00,11.5403,0.41919,0.18555,11.5904,0.22935,0.03191,-0.215,485.804,1.305,472.965,0.246,511.362,0.492,477.462,61.0,10.9,879.632,-2.535838509,11.45156271,897.535,-3.623207581,11.405038071
2026-01-23 13:20:00,11.6352,0.41958,0.18545,11.5263,0.22964,0.03204,0.0,486.019,1.289,472.949,0.231,511.347,0.569,477.539,60.6,11.0,879.68,-2.231240733,11.520503534,897.419,-3.893505047,11.497216539
2026-01-23 13:30:00,11.6931,0.41933,0.18339,11.6642,0.22858,0.03179,0.307,486.326,1.228,472.888,0.2,511.316,0.461,477.431,59.8,11.1,879.745,-2.027904377,11.497672123,897.58,-3.327539026,11.475285727
2026-01-23 13:40:00,11.8823,0.42205,0.18023,11.1505,0.23063,0.03311,-0.154,485.865,1.243,472.903,0.231,511.347,0.461,477.431,59.7,11.3,879.763,-1.991704533,11.480178086,897.298,-4.370318651,11.485109669
2026-01-23 13:50:00,12.2666,0.41955,0.18496,11.6185,0.23056,0.03233,-0.231,485.788,0.89,472.55,-0.354,510.762,0.492,477.462,60.0,11.4,879.352,-2.988394589,11.785110282,897.032,-4.769764301,11.818914653
2026-01-23 14:00:00,12.1144,0.41915,0.18435,11.492,0.23187,0.03124,0.245,486.264,0.813,472.473,0.215,511.331,0.999,477.969,59.7,11.4,880.087,-0.224422605,11.785110282,897.151,-4.403370141,11.773855728
2026-01-23 14:10:00,12.1588,0.42153,0.17735,12.035,0.23417,0.03108,-0.215,485.804,0.813,472.473,0.231,511.347,0.523,477.493,60.5,11.4,879.177,-3.372007205,11.937596921,897.152,-4.195918589,11.88701742
2026-01-23 14:20:00,12.3908,0.42026,0.1856,12.2162,0.22949,0.03533,-0.231,485.788,0.798,472.458,0.2,511.316,0.461,477.431,59.1,11.6,879.033,-3.753195804,12.026665966,896.841,-5.160505059,12.000867935
2026-01-23 14:30:00,12.5199,0.41884,0.18393,11.9355,0.23094,0.03402,-0.031,485.988,1.289,472.949,0.2,511.316,1.107,478.077,58.8,11.6,879.033,-3.703456828,12.05429873,897.365,-3.140329441,12.028462614
2026-01-23 14:40:00,12.4515,0.42038,0.18397,12.0106,0.22892,0.03186,-0.215,485.804,0.829,472.489,0.2,511.316,0.523,477.493,58.8,11.7,881.754,6.643057706,12.117730638,896.997,-4.425480813,12.08330421
2026-01-23 14:50:00,12.3856,0.42102,0.18365,12.4177,0.22822,0.03259,-0.231,485.788,1.259,472.919,0.277,511.393,0.523,477.493,57.0,11.7,878.959,-3.798113935,12.156310032,896.588,-5.844361544,12.14950769
