data_time,LGE-0-0D-QJ-1_temperature,LGE-0-0D-QJ-1_xAxisAngle,LGE-0-0D-QJ-1_yAxisAngle,LGE-0-1D-QJ-1_temperature,LGE-0-1D-QJ-1_xAxisAngle,LGE-0-1D-QJ-1_yAxisAngle,LGE-0-1L-LX-1_beamPierRelativeDisplacement,LGE-0-1L-LX-1_measureDisplacement,LGE-0-1L-LX-2_beamPierRelativeDisplacement,LGE-0-1L-LX-2_measureDisplacement,LGE-0-1L-LX-3_beamPierRelativeDisplacement,LGE-0-1L-LX-3_measureDisplacement,LGE-0-1L-LX-4_beamPierRelativeDisplacement,LGE-0-1L-LX-4_measureDisplacement,LGE-0-1L-WSD-1_humidity,LGE-0-1L-WSD-1_temperature,LGE-0-1L-YB-1_frequency,LGE-0-1L-YB-1_strain,LGE-0-1L-YB-1_temperature,LGE0-1L-YB-2_frequency,LGE0-1L-YB-2_strain,LGE0-1L-YB-2_temperature
2025-12-30 16:20:00,,,,,,,,,,,,,,,,,866.117,,3417.72,862.831,,3441.15
2025-12-30 16:30:00,,,,,,,,,,,,,,,,,865.837,,3409.2,862.818,,3440.8
2025-12-30 16:40:00,,,,,,,,,,,,,,,,,865.949,,3409.9,863.159,,3443.36
2025-12-30 16:50:00,,,,,,,,,,,,,,,,,866.108,,3415.09,863.529,,3437.27
2025-12-30 17:20:00,,,,,,,,,,,,,,,,,866.942,,3443.36,863.966,,3451.13
2025-12-30 17:30:00,,,,,,,,,,,,,,,,,866.566,,3451.48,863.996,,3458.55
2025-12-30 17:40:00,,,,,,,,,,,,,,,,,866.501,,3456.96,864.219,,3462.89
2025-12-30 17:50:00,,,,,,,,,,,,,,,,,866.765,,3464.57,865.707,,3472.63
2025-12-30 18:00:00,,,,,,,,,,,,,,,,,866.834,,3472.28,864.58,,3482.12
2025-12-30 18:10:00,,,,,,,,,,,,,,,,,866.898,,3481.32,864.674,,3490.56
2025-12-30 18:20:00,,,,,,,,,,,,,,,,,867.333,,3503.73,864.601,,3502.39
2025-12-30 18:30:00,,,,,,,,,,,,,,,,,866.877,,3522.1,864.657,,3515.58
2025-12-30 18:40:00,,,,,,,,,,,,,,,,,866.829,,3533.0,864.967,,3527.19
2025-12-30 18:50:00,,,,,,,,,,,,,,,,,867.337,,3542.58,865.083,,3536.76
2025-12-30 19:10:00,,,,,,,,,,,,,,,,,867.789,,3552.61,865.105,,3549.57
2025-12-30 19:20:00,,,,,,,,,,,,,,,,,867.802,,3550.37,865.298,,3556.2
2025-12-30 19:30:00,,,,,,,,,,,,,,,,,867.923,,3548.67,865.242,,3563.48
2025-12-30 19:40:00,,,,,,,,,,,,,,,,,867.742,,3564.37,865.307,,3572.1
2025-12-30 19:50:00,,,,,,,,,,,,,,,,,867.686,,3579.39,865.432,,3580.83
2025-12-30 20:00:00,,,,,,,,,,,,,,,,,867.875,,3578.85,865.268,,3582.73
2025-12-30 20:10:00,,,,,,,,,,,,,,,,,867.707,,3574.53,865.173,,3584.71
2025-12-30 20:20:00,,,,,,,,,,,,,,,,,867.759,,3571.47,865.148,,3584.89
2025-12-30 20:30:00,,,,,,,,,,,,,,,,,867.737,,3573.81,865.225,,3594.54
2025-12-30 20:40:00,,,,,,,,,,,,,,,,,867.849,,3579.39,865.285,,3600.05
2025-12-30 20:50:00,,,,,,,,,,,,,,,,,867.707,,3598.15,865.475,,3608.81
2025-12-30 21:00:00,,,,,,,,,,,,,,,,,867.849,,3613.61,865.242,,3619.86
2025-12-30 21:10:00,,,,,,,,,,,,,,,,,867.936,,3606.28,865.225,,3621.31
2025-12-30 21:20:00,,,,,,,,,,,,,,,,,867.733,,3620.58,865.191,,3627.2
2025-12-30 21:30:00,,,,,,,,,,,,,,,,,867.703,,3648.18,865.251,,3642.63
2025-12-30 21:40:00,,,,,,,,,,,,,,,,,867.509,,3640.63,865.32,,3645.63
2025-12-30 21:50:00,,,,,,,,,,,,,,,,,867.974,,3627.02,865.32,,3649.18
2025-12-30 22:00:00,,,,,,,,,,,,,,,,,867.996,,3619.04,865.781,,3645.18
2025-12-30 22:10:00,,,,,,,,,,,,,,,,,868.06,,3627.74,864.696,,3649.18
2025-12-30 22:20:00,,,,,,,,,,,,,,,,,867.867,,3628.2,865.255,,3653.0
2025-12-30 22:30:00,,,,,,,,,,,,,,,,,867.983,,3625.29,865.324,,3648.73
2025-12-30 22:50:00,,,,,,,,,,,,,,,,,867.643,,3644.91,865.13,,3670.04
2025-12-30 23:00:00,,,,,,,,,,,,,,,,,867.376,,3657.65,865.1,,3706.74
2025-12-30 23:10:00,,,,,,,,,,,,,,,,,867.342,,3663.02,865.337,,3713.99
2025-12-31 04:10:00,,,,,,,,,,,,,,,,,867.643,,3872.86,864.778,,3899.6
2025-12-31 06:00:00,,,,,,,,,,,,,,,,,867.342,,3902.34,,,
2025-12-31 06:40:00,,,,,,,,,,,,,,,,,867.643,,3920.01,864.219,,3942.28
2025-12-31 08:00:00,,,,,,,,,,,,,,,,,867.819,,3941.9,864.146,,3967.57
2025-12-31 08:20:00,,,,,,,,,,,,,,,,,867.462,,3954.44,864.129,,3965.86
2025-12-31 08:30:00,,,,,,,,,,,,,,,,,867.277,,3939.43,863.927,,3958.53
2025-12-31 08:40:00,,,,,,,,,,,,,,,,,867.398,,3935.17,863.824,,3958.34
2025-12-31 08:50:00,,,,,,,,,,,,,,,,,867.471,,3930.8,863.76,,3952.64
2025-12-31 09:00:00,,,,,,,,,,,,,,,,,867.342,,3923.42,863.957,,3951.11
2025-12-31 09:10:00,,,,,,,,,,,,,,,,,867.175,,3930.33,863.676,,3963.48
2025-12-31 09:20:00,,,,,,,,,,,,,,,,,867.236,,3926.54,863.678,,3960.91
2025-12-31 09:30:00,,,,,,,,,,,,,,,,,866.898,,3923.42,863.547,,3954.44
2025-12-31 09:40:00,,,,,,,,,,,,,,,,,866.933,,3926.07,863.236,,3956.44
2025-12-31 09:50:00,,,,,,,,,,,,,,,,,866.773,,3918.21,864.64,,3940.19
2025-12-31 10:00:00,,,,,,,,,,,,,,,,,866.553,,3910.18,862.99,,3928.63
2025-12-31 10:10:00,,,,,,,,,,,,,,,,,866.372,,3898.0,862.745,,3909.7
2025-12-31 10:50:00,20.0435,-0.08555,-0.37567,19.3707,-0.11508,0.26901,509.593,,489.682,,551.873,,532.741,,70.3,20.4,866.393,,3855.77,862.302,,3862.06
2025-12-31 11:00:00,20.2039,-0.08565,-0.37673,19.4394,-0.11585,0.27052,509.578,,489.774,,551.95,,,,69.4,20.7,866.19,,3848.28,862.13,,3856.15
2025-12-31 11:10:00,,,,19.516,-0.11476,0.26873,,,489.759,,551.935,,533.325,,68.4,20.7,866.303,,3837.89,862.087,,3846.69
2025-12-31 11:20:00,20.3862,-0.08566,-0.37507,19.7167,-0.1152,0.26899,509.363,,489.743,,,,532.741,,67.0,20.9,866.514,,3823.6,862.087,,3829.48
2025-12-31 13:10:00,20.9104,-0.08678,-0.37736,20.4868,-0.1162,0.26885,509.593,,489.774,,551.105,,533.816,,60.1,22.1,865.901,,3726.4,862.255,,3723.82
2025-12-31 13:20:00,20.8077,-0.08586,-0.3766,20.4044,-0.11421,0.26741,509.639,,489.759,,551.105,,532.772,,60.7,21.8,865.988,,3720.05,862.04,,3715.64
2025-12-31 13:30:00,20.9048,-0.08692,-0.3769,20.5247,-0.11506,0.26926,509.639,,,,551.627,,,,60.8,22.0,866.126,,3714.26,862.538,,3713.9
2025-12-31 13:40:00,20.9135,-0.08728,-0.37644,20.5223,-0.11514,0.26933,509.394,,489.728,,551.596,,532.772,,60.7,22.0,866.337,,3705.36,862.104,,3700.22
2025-12-31 13:50:00,20.9111,-0.08676,-0.37562,,,,509.67,,489.713,,,,533.294,,61.0,,866.216,,3700.5,862.104,,3697.11
2025-12-31 14:00:00,20.9995,-0.08692,-0.37784,20.6465,-0.11441,0.26898,509.639,,489.728,,551.658,,533.34,,60.5,22.1,866.341,,3691.43,864.215,,3688.59
2025-12-31 14:10:00,21.0949,-0.08701,-0.37683,20.6734,-0.11609,0.26863,509.824,,489.743,,551.566,,532.787,,60.9,22.1,866.091,,3684.02,862.207,,3677.89
2025-12-31 14:20:00,21.1028,-0.08679,-0.37637,20.7177,-0.11575,0.27146,509.655,,489.221,,551.227,,532.772,,59.5,22.2,865.957,,3676.25,862.457,,3671.5
2025-12-31 14:30:00,21.0255,-0.08722,-0.37669,20.6774,-0.11517,0.26804,,,489.759,,551.627,,533.325,,59.4,22.3,866.026,,3672.78,862.242,,3670.77
2025-12-31 14:40:00,,,,,,,509.655,,,,,,,,59.8,22.0,866.195,,3667.03,862.083,,3661.93
2025-12-31 14:50:00,21.0161,-0.08668,-0.37785,20.7003,-0.11661,0.26876,,,489.759,,551.074,,,,59.9,22.1,866.579,,3663.2,862.47,,3659.74
2025-12-31 15:00:00,20.9648,-0.08706,-0.37704,20.6442,-0.11563,0.2695,509.624,,489.667,,,,,,60.0,21.9,866.721,,3658.83,862.513,,3656.46
2025-12-31 15:10:00,21.076,-0.08573,-0.37669,20.7248,-0.11498,0.26879,,,489.82,,551.643,,533.248,,60.0,22.0,866.57,,3652.46,862.495,,3649.36
2025-12-31 15:20:00,21.05,-0.08674,-0.37687,20.7098,-0.11483,0.26824,509.593,,489.191,,551.612,,533.279,,59.8,21.9,866.432,,3648.45,862.612,,3645.91
2025-12-31 15:30:00,20.9782,-0.08587,-0.37767,20.6386,-0.11623,0.26783,509.394,,,,551.105,,532.726,,59.6,21.7,866.376,,3645.91,862.642,,3645.54
2025-12-31 15:40:00,20.9711,-0.08592,-0.37675,,,,509.839,,,,551.612,,532.68,,60.2,21.7,866.484,,3645.27,862.715,,3646.27
2025-12-31 15:50:00,20.9877,-0.08683,-0.37578,20.6434,-0.11538,0.26972,509.778,,489.805,,551.596,,533.263,,59.8,21.7,866.523,,3643.91,862.762,,3643.36
2025-12-31 16:00:00,21.0263,-0.08624,-0.3773,20.6552,-0.11449,0.26919,509.808,,489.789,,551.689,,533.202,,60.7,21.7,866.467,,3641.27,862.857,,3643.54
2025-12-31 16:10:00,21.035,-0.08548,-0.37445,20.6639,-0.11726,0.26735,509.839,,489.774,,551.75,,533.263,,60.5,21.7,866.549,,3636.45,862.779,,3637.55
2025-12-31 16:20:00,20.9932,-0.0865,-0.37649,20.6039,-0.11712,0.26941,509.317,,489.713,,551.643,,533.309,,61.6,21.6,866.557,,3633.73,863.107,,3638.82
2025-12-31 16:30:00,20.979,-0.08657,-0.37578,,,,509.639,,,,,,533.279,,60.9,21.5,866.622,,3633.55,862.943,,3638.27
2025-12-31 16:40:00,20.9554,-0.08647,-0.37631,20.531,-0.11572,0.26765,509.808,,489.805,,551.135,,532.157,,61.1,21.5,866.829,,3632.46,863.107,,3638.82
2025-12-31 16:50:00,20.9546,-0.08506,-0.37699,20.4954,-0.1159,0.26925,509.348,,489.713,,551.612,,533.233,,61.1,21.4,866.911,,3629.65,863.206,,3638.54
2025-12-31 17:00:00,,,,20.4669,-0.11603,0.26791,,,489.774,,551.181,,532.726,,62.0,21.3,867.166,,3631.55,863.305,,3639.27
2025-12-31 17:10:00,20.7793,-0.08837,-0.37615,20.4194,-0.11513,0.26911,509.517,,489.805,,551.12,,532.695,,63.5,21.2,866.885,,3633.01,863.374,,3640.45
2025-12-31 17:20:00,20.705,-0.0862,-0.37551,20.3537,-0.11511,0.26861,509.655,,,,551.074,,533.371,,64.4,21.1,866.989,,3633.19,863.499,,3643.91
2025-12-31 17:30:00,,,,20.2308,-0.11531,0.26792,509.517,,489.221,,551.089,,533.355,,,20.9,866.963,,3636.0,863.568,,3646.54
2025-12-31 17:40:00,20.4875,-0.08535,-0.37682,20.1364,-0.11662,0.26779,509.563,,,,551.089,,533.294,,65.3,20.8,866.929,,3639.0,863.538,,3652.64
2025-12-31 17:50:00,20.4226,-0.08559,-0.37591,20.0404,-0.1146,0.2666,509.67,,489.774,,551.151,,533.202,,65.6,20.6,867.054,,3640.63,863.508,,3655.28
2025-12-31 18:00:00,20.3965,-0.08617,-0.37729,19.9753,-0.11505,0.26718,509.425,,489.743,,551.274,,533.279,,65.6,20.5,866.574,,3640.91,863.581,,3656.37
2025-12-31 18:10:00,20.1967,-0.08719,-0.37565,19.8313,-0.11643,0.26642,509.409,,,,551.227,,533.233,,68.1,,866.929,,3644.91,863.741,,3661.38
2025-12-31 18:40:00,,,,,,,509.363,,489.728,,551.12,,532.71,,72.8,19.7,,,,,,
2025-12-31 18:50:00,19.7876,-0.08607,-0.3758,,,,509.578,,,,551.673,,533.248,,74.6,19.5,866.981,,3672.14,863.961,,3684.02
2025-12-31 19:00:00,19.747,-0.08638,-0.37695,19.3427,-0.11619,0.26603,509.379,,489.728,,551.105,,,,76.2,19.4,866.972,,3678.63,863.884,,3686.4
2025-12-31 19:10:00,,,,19.2853,-0.11576,0.26666,509.348,,489.774,,551.627,,533.248,,76.5,19.2,867.205,,3683.2,863.833,,3689.87
2025-12-31 19:20:00,19.6259,-0.08459,-0.37697,19.2845,-0.11633,0.26631,509.363,,,,551.581,,533.156,,76.5,19.2,867.312,,3686.03,863.949,,3692.71
2025-12-31 19:30:00,19.5837,-0.08543,-0.37642,19.1965,-0.11658,0.26739,509.363,,,,551.673,,532.772,,78.1,19.1,867.398,,3690.52,864.056,,3696.19
2025-12-31 19:40:00,19.5463,-0.08533,-0.37711,19.1405,-0.11649,0.26548,509.425,,489.774,,551.612,,533.294,,75.6,19.0,867.355,,3695.46,863.82,,3700.32
2025-12-31 19:50:00,19.5701,-0.08611,-0.37654,19.1509,-0.11574,0.26506,509.409,,489.667,,551.197,,532.71,,78.2,19.0,867.337,,3699.31,864.052,,3703.34
2025-12-31 20:00:00,19.6021,-0.08529,-0.37641,19.1981,-0.11597,0.26735,509.379,,489.759,,551.796,,533.325,,80.0,19.0,867.325,,3695.37,863.906,,3704.81
2025-12-31 20:10:00,19.6634,-0.08565,-0.3769,19.2509,-0.11616,0.26705,509.363,,489.252,,551.274,,532.802,,76.3,,867.257,,3688.68,864.103,,3703.43
2025-12-31 20:20:00,19.7151,-0.0873,-0.37668,19.2125,-0.11622,0.26606,509.532,,489.697,,551.781,,533.309,,76.2,19.2,867.227,,3689.87,863.996,,3709.76
2025-12-31 20:30:00,19.6618,-0.0861,-0.37651,19.1909,-0.11775,0.26685,509.578,,489.759,,551.289,,532.772,,75.2,19.2,867.192,,3691.8,864.069,,3715.18
2025-12-31 20:40:00,19.6236,-0.0859,-0.37716,19.0733,-0.11595,0.26683,509.578,,489.713,,551.335,,,,75.6,19.1,867.239,,3697.02,864.176,,3723.64
2025-12-31 21:20:00,19.2869,-0.08598,-0.37705,18.9861,-0.11593,0.26647,,,489.774,,551.381,,,,76.6,18.9,,,,,,
2025-12-31 21:30:00,19.2533,-0.08489,-0.37634,18.8089,-0.11544,0.26618,,,489.759,,551.596,,532.71,,,18.8,867.38,,3711.32,864.137,,3745.38
2025-12-31 21:40:00,19.1525,-0.08541,-0.37612,18.8265,-0.11528,0.26651,509.517,,,,,,533.785,,77.6,18.7,867.38,,3717.11,864.292,,3750.55
2025-12-31 21:50:00,18.9932,-0.08588,-0.37642,18.8265,-0.11815,0.26605,509.348,,489.728,,551.904,,533.279,,77.3,18.7,867.552,,3720.33,864.198,,3753.69
2025-12-31 22:00:00,19.0997,-0.08572,-0.37611,18.8337,-0.11769,0.26583,509.563,,489.728,,551.504,,,,79.2,18.6,867.841,,3725.02,864.266,,3759.23
2025-12-31 22:10:00,19.0717,-0.0856,-0.37576,18.6547,-0.11818,0.26637,509.409,,489.759,,551.919,,,,81.4,18.5,867.686,,3730.54,864.253,,3759.97
2025-12-31 22:20:00,18.9019,-0.08543,-0.37676,18.4899,-0.11643,0.26552,509.532,,489.221,,551.397,,532.726,,82.1,18.3,867.677,,3734.87,864.253,,3756.0
2025-12-31 22:30:00,18.6788,-0.08613,-0.3766,18.1796,-0.11556,0.2657,509.532,,489.728,,552.088,,,,81.0,17.9,867.651,,3748.42,864.322,,3759.05
2025-12-31 22:40:00,18.6684,-0.08605,-0.37725,18.1562,-0.11452,0.26595,,,489.82,,551.842,,533.248,,82.4,17.8,867.621,,3757.85,864.335,,3767.37
2025-12-31 22:50:00,18.4198,-0.08508,-0.37751,17.9453,-0.11562,0.264,509.532,,489.728,,551.935,,533.294,,84.3,17.6,867.634,,3764.59,864.399,,3775.43
2025-12-31 23:00:00,18.4939,-0.08405,-0.37814,,,,509.394,,489.728,,551.935,,532.833,,82.1,17.6,867.578,,3781.55,864.262,,3786.28
2025-12-31 23:10:00,18.3836,-0.08502,-0.37611,,,,509.624,,,,551.827,,533.294,,84.9,17.5,867.57,,3782.1,864.137,,3787.86
2025-12-31 23:20:00,18.489,-0.08446,-0.37587,18.1231,-0.11625,0.26493,,,489.697,,551.904,,532.557,,84.0,17.7,867.57,,3778.67,864.288,,3790.83
2025-12-31 23:30:00,,,,18.1167,-0.11809,0.26465,509.363,,489.221,,551.397,,532.941,,82.7,,,,,,,
2025-12-31 23:40:00,18.5172,-0.08417,-0.37582,18.157,-0.11628,0.26544,509.363,,489.728,,552.042,,533.202,,,,867.682,,3762.19,864.301,,3783.22
2025-12-31 23:50:00,18.4995,-0.08444,-0.37453,18.2272,-0.11636,0.26488,509.148,,489.313,,551.858,,532.603,,81.6,17.9,867.694,,3761.08,864.236,,3780.9
2026-01-01 00:00:00,18.5406,-0.08518,-0.37515,18.245,-0.11662,0.26559,,,,,551.412,,,,81.8,17.9,867.686,,3765.06,864.172,,3787.67
2026-01-01 00:10:00,18.481,-0.08529,-0.37656,18.2312,-0.1167,0.26595,509.578,,489.697,,551.95,,,,81.0,17.9,867.707,,3767.56,864.339,,3796.5
2026-01-01 00:20:00,18.4158,-0.085,-0.37587,18.1538,-0.11637,0.2651,509.041,,,,551.904,,532.572,,80.9,17.9,867.664,,3774.97,864.215,,3807.29
2026-01-01 00:30:00,18.3393,-0.08381,-0.37527,18.0609,-0.11614,0.26547,509.317,,489.697,,551.412,,532.726,,83.5,17.8,867.656,,3780.25,864.095,,3813.9
2026-01-01 00:40:00,18.257,-0.08446,-0.37689,18.0229,-0.11567,0.26472,509.455,,489.805,,551.873,,532.587,,80.7,17.6,867.651,,3800.87,864.258,,3818.84
2026-01-01 00:50:00,18.4247,-0.08504,-0.37617,18.2974,-0.11653,0.26507,509.332,,489.713,,551.919,,,,79.9,17.9,867.638,,3812.5,864.266,,3821.45
2026-01-01 01:00:00,18.5148,-0.08487,-0.37791,18.249,-0.11581,0.26586,509.348,,489.728,,551.366,,532.633,,82.5,,867.651,,3809.8,864.206,,3820.05
2026-01-01 01:10:00,18.4955,-0.08471,-0.37656,18.1635,-0.11724,0.26494,509.302,,489.697,,551.95,,533.064,,81.6,17.8,867.656,,3814.55,864.12,,3820.8
2026-01-01 01:20:00,18.4866,-0.0851,-0.37625,18.0149,-0.11635,0.2651,509.425,,489.743,,551.858,,533.156,,81.9,17.9,867.406,,3803.1,864.12,,3814.74
2026-01-01 01:30:00,18.4375,-0.08582,-0.37696,18.0076,-0.11661,0.26424,509.455,,489.682,,551.904,,533.233,,82.0,17.7,867.402,,3799.94,864.15,,3812.88
2026-01-01 01:40:00,18.4327,-0.08547,-0.37655,,,,509.363,,,,551.397,,533.202,,81.3,17.5,867.251,,3808.96,864.069,,3819.59
2026-01-01 01:50:00,18.2409,-0.08475,-0.37606,17.9081,-0.11575,0.26595,509.302,,489.728,,551.412,,532.649,,83.3,17.6,867.27,,3809.89,864.077,,3822.39
2026-01-01 02:00:00,18.3481,-0.08423,-0.37582,17.883,-0.11638,0.26426,509.317,,489.728,,,,533.263,,83.6,17.6,867.253,,3816.88,864.146,,3835.46
2026-01-01 02:10:00,18.3699,-0.08532,-0.3768,17.7486,-0.11648,0.26404,509.317,,489.682,,551.412,,533.248,,81.8,17.6,867.24,,3818.56,864.387,,3837.98
2026-01-01 02:20:00,18.3739,-0.08495,-0.3765,,,,509.363,,489.759,,551.904,,533.233,,82.3,17.6,867.236,,3820.52,864.215,,3841.54
2026-01-01 02:30:00,18.1336,-0.08461,-0.37641,17.6245,-0.11688,0.26488,,,489.789,,551.919,,532.633,,82.0,17.5,867.223,,3828.45,864.232,,3848.28
2026-01-01 02:40:00,17.9267,-0.08419,-0.3788,17.6001,-0.11587,0.26263,509.44,,489.697,,551.473,,532.495,,85.8,17.2,867.179,,3837.61,864.09,,3852.59
2026-01-01 02:50:00,17.8911,-0.08363,-0.37755,17.5791,-0.11592,0.26342,,,489.651,,551.95,,532.618,,87.0,17.0,867.084,,3847.44,864.065,,3861.78
2026-01-01 03:00:00,17.8539,-0.08376,-0.37656,17.4556,-0.11634,0.26424,509.317,,489.789,,551.412,,533.233,,87.4,16.8,867.037,,3865.9,864.047,,3872.57
2026-01-01 03:10:00,17.9324,-0.0844,-0.37685,17.5465,-0.11618,0.26429,509.348,,489.697,,551.458,,532.664,,86.5,16.9,867.063,,3857.37,864.017,,3867.03
2026-01-01 03:20:00,17.862,-0.08436,-0.37743,17.5157,-0.11605,0.26386,,,489.805,,551.904,,532.572,,87.5,17.0,867.119,,3847.72,863.974,,3864.31
2026-01-01 03:30:00,17.8603,-0.08424,-0.376,17.4393,-0.11604,0.2644,,,489.743,,551.965,,533.186,,86.2,17.0,867.127,,3846.78,864.133,,3875.39
2026-01-01 03:40:00,17.9089,-0.08285,-0.37703,17.4507,-0.11546,0.26476,509.716,,,,551.95,,533.171,,85.9,17.1,867.119,,3843.5,864.043,,3876.15
2026-01-01 03:50:00,17.7413,-0.08481,-0.37729,17.3531,-0.11623,0.2641,,,489.759,,551.443,,532.572,,84.6,17.0,867.123,,3843.78,864.026,,3877.46
2026-01-01 04:00:00,17.6075,-0.08426,-0.37649,17.2554,-0.11638,0.26362,509.425,,489.774,,551.427,,532.495,,84.9,16.8,867.127,,3868.53,864.03,,3889.98
2026-01-01 04:10:00,17.6058,-0.08301,-0.37705,17.0181,-0.11604,0.26272,509.225,,489.237,,551.427,,533.094,,85.9,16.6,867.102,,3875.21,864.112,,3893.94
2026-01-01 04:20:00,17.4987,-0.08342,-0.37699,,,,509.24,,489.697,,,,533.125,,88.9,16.5,866.929,,3881.41,863.723,,3897.52
2026-01-01 04:30:00,17.4962,-0.0836,-0.37633,16.9021,-0.11604,0.26275,509.256,,489.713,,551.935,,532.618,,89.8,16.3,866.872,,3905.26,863.987,,3910.84
2026-01-01 04:40:00,17.6415,-0.08357,-0.37769,17.0483,-0.11503,0.26315,,,489.713,,551.443,,533.125,,90.1,16.3,866.838,,3915.94,864.073,,3921.24
2026-01-01 04:50:00,17.7121,-0.08287,-0.37665,17.2163,-0.11424,0.26343,509.225,,489.743,,551.397,,533.186,,90.2,16.6,866.968,,3906.96,864.052,,3918.31
2026-01-01 05:00:00,17.8441,-0.08338,-0.37575,17.4019,-0.11507,0.26296,508.964,,489.713,,551.981,,533.202,,88.7,16.7,866.825,,3895.92,863.88,,3918.21
2026-01-01 05:10:00,,,,17.4149,-0.11631,0.26259,509.455,,489.774,,551.935,,533.186,,88.2,17.0,866.842,,3892.15,863.773,,3917.64
2026-01-01 05:20:00,17.8766,-0.08499,-0.37761,17.48,-0.11405,0.26267,509.041,,489.774,,551.842,,533.186,,88.0,17.1,866.825,,3895.54,863.824,,3923.32
2026-01-01 05:30:00,17.8927,-0.08294,-0.37628,17.5457,-0.11524,0.26254,509.025,,489.728,,551.935,,,,87.2,17.3,866.877,,3894.79,863.816,,3922.28
2026-01-01 05:40:00,17.7907,-0.0835,-0.37706,17.6359,-0.11467,0.26412,509.317,,489.743,,,,532.802,,86.8,17.4,866.756,,3893.66,863.76,,3918.78
2026-01-01 05:50:00,17.764,-0.08239,-0.37636,17.6918,-0.11483,0.2638,509.332,,489.682,,551.981,,533.248,,86.3,17.4,866.695,,3901.39,863.689,,3928.91
2026-01-01 06:00:00,17.7867,-0.0832,-0.37549,17.674,-0.11551,0.26263,509.271,,489.697,,,,533.309,,85.6,17.4,866.808,,3905.83,863.846,,3940.48
2026-01-01 06:10:00,17.7445,-0.08354,-0.37801,17.7348,-0.11478,0.2647,509.286,,489.743,,551.889,,,,84.6,,866.596,,3913.1,863.542,,3948.84
2026-01-01 06:20:00,17.8482,-0.084,-0.37692,17.8255,-0.11685,0.26481,509.332,,489.682,,551.812,,533.309,,,,866.937,,3915.75,863.521,,3949.12
2026-01-01 06:30:00,17.8158,-0.08345,-0.37653,,,,509.256,,,,552.027,,532.203,,84.9,17.3,866.963,,3919.44,863.628,,3955.58
2026-01-01 06:40:00,,,,17.614,-0.1154,0.26404,509.302,,489.728,,551.443,,532.695,,84.9,17.3,866.942,,3934.12,863.628,,3973.77
2026-01-01 06:50:00,17.9194,-0.08318,-0.37656,17.5766,-0.11675,0.26338,509.317,,489.743,,551.904,,533.309,,,17.3,866.92,,3937.92,863.581,,3975.96
2026-01-01 07:00:00,17.9672,-0.08348,-0.37653,,,,509.332,,489.651,,551.935,,533.294,,84.7,17.3,866.95,,3939.05,863.798,,3974.15
2026-01-01 07:10:00,17.9396,-0.08252,-0.37667,17.5035,-0.11606,0.26364,509.302,,489.697,,551.919,,533.263,,84.5,17.3,866.95,,3939.53,863.547,,3971.1
2026-01-01 07:20:00,17.9623,-0.08346,-0.3752,17.5295,-0.11671,0.26443,509.271,,489.713,,551.842,,532.802,,,17.3,866.968,,3934.98,863.465,,3959.48
2026-01-01 07:30:00,18.0916,-0.08369,-0.37551,17.6472,-0.11571,0.26426,509.225,,489.697,,551.412,,533.417,,86.8,17.3,867.218,,3936.78,863.271,,3956.16
2026-01-01 07:40:00,,,,17.6918,-0.11577,0.26376,509.21,,489.774,,551.397,,532.741,,84.5,17.3,867.432,,3943.61,863.348,,3962.34
2026-01-01 07:50:00,18.0973,-0.08242,-0.37763,17.8441,-0.11613,0.26358,509.271,,489.728,,551.427,,533.386,,84.8,17.5,867.479,,3944.56,863.486,,3967.86
2026-01-01 08:00:00,18.2022,-0.08353,-0.37617,17.8134,-0.11569,0.26346,509.302,,489.697,,551.935,,,,83.9,17.6,867.342,,3945.98,863.357,,3969.58
2026-01-01 08:10:00,18.1804,-0.08284,-0.37617,,,,509.332,,489.697,,551.473,,533.248,,83.6,,866.95,,3948.55,863.378,,3972.72
2026-01-01 08:20:00,18.2732,-0.08308,-0.3764,17.8523,-0.11613,0.26584,509.256,,489.206,,551.889,,,,82.7,17.9,866.972,,3951.5,863.378,,3981.59
2026-01-01 08:30:00,18.6,-0.08425,-0.37484,17.989,-0.11616,0.26634,509.271,,489.728,,551.981,,532.833,,82.4,18.0,867.076,,3953.02,863.297,,3979.97
2026-01-01 08:40:00,19.2149,-0.08449,-0.37394,18.1457,-0.115,0.26624,509.332,,489.191,,551.919,,532.802,,81.3,18.2,867.131,,3951.21,863.15,,3966.91
2026-01-01 08:50:00,,,,18.27,-0.11421,0.26631,509.025,,489.713,,551.904,,532.772,,79.0,18.5,866.76,,3947.22,862.96,,3954.44
2026-01-01 09:00:00,20.3379,-0.08563,-0.37587,,,,509.302,,489.651,,551.965,,533.309,,77.3,18.6,866.773,,3941.24,862.788,,3931.66
2026-01-01 09:10:00,20.8282,-0.08666,-0.37376,18.5542,-0.11404,0.26776,509.302,,489.759,,551.397,,533.785,,76.5,18.7,866.821,,3936.68,862.758,,3915.85
2026-01-01 09:20:00,21.1863,-0.08731,-0.37536,18.5976,-0.11566,0.26683,509.332,,489.221,,551.397,,532.772,,76.0,18.9,866.708,,3929.19,862.564,,3907.72
2026-01-01 09:30:00,20.9908,-0.08726,-0.37453,18.5888,-0.11464,0.26641,,,,,,,,,75.2,18.9,867.149,,3920.96,862.521,,3915.09
