data_time,LGY-0-0D-QJ-1_temperature,LGY-0-0D-QJ-1_xAxisAngle,LGY-0-0D-QJ-1_yAxisAngle,LGY-0-1D-QJ-1_temperature,LGY-0-1D-QJ-1_xAxisAngle,LGY-0-1D-QJ-1_yAxisAngle,LGY-0-1L-LX-1_beamPierRelativeDisplacement,LGY-0-1L-LX-1_measureDisplacement,LGY-0-1L-LX-2_beamPierRelativeDisplacement,LGY-0-1L-LX-2_measureDisplacement,LGY-0-1L-LX-3_beamPierRelativeDisplacement,LGY-0-1L-LX-3_measureDisplacement,LGY-0-1L-LX-4_beamPierRelativeDisplacement,LGY-0-1L-LX-4_measureDisplacement,LGY-0-1L-WSD-1_humidity,LGY-0-1L-WSD-1_temperature,LGY-0-1L-YB-1_frequency,LGY-0-1L-YB-1_strain,LGY-0-1L-YB-1_temperature,LGY-0-1L-YB-2_frequency,LGY-0-1L-YB-2_strain,LGY-0-1L-YB-2_temperature
2025-12-30 16:10:00,,,,,,,488.654,,418.592,,486.625,,,,,,894.228,,3509.78,890.208,,3497.76
2025-12-30 16:20:00,21.925,0.064,-0.34435,22.3393,-0.89436,0.29102,489.054,,418.838,,487.178,,470.975,,43.8,23.4,894.192,,3507.91,890.443,,3495.27
2025-12-30 16:30:00,21.8976,0.06482,-0.34466,22.24,-0.8948,0.28891,488.53,,418.838,,487.208,,470.284,,44.4,23.2,894.21,,3502.21,890.23,,3491.27
2025-12-30 16:40:00,21.7595,0.0655,-0.34452,22.0536,-0.89617,0.28833,489.13,,418.715,,487.101,,471.006,,44.9,22.7,894.214,,3508.09,890.319,,3498.92
2025-12-30 16:50:00,21.659,0.06523,-0.34365,21.9987,-0.89607,0.28981,489.084,,418.792,,486.656,,470.898,,45.5,22.6,894.152,,3519.6,890.345,,3507.56
2025-12-30 17:00:00,,,,21.8748,-0.89411,0.29019,489.146,,418.761,,486.61,,470.438,,47.1,22.5,894.268,,3522.81,890.381,,3509.16
2025-12-30 17:10:00,21.4028,0.06638,-0.34439,21.6448,-0.89291,0.28926,489.069,,419.207,,487.147,,,,47.0,22.4,894.21,,3523.35,890.389,,3512.01
2025-12-30 17:20:00,21.2792,0.06664,-0.34276,21.5105,-0.89339,0.28875,489.054,,418.792,,486.564,,470.33,,46.4,22.2,894.325,,3526.74,890.62,,3515.85
2025-12-30 17:30:00,21.1871,0.06752,-0.34449,21.28,-0.89385,0.28782,489.1,,418.807,,486.656,,471.098,,47.6,21.9,894.165,,3535.06,890.553,,3524.06
2025-12-30 17:40:00,20.9711,0.0651,-0.34532,21.0618,-0.89414,0.28802,489.146,,418.838,,486.656,,470.96,,53.0,21.5,894.197,,3543.02,890.863,,3533.54
2025-12-30 17:50:00,,,,20.8756,-0.89307,0.28746,489.069,,418.792,,486.625,,471.021,,50.3,21.3,894.183,,3549.74,890.77,,3541.41
2025-12-30 18:00:00,,,,20.645,-0.89219,0.28586,489.084,,418.684,,,,470.3,,53.7,,894.125,,3555.93,890.77,,3548.4
2025-12-30 18:10:00,20.4669,0.06762,-0.34503,20.5097,-0.89105,0.28837,489.084,,418.592,,487.086,,471.006,,54.7,20.7,894.094,,3560.78,890.753,,3556.2
2025-12-30 18:20:00,20.3196,0.06567,-0.34453,20.3822,-0.89167,0.28727,489.084,,418.854,,487.162,,,,56.0,20.4,894.112,,3564.64,890.81,,3563.11
2025-12-30 18:30:00,20.2475,0.0674,-0.3469,20.2665,-0.89072,0.28802,489.007,,418.361,,486.61,,470.991,,56.8,20.3,894.17,,3569.14,,,
2025-12-30 18:40:00,20.1277,0.06637,-0.34555,20.2269,-0.89249,0.28681,488.992,,418.746,,486.595,,470.929,,54.8,20.5,894.063,,3572.1,890.841,,3576.06
2025-12-30 18:50:00,19.9856,0.0673,-0.34661,20.1666,-0.89173,0.28738,488.484,,418.777,,,,471.098,,,20.3,894.157,,3575.43,890.593,,3582.19
2025-12-30 19:00:00,,,,20.2174,-0.89175,0.28777,489.13,,418.854,,487.132,,470.392,,60.0,20.3,893.979,,3579.12,890.886,,3588.04
2025-12-30 19:10:00,19.8544,0.06654,-0.34581,20.1269,-0.89135,0.28882,488.577,,418.854,,486.656,,471.083,,60.6,20.2,894.05,,3579.75,890.841,,3589.67
2025-12-30 19:20:00,19.7868,0.06829,-0.34611,20.0007,-0.89221,0.2881,489.1,,418.7,,,,470.469,,64.1,19.9,894.015,,3583.18,890.881,,3594.81
2025-12-30 19:30:00,19.739,0.06873,-0.344,19.8759,-0.89259,0.2889,489.069,,419.238,,486.595,,,,64.0,19.6,894.063,,3589.22,890.886,,3601.94
2025-12-30 19:40:00,19.6307,0.06792,-0.34735,19.7709,-0.89153,0.28855,488.623,,418.823,,486.671,,470.868,,62.1,19.6,893.983,,3593.73,890.948,,3610.35
2025-12-30 19:50:00,19.5646,0.06703,-0.34701,,,,489.084,,418.731,,,,470.929,,63.8,19.7,893.966,,3595.53,890.948,,3618.59
2025-12-30 20:00:00,19.5311,0.06659,-0.34607,,,,489.084,,,,486.61,,470.376,,,,894.041,,3600.14,890.974,,3626.29
2025-12-30 20:10:00,,,,19.6363,-0.89081,0.28883,489.084,,,,487.024,,470.975,,65.8,19.3,893.948,,3603.3,891.023,,3628.47
2025-12-30 20:20:00,,,,,,,488.638,,418.254,,487.101,,470.515,,66.3,19.1,893.948,,3608.0,890.988,,3629.83
2025-12-30 20:30:00,19.3739,0.06748,-0.34621,19.4769,-0.89147,0.28948,488.638,,418.607,,487.086,,471.098,,65.2,19.1,893.912,,3613.88,891.05,,3636.91
2025-12-30 20:40:00,19.3531,0.06674,-0.3457,19.3915,-0.8896,0.28908,488.561,,418.838,,486.549,,470.576,,65.8,19.2,893.908,,3616.32,891.307,,3642.54
2025-12-30 20:50:00,19.3508,0.06567,-0.34513,19.3827,-0.89068,0.28864,489.084,,418.838,,486.595,,471.083,,67.9,19.1,893.877,,3619.59,891.094,,3649.55
2025-12-30 21:00:00,,,,19.3492,-0.88963,0.28877,489.054,,418.869,,487.208,,470.453,,64.6,19.0,893.877,,3623.12,891.174,,3656.19
2025-12-30 21:10:00,19.314,0.06734,-0.34411,19.3635,-0.89135,0.29065,489.054,,418.669,,486.595,,,,65.3,19.1,893.881,,3626.66,891.09,,3658.38
2025-12-30 21:20:00,19.2765,0.06914,-0.34822,19.3084,-0.88981,0.28969,489.038,,418.823,,487.193,,,,64.4,19.1,893.917,,3630.28,891.196,,3665.57
2025-12-30 21:30:00,19.2916,0.06658,-0.34725,19.3044,-0.8911,0.29059,489.069,,418.807,,,,470.622,,62.4,19.2,893.89,,3634.91,891.218,,3674.61
2025-12-30 21:40:00,19.2725,0.06853,-0.3463,19.3412,-0.89115,0.29232,489.023,,418.669,,486.625,,470.545,,69.1,18.8,893.895,,3638.18,891.178,,3672.32
2025-12-30 21:50:00,19.1149,0.06741,-0.34629,19.2309,-0.88991,0.2908,488.623,,418.807,,486.625,,470.376,,67.8,18.6,893.837,,3642.09,891.196,,3675.25
2025-12-30 22:00:00,19.1069,0.0681,-0.34668,19.2109,-0.88928,0.29261,489.1,,418.669,,486.656,,470.561,,69.2,18.7,893.815,,3645.63,891.174,,3675.25
2025-12-30 22:10:00,18.9996,0.06827,-0.34676,19.1693,-0.89048,0.29184,489.13,,418.607,,486.61,,,,69.0,18.5,893.766,,3650.27,891.143,,3678.26
2025-12-30 22:20:00,18.978,0.06688,-0.34763,19.1494,-0.89095,0.29135,,,418.146,,486.671,,470.423,,69.2,18.2,893.815,,3652.82,891.24,,3681.28
2025-12-30 22:30:00,18.9716,0.06735,-0.3469,19.1085,-0.89112,0.29173,489.146,,418.7,,486.656,,470.591,,69.9,18.2,894.015,,3658.19,891.325,,3681.92
2025-12-30 22:40:00,18.9548,0.06767,-0.34637,19.0004,-0.89032,0.29116,489.115,,,,486.641,,470.453,,70.5,18.2,893.775,,3662.57,891.192,,3689.51
2025-12-30 22:50:00,18.67,0.06806,-0.34677,18.9034,-0.89068,0.29053,489.054,,418.884,,487.178,,471.006,,68.3,18.3,893.744,,3665.57,891.24,,3695.82
2025-12-30 23:00:00,18.6346,0.06882,-0.34612,18.8401,-0.89015,0.29001,488.561,,419.238,,486.687,,470.561,,,,893.695,,3682.74,891.307,,3715.37
2025-12-30 23:10:00,18.6764,0.06674,-0.3479,18.8843,-0.89144,0.29106,489.084,,419.346,,487.147,,470.346,,71.8,18.0,893.686,,3683.84,891.307,,3715.55
2025-12-31 05:00:00,17.879,0.06474,-0.34959,,,,,,418.684,,,,,,,,,,,,,
2025-12-31 07:00:00,,,,,,,,,,,,,,,,,892.919,,3882.35,,,
2025-12-31 07:50:00,17.8085,0.06803,-0.34906,17.9186,-0.88925,0.29815,489.1,,418.731,,487.132,,470.637,,80.3,17.4,,,,,,
2025-12-31 08:00:00,17.8409,0.06682,-0.34678,17.9526,-0.89076,0.2981,,,418.623,,486.702,,,,80.4,17.5,893.535,,3894.51,892.26,,3924.74
2025-12-31 11:20:00,19.8544,0.0673,-0.3451,20.034,-0.89342,0.30256,489.084,,418.346,,,,470.776,,64.5,21.5,893.691,,3803.1,891.498,,3795.19
2025-12-31 11:30:00,,,,,,,,,,,,,,,,,893.691,,3796.59,891.209,,3788.04
2025-12-31 17:10:00,20.3275,0.06726,-0.34578,20.3196,-0.89164,0.29542,489.177,,418.638,,486.625,,470.791,,64.6,20.7,894.232,,3645.82,891.329,,3647.63
2025-12-31 17:20:00,20.2594,0.0662,-0.34583,20.2546,-0.89049,0.29415,489.084,,418.746,,487.162,,470.407,,65.5,20.7,894.152,,3646.09,891.729,,3649.64
2025-12-31 17:30:00,,,,20.2007,-0.89086,0.29457,488.577,,418.777,,486.625,,471.052,,63.8,20.7,894.205,,3647.82,891.6,,3651.18
2025-12-31 17:40:00,20.2721,0.06676,-0.34371,20.1412,-0.88983,0.29511,489.038,,418.746,,486.595,,470.423,,65.1,20.5,894.223,,3648.91,891.578,,3652.0
2025-12-31 17:50:00,20.2538,0.06695,-0.3457,20.1126,-0.89161,0.29506,489.161,,418.654,,487.193,,471.037,,65.1,,894.183,,3649.55,891.587,,3653.09
2025-12-31 18:00:00,,,,19.9816,-0.89157,0.29704,489.069,,418.715,,,,,,66.4,20.1,894.268,,3652.46,891.511,,3656.64
2025-12-31 18:10:00,20.0523,0.06776,-0.34597,19.9292,-0.88967,0.29448,489.084,,418.792,,486.641,,470.33,,72.0,20.0,894.29,,3654.64,891.853,,3660.47
2025-12-31 18:20:00,19.8894,0.06825,-0.34638,19.8799,-0.89046,0.29455,489.069,,,,487.116,,470.376,,,19.8,894.179,,3659.74,891.538,,3666.39
2025-12-31 18:40:00,19.7788,0.06659,-0.34435,19.8019,-0.88797,0.29547,489.177,,418.777,,486.625,,470.515,,71.3,19.7,,,,,,
2025-12-31 18:50:00,19.7701,0.06767,-0.34532,19.7757,-0.89033,0.29539,488.623,,418.777,,486.687,,471.052,,72.4,19.7,894.219,,3665.21,891.547,,3673.88
2025-12-31 19:00:00,,,,19.7653,-0.88969,0.29463,489.115,,418.7,,487.147,,470.392,,,19.7,894.125,,3666.85,891.986,,3676.52
2025-12-31 19:10:00,19.7669,0.0679,-0.34371,19.7557,-0.89241,0.2969,489.115,,418.654,,486.641,,470.883,,70.9,19.8,894.161,,3668.04,891.8,,3678.35
2025-12-31 19:20:00,19.7574,0.06736,-0.34688,,,,489.13,,418.731,,486.579,,470.96,,71.3,19.7,894.205,,3668.77,891.751,,3679.27
2025-12-31 19:30:00,19.747,0.06727,-0.34501,19.751,-0.88998,0.29727,,,,,486.641,,470.469,,71.0,19.7,894.343,,3670.96,891.551,,3680.54
2025-12-31 19:40:00,19.7287,0.06691,-0.34692,,,,489.054,,418.623,,486.641,,470.469,,71.2,19.7,894.21,,3671.59,891.667,,3682.56
2025-12-31 19:50:00,19.7358,0.06741,-0.34586,19.7279,-0.89031,0.29552,489.038,,418.777,,486.595,,470.438,,70.6,19.7,894.157,,3673.42,891.609,,3683.01
2025-12-31 20:00:00,19.7366,0.06747,-0.3461,,,,489.115,,418.792,,487.132,,471.129,,71.2,19.7,894.823,,3673.97,891.742,,3684.57
2025-12-31 20:10:00,19.7183,0.06763,-0.34622,19.7279,-0.88994,0.29693,488.992,,418.654,,487.086,,471.052,,71.7,,894.188,,3676.98,891.786,,3689.05
2025-12-31 20:20:00,19.6729,0.06723,-0.34631,19.6395,-0.89,0.29654,488.977,,,,486.595,,470.991,,72.7,19.6,894.201,,3679.36,891.711,,3691.43
2025-12-31 20:30:00,19.5901,0.06793,-0.34757,19.567,-0.89096,0.29723,489.177,,418.792,,487.101,,470.96,,73.3,19.4,894.139,,3682.19,891.724,,3694.63
2025-12-31 20:40:00,19.5471,0.06645,-0.34498,19.5175,-0.88963,0.2963,489.161,,418.761,,,,470.914,,73.7,19.3,894.139,,3684.48,891.862,,3697.29
2025-12-31 21:20:00,,,,,,,,,418.869,,,,471.067,,,,,,,,,
2025-12-31 21:30:00,19.2133,0.06809,-0.34569,19.3236,-0.88984,0.29814,488.546,,,,486.748,,470.975,,75.9,18.9,894.108,,3701.69,891.924,,3721.43
2025-12-31 21:40:00,19.1525,0.06655,-0.34653,19.2693,-0.89042,0.29539,489.115,,419.269,,486.641,,470.806,,78.6,18.7,894.081,,3705.08,892.313,,3725.57
2025-12-31 21:50:00,19.0765,0.06801,-0.34556,,,,489.146,,418.777,,486.625,,471.052,,78.5,18.6,894.077,,3709.12,891.969,,3731.92
2025-12-31 22:00:00,18.9924,0.0668,-0.34695,19.1374,-0.89053,0.29764,489.069,,418.777,,486.656,,471.083,,79.6,,894.055,,3713.53,891.951,,3736.99
2025-12-31 22:10:00,18.9852,0.06782,-0.34672,19.1117,-0.89063,0.29739,,,418.715,,486.641,,471.083,,80.2,18.4,894.023,,3717.2,892.428,,3741.14
2025-12-31 22:20:00,18.97,0.0678,-0.34707,19.0877,-0.8898,0.29758,489.115,,418.731,,487.132,,470.438,,78.0,18.4,894.13,,3719.41,892.004,,3744.27
2025-12-31 22:30:00,18.9836,0.06693,-0.34602,19.0461,-0.89008,0.29751,488.484,,418.715,,486.687,,470.945,,77.3,18.5,894.068,,3723.46,892.03,,3749.81
2025-12-31 22:40:00,18.9756,0.06717,-0.34704,18.9901,-0.8904,0.296,489.023,,418.807,,486.579,,470.53,,,18.7,893.975,,3729.62,892.044,,3756.37
2025-12-31 22:50:00,18.9484,0.06703,-0.34574,18.9812,-0.88934,0.29832,488.515,,418.823,,486.595,,470.53,,76.5,18.5,894.037,,3733.4,892.03,,3760.16
2025-12-31 23:00:00,18.9195,0.06723,-0.34529,18.9772,-0.88959,0.29878,489.13,,418.669,,,,470.561,,76.3,18.5,893.992,,3738.1,892.11,,3762.65
2025-12-31 23:10:00,18.8073,0.06847,-0.34649,,,,489.1,,,,487.178,,470.837,,78.8,18.3,893.966,,3742.43,892.119,,3767.46
2025-12-31 23:20:00,18.6804,0.06864,-0.34745,18.8337,-0.88914,0.29808,489.1,,418.807,,486.595,,470.96,,80.2,18.2,893.961,,3751.56,892.145,,3776.91
2025-12-31 23:30:00,18.5816,0.06832,-0.34969,18.7912,-0.8904,0.2973,488.623,,418.761,,486.595,,470.868,,82.7,18.0,893.944,,3757.75,892.176,,3781.64
2025-12-31 23:40:00,18.4464,0.06802,-0.34788,18.7342,-0.8892,0.29778,489.007,,418.792,,486.533,,470.484,,82.7,17.9,893.935,,3762.75,892.189,,3788.04
2025-12-31 23:50:00,18.3949,0.06998,-0.3488,,,,489.146,,418.823,,487.086,,470.991,,82.5,17.9,893.895,,3770.24,892.247,,3796.22
2026-01-01 00:00:00,18.3812,0.06851,-0.34756,18.6129,-0.88979,0.29834,489.115,,418.238,,486.625,,470.975,,83.9,17.8,893.895,,3777.47,892.327,,3804.4
2026-01-01 00:10:00,18.3602,0.06784,-0.34676,18.6033,-0.8896,0.29837,489.1,,,,487.101,,470.177,,82.8,17.8,893.877,,3780.99,892.287,,3807.01
2026-01-01 00:20:00,18.3949,0.06725,-0.34645,18.6153,-0.88998,0.29819,489.054,,418.792,,,,470.945,,83.0,17.7,893.881,,3782.66,892.327,,3808.87
2026-01-01 00:30:00,,,,18.6756,-0.88936,0.29898,489.1,,418.654,,487.132,,470.407,,81.0,17.9,893.864,,3782.1,892.282,,3806.91
2026-01-01 00:40:00,18.4834,0.06776,-0.34661,18.694,-0.88926,0.29902,,,,,486.549,,470.591,,79.4,18.1,893.855,,3782.94,892.291,,3810.73
2026-01-01 00:50:00,18.5687,0.0683,-0.346,,,,489.038,,418.854,,486.595,,471.129,,78.4,18.1,893.85,,3783.31,892.26,,3806.92
2026-01-01 01:00:00,18.6346,0.06842,-0.34618,18.8137,-0.8918,0.30085,489.069,,418.823,,486.564,,470.484,,78.8,18.1,893.846,,3783.31,892.287,,3803.47
2026-01-01 01:10:00,18.6451,0.06775,-0.34773,18.6523,-0.89051,0.29709,489.084,,418.777,,486.564,,470.96,,80.4,17.9,893.819,,3791.76,892.446,,3810.08
2026-01-01 01:20:00,18.686,0.06817,-0.34703,18.6073,-0.89091,0.29778,489.023,,418.823,,486.625,,470.914,,80.6,17.7,893.877,,3798.35,892.265,,3819.4
2026-01-01 01:30:00,18.67,0.06813,-0.3473,,,,488.977,,418.823,,486.533,,470.315,,83.1,17.8,893.788,,3798.26,892.243,,3814.83
2026-01-01 01:40:00,18.6346,0.06638,-0.34661,18.6386,-0.89147,0.29902,489.115,,418.807,,487.178,,470.975,,82.7,17.7,893.784,,3800.49,892.455,,3811.94
2026-01-01 01:50:00,18.5526,0.06708,-0.34813,18.6531,-0.89083,0.29739,489.084,,419.315,,486.641,,470.53,,83.3,17.7,893.793,,3800.03,892.185,,3811.2
2026-01-01 02:00:00,18.5832,0.06785,-0.34735,18.5558,-0.89135,0.29766,489.146,,418.823,,486.533,,470.822,,,17.6,893.771,,3804.22,892.309,,3819.12
2026-01-01 02:10:00,18.5397,0.06696,-0.34853,18.5639,-0.89077,0.2982,489.1,,419.3,,487.101,,471.067,,85.1,17.5,893.81,,3807.29,892.455,,3819.77
2026-01-01 02:20:00,18.4875,0.06566,-0.3481,18.5904,-0.88951,0.29868,489.007,,418.838,,486.625,,470.346,,85.5,17.4,893.771,,3806.92,892.185,,3817.72
2026-01-01 02:30:00,18.4738,0.06653,-0.34756,18.5212,-0.89095,0.29813,489.13,,419.284,,,,471.037,,85.2,17.3,893.753,,3813.25,892.216,,3821.08
2026-01-01 02:40:00,18.3707,0.06636,-0.34797,18.5269,-0.89099,0.29762,489.13,,418.838,,486.595,,471.083,,87.1,17.3,893.748,,3813.62,892.194,,3821.08
2026-01-01 02:50:00,,,,18.4158,-0.8925,0.29819,488.546,,418.761,,486.641,,470.515,,86.3,17.1,893.735,,3818.75,892.212,,3825.93
2026-01-01 03:00:00,18.394,0.06531,-0.34855,,,,,,418.869,,486.656,,471.052,,88.0,17.0,893.713,,3826.59,892.234,,3833.87
2026-01-01 03:10:00,18.4279,0.0656,-0.34907,18.2377,-0.89235,0.29728,489.177,,,,486.579,,,,88.2,17.0,893.704,,3827.24,892.234,,3835.37
2026-01-01 03:20:00,18.4745,0.06595,-0.34896,18.2143,-0.89111,0.29748,489.13,,419.192,,486.533,,470.469,,89.5,16.9,893.708,,3826.77,892.238,,3836.49
2026-01-01 03:30:00,18.3731,0.06485,-0.34886,18.2909,-0.8916,0.2978,,,418.869,,487.116,,470.991,,89.7,16.9,893.704,,3826.59,892.22,,3834.71
2026-01-01 03:40:00,18.2046,0.06662,-0.34871,18.2861,-0.89148,0.29789,488.577,,418.331,,487.116,,470.991,,88.9,16.9,893.7,,3828.64,892.203,,3833.69
2026-01-01 03:50:00,18.0367,0.06565,-0.34943,18.249,-0.89215,0.29776,489.023,,418.792,,486.595,,,,89.7,16.9,893.686,,3831.72,892.22,,3839.02
2026-01-01 04:00:00,18.0003,0.06568,-0.3497,18.224,-0.89179,0.29821,489.007,,418.807,,487.116,,470.284,,88.4,16.9,893.668,,3839.3,892.26,,3849.03
2026-01-01 04:10:00,18.1198,0.06667,-0.34847,18.1982,-0.891,0.29806,,,418.777,,486.595,,470.499,,88.9,,893.722,,3843.04,892.256,,3853.15
2026-01-01 04:20:00,18.2531,0.06617,-0.34898,18.2103,-0.89272,0.29949,489.069,,,,487.162,,470.975,,88.8,17.1,893.646,,3844.25,892.251,,3852.49
2026-01-01 04:30:00,18.2715,0.0655,-0.3478,18.2442,-0.89231,0.29849,489.069,,418.684,,487.009,,470.975,,86.8,17.2,893.642,,3846.41,892.247,,3853.52
2026-01-01 04:40:00,18.3312,0.06652,-0.34771,18.2312,-0.89331,0.29966,489.023,,418.731,,487.178,,470.822,,86.2,17.4,893.615,,3856.9,892.309,,3865.62
2026-01-01 04:50:00,18.2046,0.06554,-0.34858,18.2304,-0.89305,0.29871,,,418.623,,487.178,,,,85.1,17.3,893.606,,3857.74,892.309,,3869.75
2026-01-01 05:00:00,18.1586,0.06449,-0.34841,18.2458,-0.8932,0.29919,489.1,,418.823,,487.116,,470.361,,85.4,17.4,893.597,,3857.84,892.313,,3870.69
2026-01-01 05:10:00,18.1401,0.06583,-0.34966,18.2191,-0.89303,0.29789,489.1,,418.777,,487.086,,470.591,,85.2,17.4,893.593,,3857.74,892.331,,3874.64
2026-01-01 05:20:00,18.0868,0.06543,-0.34907,18.2199,-0.8933,0.29888,489.038,,418.869,,487.101,,470.837,,84.1,,893.584,,3861.31,892.331,,3878.97
2026-01-01 05:30:00,18.1828,0.06542,-0.34848,18.228,-0.89247,0.29777,489.054,,418.746,,486.61,,470.929,,84.6,,893.584,,3861.49,892.335,,3880.0
2026-01-01 05:40:00,18.228,0.06488,-0.34907,18.2296,-0.89351,0.29972,489.13,,418.792,,486.533,,,,83.4,17.5,893.558,,3861.59,892.296,,3879.06
2026-01-01 05:50:00,18.0956,0.06453,-0.34866,18.1344,-0.89511,0.29852,489.1,,418.7,,486.656,,470.469,,83.4,17.5,893.562,,3867.69,892.353,,3886.59
2026-01-01 06:00:00,18.1481,0.06488,-0.34888,18.1457,-0.89256,0.29753,488.5,,419.192,,487.254,,470.423,,84.3,17.4,893.522,,3872.76,892.388,,3892.15
2026-01-01 06:10:00,18.1376,0.06519,-0.34888,18.1982,-0.8935,0.29776,489.1,,418.869,,486.671,,470.423,,84.0,17.4,893.535,,3872.48,892.38,,3892.05
2026-01-01 06:20:00,17.9728,0.06556,-0.34704,18.0714,-0.89277,0.29962,489.069,,418.792,,486.656,,470.484,,83.7,17.4,893.535,,3879.91,892.411,,3900.54
2026-01-01 06:30:00,17.951,0.06562,-0.34897,18.0601,-0.89241,0.29873,489.1,,,,,,470.515,,83.7,17.5,893.491,,3889.42,892.464,,3910.36
2026-01-01 06:40:00,17.9882,0.06545,-0.34855,18.0739,-0.89334,0.2965,488.946,,418.638,,,,470.96,,83.7,17.5,893.478,,3892.81,892.472,,3912.35
2026-01-01 06:50:00,18.0205,0.06565,-0.34908,,,,488.577,,,,,,470.392,,83.6,17.5,893.522,,3894.69,892.543,,3912.63
2026-01-01 07:00:00,18.0164,0.06482,-0.34819,18.1029,-0.89233,0.29927,,,,,,,471.006,,83.5,17.5,893.469,,3895.26,892.459,,3914.24
2026-01-01 07:10:00,18.1142,0.066,-0.348,18.1069,-0.89288,0.29896,489.13,,418.823,,487.178,,470.96,,83.8,17.5,893.433,,3898.0,892.579,,3916.98
2026-01-01 07:20:00,18.1223,0.06547,-0.34723,18.1731,-0.89214,0.29986,489.1,,418.746,,487.178,,470.392,,82.9,,893.456,,3895.35,892.521,,3914.62
2026-01-01 07:30:00,18.0278,0.06604,-0.34764,18.136,-0.89208,0.29906,489.177,,419.223,,487.147,,471.083,,83.3,17.6,893.433,,3899.22,892.782,,3918.78
2026-01-01 07:40:00,18.052,0.06587,-0.34799,18.1594,-0.89141,0.29908,488.992,,418.238,,486.717,,470.484,,82.4,17.7,893.429,,3904.51,892.517,,3920.58
2026-01-01 07:50:00,18.0351,0.06542,-0.34882,18.1853,-0.89246,0.30114,489.161,,418.761,,486.656,,470.438,,81.8,,893.402,,3905.73,892.734,,3923.42
2026-01-01 08:00:00,18.1441,0.06735,-0.34819,,,,488.607,,418.546,,486.595,,471.037,,81.2,17.8,893.447,,3906.68,892.592,,3922.09
2026-01-01 08:10:00,18.1505,0.06763,-0.34713,,,,489.069,,418.777,,487.07,,471.113,,,17.9,893.456,,3906.87,892.654,,3922.76
2026-01-01 08:20:00,18.2087,0.06749,-0.3466,18.3562,-0.8904,0.29955,489.023,,418.792,,486.671,,470.96,,80.5,18.0,893.473,,3906.68,892.849,,3921.34
2026-01-01 08:30:00,18.3014,0.06809,-0.3479,18.4222,-0.89237,0.30086,489.054,,418.761,,487.101,,471.006,,79.0,18.3,893.38,,3905.64,892.605,,3919.92
2026-01-01 08:40:00,,,,18.5679,-0.88963,0.30108,489.084,,418.792,,487.193,,470.822,,77.9,18.3,893.376,,3902.62,892.804,,3914.9
2026-01-01 08:50:00,18.4198,0.06716,-0.34683,18.5968,-0.89069,0.30139,489.007,,418.7,,486.702,,471.037,,78.1,18.5,893.438,,3903.94,892.636,,3913.58
2026-01-01 09:00:00,18.485,0.06652,-0.34582,18.6595,-0.89064,0.30038,489.054,,418.746,,486.779,,470.576,,76.9,18.6,893.42,,3906.4,892.68,,3911.97
2026-01-01 09:10:00,18.5229,0.06955,-0.34733,18.7374,-0.89008,0.30239,489.069,,,,486.61,,470.545,,75.7,19.0,893.895,,3907.15,892.849,,3910.36
2026-01-01 09:20:00,18.6249,0.0683,-0.34576,18.8481,-0.89064,0.30215,488.5,,418.346,,487.208,,470.883,,,,893.38,,3904.32,892.698,,3904.22
2026-01-01 09:30:00,,,,,,,,,418.315,,,,,,,,893.402,,3900.54,892.773,,3897.9
2026-01-01 09:40:00,18.9924,0.06852,-0.34477,19.2628,-0.89074,0.30148,488.577,,418.807,,486.625,,470.515,,,,893.562,,3889.98,892.685,,3883.01
2026-01-01 09:50:00,19.0085,0.06608,-0.34121,19.314,-0.89126,0.30116,489.054,,418.792,,487.132,,470.423,,71.1,20.0,893.54,,3881.13,892.672,,3872.48
2026-01-01 10:00:00,19.3348,0.0673,-0.34538,19.5247,-0.89035,0.30179,489.007,,418.7,,486.61,,471.037,,,,893.5,,3869.28,892.68,,3860.74
2026-01-01 10:10:00,19.3444,0.06867,-0.34448,19.4457,-0.89119,0.301,488.546,,418.777,,486.656,,470.484,,68.3,20.8,893.495,,3857.27,892.424,,3850.62
2026-01-01 10:20:00,19.3395,0.0684,-0.34411,19.3691,-0.88984,0.30092,489.023,,418.654,,,,,,68.6,20.8,893.54,,3851.18,892.667,,3847.72
2026-01-01 10:30:00,19.3627,0.06734,-0.34484,19.3595,-0.8908,0.30115,489.1,,418.207,,486.641,,470.898,,69.9,20.6,893.58,,3843.41,892.495,,3840.89
2026-01-01 10:40:00,19.4146,0.06972,-0.34425,19.5071,-0.89078,0.30116,488.5,,418.807,,,,470.376,,,20.5,893.58,,3836.02,892.685,,3827.52
2026-01-01 10:50:00,19.3244,0.06816,-0.34471,19.3523,-0.8908,0.2997,488.638,,418.777,,487.101,,470.929,,70.6,20.3,893.713,,3833.59,892.517,,3830.6
2026-01-01 11:00:00,19.4832,0.06783,-0.34251,19.48,-0.89057,0.29991,489.054,,418.207,,486.61,,470.914,,,21.1,893.651,,3828.45,892.49,,3824.25
2026-01-01 11:10:00,,,,19.817,-0.89158,0.30144,489.13,,418.777,,486.579,,,,65.6,,893.797,,3815.86,892.375,,3808.59
2026-01-01 11:20:00,19.7287,0.06883,-0.34413,19.8504,-0.89047,0.30188,489.115,,419.115,,487.208,,,,67.2,21.1,893.784,,3800.21,892.313,,3796.87
