data_time,QH-0-0D-QJ-1_temperature,QH-0-0D-QJ-1_xAxisAngle,QH-0-0D-QJ-1_yAxisAngle,QH-0-1D-QJ-1_temperature,QH-0-1D-QJ-1_xAxisAngle,QH-0-1D-QJ-1_yAxisAngle,QH-0-1L-LX-1_beamPierRelativeDisplacement,QH-0-1L-LX-1_measureDisplacement,QH-0-1L-LX-2_beamPierRelativeDisplacement,QH-0-1L-LX-2_measureDisplacement,QH-0-1L-LX-3_beamPierRelativeDisplacement,QH-0-1L-LX-3_measureDisplacement,QH-0-1L-LX-4_beamPierRelativeDisplacement,QH-0-1L-LX-4_measureDisplacement,QH-0-1L-WSD-1_humidity,QH-0-1L-WSD-1_temperature,QH-0-1L-YB-1_frequency,QH-0-1L-YB-1_strain,QH-0-1L-YB-1_temperature,QH-0-1L-YB-2_frequency,QH-0-1L-YB-2_strain,QH-0-1L-YB-2_temperature
2025-12-23 19:40:00,22.1992,-0.04572,0.0282,,,,,,,,,,,,,,,,,,,
2025-12-23 19:50:00,22.1076,-0.04655,0.0268,21.9454,-0.17503,0.48364,,,,,,,,,,,,,,,,
2025-12-23 20:00:00,22.0739,-0.04618,0.02771,21.9078,-0.17582,0.48177,490.03,,536.568,,469.35,,529.9,,,,,,,,,
2025-12-23 20:10:00,22.0254,-0.04697,0.02757,21.8756,-0.17718,0.4827,490.107,,536.46,,468.858,,529.961,,,,,,,,,
2025-12-23 20:20:00,21.8803,-0.04641,0.02697,21.7014,-0.17503,0.48176,490.045,,537.228,,468.842,,,,,,,,,,,
2025-12-23 20:30:00,21.6755,-0.04575,0.02691,21.5199,-0.17567,0.482,489.999,,537.136,,468.904,,529.454,,,,,,,,,
2025-12-23 20:40:00,21.5522,-0.04531,0.02592,21.3815,-0.17539,0.48155,490.061,,536.568,,468.873,,529.961,,,,,,,,,
2025-12-23 20:50:00,21.5262,-0.04632,0.02693,21.3634,-0.17503,0.481,490.03,,,,469.012,,530.115,,,,,,,,,
2025-12-23 21:00:00,21.4869,-0.04591,0.02634,,,,489.999,,537.074,,469.181,,529.946,,,,,,,,,
2025-12-23 21:10:00,21.3973,-0.04439,0.02738,,,,490.03,,536.568,,,,529.946,,,,,,,,,
2025-12-23 21:20:00,21.4248,-0.0464,0.02527,21.2485,-0.17495,0.47965,490.107,,536.568,,469.104,,529.93,,,,,,,,,
2025-12-23 21:30:00,21.4492,-0.04534,0.02609,21.2438,-0.17529,0.48112,490.045,,536.568,,469.15,,530.023,,,,,,,,,
2025-12-23 21:40:00,21.4783,-0.04538,0.02593,,,,490.061,,536.553,,,,530.038,,,,,,,,,
2025-12-23 21:50:00,21.4248,-0.04592,0.02635,21.0145,-0.17347,0.47904,489.999,,536.614,,469.612,,530.484,,,,,,,,,
2025-12-23 22:00:00,21.2304,-0.0454,0.02664,20.9948,-0.17363,0.47762,,,537.213,,469.273,,530.007,,,,,,,,,
2025-12-23 22:10:00,21.0728,-0.04501,0.0256,20.994,-0.17447,0.47832,489.968,,537.197,,469.427,,529.9,,,,,,,,,
2025-12-23 22:20:00,21.0224,-0.04459,0.02585,21.0066,-0.1739,0.47841,489.922,,536.368,,,,529.838,,,,,,,,,
2025-12-23 22:30:00,21.0508,-0.04497,0.02578,,,,489.799,,536.322,,469.443,,529.5,,,,,,,,,
2025-12-23 22:40:00,21.0247,-0.04495,0.02627,20.8804,-0.17427,0.47795,489.677,,536.737,,469.458,,530.53,,,,,,,,,
2025-12-23 22:50:00,21.1414,-0.04526,0.02572,20.7437,-0.17415,0.47822,490.183,,536.368,,469.52,,530.053,,,,,,,,,
2025-12-23 23:00:00,21.0602,-0.04466,0.02517,20.7548,-0.17425,0.47557,489.753,,536.353,,470.289,,529.946,,,,,,,,,
2025-12-23 23:10:00,21.132,-0.04542,0.02592,20.7035,-0.17495,0.47671,490.183,,536.292,,470.243,,529.484,,,,,,,,,
2025-12-23 23:20:00,21.0539,-0.045,0.02591,,,,490.199,,536.322,,469.735,,529.992,,,,,,,,,
2025-12-23 23:30:00,21.1674,-0.04519,0.02703,20.8014,-0.17425,0.47611,489.815,,536.322,,469.781,,529.946,,,,,,,,,
2025-12-23 23:40:00,21.269,-0.04474,0.02633,20.8251,-0.17419,0.47573,489.815,,536.384,,469.766,,,,,,,,,,,
2025-12-23 23:50:00,21.1359,-0.04578,0.02663,20.8756,-0.17478,0.47623,489.769,,,,469.766,,529.976,,,,,,,,,
2025-12-24 00:00:00,21.087,-0.04514,0.02552,20.7145,-0.17401,0.4741,,,536.338,,470.258,,529.992,,,,,,,,,
2025-12-24 00:10:00,21.0602,-0.04477,0.02677,20.6426,-0.17471,0.47378,489.799,,536.86,,,,530.007,,,,,,,,,
2025-12-24 00:20:00,20.9845,-0.04422,0.02554,,,,489.769,,536.322,,470.304,,529.93,,,,,,,,,
2025-12-24 00:30:00,20.7864,-0.04491,0.02621,20.5414,-0.17511,0.47351,489.738,,536.813,,470.397,,,,,,,,,,,
2025-12-24 00:40:00,20.8472,-0.04392,0.02549,20.5358,-0.17483,0.47265,489.677,,536.798,,,,530.023,,,,,,,,,
2025-12-24 00:50:00,20.9474,-0.04461,0.02709,,,,489.83,,536.706,,470.381,,529.976,,,,,,,,,
2025-12-24 01:00:00,,,,20.4258,-0.17424,0.47311,,,,,470.304,,529.93,,,,,,,,,
2025-12-24 01:10:00,20.69,-0.04369,0.02582,,,,489.753,,536.752,,470.397,,529.976,,,,,,,,,
2025-12-24 01:20:00,20.7919,-0.04462,0.02585,20.618,-0.1749,0.47235,489.631,,536.246,,,,529.961,,,,,,,,,
2025-12-24 01:30:00,20.7872,-0.04542,0.02537,20.6616,-0.17388,0.47275,489.631,,536.813,,470.505,,529.884,,,,,,,,,
2025-12-24 01:40:00,20.6552,-0.04481,0.02504,20.5208,-0.17397,0.4726,490.291,,,,470.597,,529.976,,,,,,,,,
2025-12-24 01:50:00,20.5959,-0.04519,0.02594,20.4108,-0.17391,0.47256,490.214,,536.307,,470.581,,530.007,,,,,,,,,
2025-12-24 02:00:00,,,,20.2157,-0.17345,0.46996,489.83,,536.783,,,,529.946,,,,,,,,,
2025-12-24 02:10:00,20.7919,-0.04494,0.02511,20.303,-0.17388,0.47167,489.83,,536.307,,470.612,,530.438,,,,,,,,,
2025-12-24 02:20:00,20.7848,-0.04511,0.02454,20.4068,-0.17474,0.47178,489.723,,536.691,,470.612,,529.992,,,,,,,,,
2025-12-24 02:30:00,20.5722,-0.04505,0.02397,20.3379,-0.17418,0.47061,489.477,,536.138,,470.843,,529.884,,,,,,,,,
2025-12-24 02:40:00,20.2451,-0.04514,0.02471,,,,489.477,,536.107,,470.858,,529.93,,,,,,,,,
2025-12-24 02:50:00,,,,,,,489.431,,536.046,,,,529.93,,,,,,,,,
2025-12-24 03:00:00,,,,20.1714,-0.1736,0.46992,490.137,,536.153,,471.259,,,,,,,,,,,
2025-12-24 03:10:00,20.4218,-0.04452,0.0263,20.0531,-0.17394,0.4696,490.107,,536.092,,470.782,,,,,,,,,,,
2025-12-24 03:20:00,20.5184,-0.04486,0.02451,20.0316,-0.17345,0.46847,489.538,,536.506,,470.858,,529.869,,,,,,,,,
2025-12-24 03:30:00,20.429,-0.04478,0.02512,20.1222,-0.17417,0.46843,489.999,,536.092,,470.874,,529.946,,,,,,,,,
2025-12-24 03:40:00,,,,20.1118,-0.17285,0.46864,489.554,,536.491,,,,529.853,,,,,,,,,
2025-12-24 03:50:00,,,,20.1507,-0.17332,0.4693,489.631,,536.537,,470.874,,529.992,,,,,,,,,
2025-12-24 04:00:00,20.735,-0.04549,0.02542,,,,489.492,,536.153,,470.858,,530.038,,,,,,,,,
2025-12-24 04:10:00,,,,20.088,-0.17368,0.46973,489.477,,,,470.766,,529.93,,,,,,,,,
2025-12-24 04:30:00,20.3062,-0.04378,0.02371,20.0356,-0.17403,0.47005,489.6,,536.553,,471.289,,529.884,,,,,,,,,
2025-12-24 04:40:00,20.3426,-0.04484,0.02441,20.0396,-0.17426,0.4696,489.508,,536.537,,471.243,,529.976,,,,,,,,,
2025-12-24 04:50:00,,,,20.1245,-0.17362,0.46939,489.462,,,,470.874,,529.992,,,,,,,,,
2025-12-24 05:00:00,20.5255,-0.04517,0.02518,20.1841,-0.17447,0.46928,489.523,,536.138,,,,529.992,,,,,,,,,
2025-12-24 05:10:00,20.5192,-0.0455,0.02403,20.2039,-0.17444,0.46808,489.4,,536.23,,,,529.992,,,,,,,,,
2025-12-24 05:20:00,20.5699,-0.04557,0.02485,20.2253,-0.17354,0.46766,489.323,,536.153,,470.843,,529.869,,,,,,,,,
2025-12-24 05:30:00,20.6544,-0.04414,0.02543,20.3711,-0.17401,0.46887,489.339,,536.061,,470.858,,529.946,,,,,,,,,
2025-12-24 05:40:00,,,,20.3648,-0.17391,0.46871,489.431,,536.153,,470.797,,529.992,,,,,,,,,
2025-12-24 05:50:00,20.6916,-0.04447,0.02473,20.4012,-0.17392,0.46883,488.878,,536.138,,470.828,,529.976,,,,,,,,,
2025-12-24 06:00:00,20.7058,-0.0458,0.02496,,,,489.354,,536.107,,,,529.884,,,,,,,,,
2025-12-24 06:10:00,20.7035,-0.04533,0.02415,20.3965,-0.17318,0.46916,489.354,,536.43,,470.797,,529.454,,,,,,,,,
2025-12-24 06:20:00,20.5152,-0.04531,0.02483,20.5223,-0.17375,0.46862,489.462,,536.092,,470.828,,529.976,,,,,,,,,
2025-12-24 06:30:00,20.5635,-0.04593,0.02595,20.5184,-0.17422,0.46847,489.354,,536.445,,470.858,,529.961,,,,,,,,,
2025-12-24 06:40:00,,,,20.4226,-0.17393,0.46772,489.477,,,,471.289,,529.961,,,,,,,,,
2025-12-24 06:50:00,20.4218,-0.04462,0.024,,,,489.339,,536.476,,470.858,,529.408,,,,,,,,,
2025-12-24 07:00:00,,,,20.3268,-0.17423,0.46911,489.922,,536.43,,,,530.007,,,,,,,,,
2025-12-24 07:10:00,,,,,,,489.492,,,,470.782,,,,,,,,,,,
2025-12-24 07:20:00,20.2713,-0.04581,0.02612,20.2975,-0.17327,0.4678,488.939,,536.061,,,,,,,,,,,,,
2025-12-24 07:30:00,20.3299,-0.0446,0.02433,20.3204,-0.17434,0.46709,490.014,,536.092,,471.043,,529.9,,,,,,,,,
2025-12-24 07:40:00,,,,20.3442,-0.17314,0.46789,489.4,,536.046,,471.059,,530.053,,,,,,,,,
2025-12-24 07:50:00,20.4329,-0.04519,0.02416,20.387,-0.17418,0.46958,489.446,,536.153,,470.997,,529.93,,,,,,,,,
2025-12-24 08:00:00,20.5128,-0.04475,0.0254,20.4108,-0.17479,0.46757,489.4,,535.985,,470.966,,529.915,,,,,,,,,
2025-12-24 08:10:00,20.5888,-0.04519,0.02539,20.4392,-0.17387,0.46767,489.477,,536.414,,,,529.93,,,,,,,,,
2025-12-24 08:20:00,20.6845,-0.04475,0.02589,,,,489.416,,536.077,,471.089,,530.038,,,,,,,,,
2025-12-24 08:30:00,20.8014,-0.04473,0.0251,20.6971,-0.17502,0.46773,489.4,,536.522,,471.012,,530.514,,,,,,,,,
2025-12-24 08:40:00,20.7777,-0.04473,0.0251,20.7509,-0.17307,0.46766,489.416,,536.061,,471.043,,530.038,,,,,,,,,
2025-12-24 08:50:00,,,,,,,489.462,,536.077,,471.443,,530.023,,,,,,,,,
2025-12-24 09:00:00,20.9403,-0.04494,0.0258,20.8409,-0.17329,0.46779,489.462,,536.491,,471.089,,529.992,,,,,,,,,
2025-12-24 09:10:00,21.1926,-0.04581,0.02664,20.9514,-0.17537,0.46882,489.4,,536.015,,470.982,,529.869,,,,,,,,,
2025-12-24 09:20:00,22.3557,-0.04571,0.02675,21.2541,-0.17492,0.46958,489.354,,536.092,,470.997,,529.93,,,,,,,,,
2025-12-24 09:30:00,22.0567,-0.04566,0.02656,21.2698,-0.17458,0.46949,489.446,,536.031,,471.028,,529.992,,,,,,,,,
2025-12-24 09:40:00,23.2159,-0.04823,0.0291,21.5349,-0.17516,0.47118,489.477,,536.399,,470.951,,529.976,,,,,,,,,
2025-12-24 09:50:00,22.4582,-0.04666,0.02588,21.56,-0.17537,0.47101,489.477,,536.061,,470.874,,530.023,,,,,,,,,
2025-12-24 10:00:00,22.5309,-0.04579,0.02691,21.6865,-0.17447,0.4709,489.446,,536.491,,470.797,,529.992,,,,,,,,,
2025-12-24 10:10:00,23.6555,-0.05009,0.02904,21.8882,-0.17445,0.47319,489.492,,536.107,,471.228,,529.961,,,,,,,,,
2025-12-24 10:20:00,27.9574,-0.05618,0.03226,22.1476,-0.17529,0.47348,489.462,,536.46,,470.766,,530.023,,,,,,,,,
2025-12-24 10:30:00,27.9189,-0.05521,0.03067,22.2259,-0.17555,0.47477,489.492,,536.184,,471.136,,529.9,,,,,,,,,
2025-12-24 10:40:00,26.483,-0.05352,0.02862,22.3104,-0.17413,0.47488,489.431,,536.184,,470.612,,529.9,,,,,,,,,
2025-12-24 10:50:00,30.0952,-0.05791,0.03258,22.5309,-0.17414,0.47655,489.446,,536.261,,470.597,,529.915,,,,,,,,,
2025-12-24 11:00:00,29.7263,-0.05699,0.03248,22.6723,-0.17636,0.47664,489.446,,536.23,,470.797,,529.946,,,,,,,,,
2025-12-24 11:10:00,30.588,-0.05684,0.03438,22.7504,-0.1743,0.47719,490.045,,536.23,,470.351,,529.976,,,,,,,,,
2025-12-24 11:20:00,30.6947,-0.05871,0.03655,22.9228,-0.17284,0.47951,490.153,,536.721,,470.751,,529.515,,,,,,,,,
2025-12-24 11:30:00,31.639,-0.06025,0.03291,23.1154,-0.17644,0.48057,489.6,,536.599,,470.705,,529.546,,,,,,,,,
2025-12-24 11:40:00,30.0652,-0.05894,0.03205,23.254,-0.17572,0.47982,489.615,,536.86,,470.551,,529.869,,,,,,,,,
2025-12-24 11:50:00,28.9946,-0.05639,0.02949,23.3365,-0.1763,0.48149,489.753,,536.399,,470.027,,529.93,,,,,,,,,
2025-12-24 12:00:00,26.4745,-0.05315,0.02835,23.4385,-0.17577,0.48185,490.26,,537.136,,470.043,,529.823,,,,,,,,,
2025-12-24 12:10:00,26.2562,-0.05514,0.02366,23.5855,-0.17741,0.48362,489.723,,537.274,,469.766,,529.884,,,,,,,,,
2025-12-24 12:20:00,26.0324,-0.05372,0.02791,23.7247,-0.17537,0.48355,490.153,,536.414,,469.673,,529.976,,,,,,,,,
2025-12-24 12:30:00,25.8842,-0.05266,0.02763,23.7666,-0.17618,0.48397,489.769,,536.506,,469.52,,530.038,,,,,,,,,
2025-12-24 12:40:00,25.9352,-0.05218,0.02883,23.9857,-0.17699,0.484,490.276,,536.522,,469.473,,529.807,,,,,,,,,
2025-12-24 12:50:00,25.9259,-0.05138,0.02833,24.175,-0.17702,0.48412,489.968,,536.66,,469.458,,529.961,,,,,,,,,
2025-12-24 13:00:00,25.8363,-0.05127,0.0283,24.1874,-0.17704,0.48532,489.907,,537.289,,469.473,,530.023,,,,,,,,,
2025-12-24 13:10:00,26.0617,-0.05187,0.0295,24.1114,-0.17672,0.48485,489.922,,537.381,,469.658,,529.961,,,,,,,,,
2025-12-24 13:20:00,25.9243,-0.05203,0.02878,24.1711,-0.17746,0.48469,490.076,,536.691,,469.058,,529.915,,,,,,,,,
2025-12-24 13:30:00,25.7352,-0.05155,0.02863,24.3293,-0.17644,0.48421,489.999,,537.366,,469.15,,529.961,,,,,,,,,
2025-12-24 13:40:00,25.3612,-0.05014,0.02887,24.472,-0.17733,0.48654,490.045,,537.458,,469.489,,529.946,,,,,,,,,
2025-12-24 13:50:00,25.6317,-0.05076,0.02982,24.5797,-0.17775,0.4848,490.076,,537.335,,469.443,,529.946,,,,,,,,,
2025-12-24 14:00:00,25.7916,-0.04974,0.02819,24.6649,-0.17852,0.48606,490.107,,537.397,,468.858,,529.992,,,,,,,,,
2025-12-24 14:10:00,25.9275,-0.05061,0.03028,24.7996,-0.17989,0.48794,490.122,,537.397,,468.919,,529.93,,,,,,,,,
2025-12-24 14:20:00,25.6796,-0.04953,0.03012,24.9204,-0.17732,0.48757,490.153,,537.351,,468.919,,529.638,,,,,,,,,
2025-12-24 14:30:00,25.5096,-0.0488,0.0303,24.9513,-0.17726,0.48902,490.122,,537.566,,468.935,,530.099,,,,,,,,,
2025-12-24 14:40:00,25.6734,-0.04914,0.03084,25.1092,-0.17964,0.48632,490.245,,537.596,,468.827,,530.069,,,,,,,,,
2025-12-24 14:50:00,25.6602,-0.04937,0.0293,25.1556,-0.1785,0.48776,490.137,,537.504,,468.919,,529.946,,,,,,,,,
2025-12-24 15:00:00,25.7259,-0.04797,0.03004,25.2445,-0.1773,0.48867,490.291,,537.658,,468.689,,530.238,,,,,,,,,
2025-12-24 15:10:00,25.9792,-0.04984,0.03145,25.2499,-0.17776,0.48873,490.291,,537.581,,468.673,,530.33,,,,,,,,,
2025-12-24 15:20:00,25.9954,-0.04848,0.03003,25.321,-0.17834,0.48876,490.398,,537.75,,468.719,,530.284,,,,,,,,,
2025-12-24 15:30:00,25.9707,-0.04896,0.03087,25.4833,-0.17877,0.48955,490.368,,537.105,,469.043,,530.345,,,,,,,,,
2025-12-24 15:40:00,25.8332,-0.04852,0.02993,25.498,-0.17999,0.49023,489.799,,537.197,,469.089,,530.33,,,,,,,,,
2025-12-24 15:50:00,25.9521,-0.05039,0.02961,25.4895,-0.17875,0.48999,490.306,,537.044,,468.919,,530.376,,,,,,,,,
2025-12-24 16:00:00,26.0224,-0.04871,0.03084,25.4857,-0.17853,0.48948,490.337,,537.044,,468.919,,529.715,,,,,,,,,
2025-12-24 16:10:00,25.9684,-0.04991,0.03004,25.4455,-0.17893,0.48927,490.89,,537.704,,468.827,,530.315,,,,,,,,,
2025-12-24 16:20:00,25.8039,-0.04846,0.02956,25.3512,-0.17911,0.48994,490.414,,537.75,,468.458,,530.222,,,,,,,,,
2025-12-24 16:30:00,25.6896,-0.04882,0.03046,25.3535,-0.17882,0.49036,490.337,,537.09,,468.488,,530.376,,,,,,,,,
2025-12-24 16:40:00,25.5784,-0.04891,0.031,25.2909,-0.17824,0.48943,490.352,,536.967,,468.473,,530.269,,,,,,,,,
2025-12-24 16:50:00,25.3404,-0.04796,0.03052,25.1649,-0.17878,0.48851,490.368,,537.55,,468.473,,530.238,,,,,,,,,
2025-12-24 17:00:00,25.1548,-0.04631,0.02945,24.9181,-0.17789,0.48989,490.414,,537.535,,468.381,,529.807,,,,,,,,,
2025-12-24 17:10:00,24.9761,-0.04742,0.02981,24.7632,-0.17769,0.49041,490.337,,537.642,,468.458,,530.284,,,,,,,,,
2025-12-24 17:20:00,24.9668,-0.0473,0.03142,24.7121,-0.1779,0.48911,490.337,,536.798,,468.504,,530.345,,,,,,,,,
2025-12-24 17:30:00,24.9544,-0.04598,0.02949,24.5479,-0.17818,0.48965,490.368,,537.351,,468.442,,530.361,,,,,,,,,
2025-12-24 17:40:00,24.7563,-0.04875,0.03072,24.2859,-0.17955,0.48573,490.368,,536.798,,468.827,,530.33,,,,,,,,,
2025-12-24 17:50:00,24.4991,-0.04649,0.03056,24.1261,-0.17827,0.48766,489.953,,536.875,,468.458,,530.407,,,,,,,,,
2025-12-24 18:00:00,24.2665,-0.04687,0.03052,23.734,-0.17863,0.48715,490.322,,537.397,,468.535,,530.361,,,,,,,,,
2025-12-24 18:10:00,24.1067,-0.04732,0.02998,23.6135,-0.17784,0.48575,490.306,,536.86,,468.581,,530.269,,,,,,,,,
2025-12-24 18:20:00,23.9709,-0.04756,0.02942,23.4253,-0.17901,0.48302,490.306,,537.351,,468.673,,530.269,,,,,,,,,
2025-12-24 18:30:00,23.7037,-0.04606,0.02917,23.3794,-0.17842,0.48643,490.322,,536.66,,468.689,,530.269,,,,,,,,,
2025-12-24 18:40:00,23.5676,-0.04685,0.03039,23.1582,-0.1782,0.48585,490.337,,536.737,,468.689,,530.269,,,,,,,,,
2025-12-24 18:50:00,23.4315,-0.04765,0.02984,23.0133,-0.17957,0.48521,490.383,,537.259,,468.704,,530.084,,,,,,,,,
2025-12-24 19:00:00,23.4401,-0.04699,0.02939,22.9977,-0.17791,0.48536,490.322,,536.614,,468.689,,530.023,,,,,,,,,
2025-12-24 19:10:00,23.4704,-0.04845,0.03067,23.0904,-0.17763,0.48829,490.798,,537.136,,468.735,,529.915,,,,,,,,,
2025-12-24 19:20:00,23.2641,-0.04676,0.02973,22.9657,-0.17697,0.48398,490.276,,537.09,,468.596,,530.007,,,,,,,,,
2025-12-24 19:30:00,23.2797,-0.0464,0.02935,22.8955,-0.17763,0.48306,490.398,,536.936,,468.689,,530.038,,,,,,,,,
2025-12-24 19:40:00,23.2641,-0.04654,0.03047,22.7589,-0.17658,0.48374,490.383,,536.967,,468.673,,529.992,,,,,,,,,
2025-12-24 19:50:00,23.1006,-0.04609,0.02961,22.7519,-0.17721,0.48412,490.352,,536.384,,469.104,,530.545,,,,,,,,,
2025-12-24 20:00:00,23.2221,-0.04621,0.02948,22.9579,-0.17747,0.48262,490.322,,537.09,,469.089,,530.007,,,,,,,,,
2025-12-24 20:10:00,23.219,-0.04673,0.02953,22.993,-0.17771,0.4819,490.276,,536.967,,468.689,,530.038,,,,,,,,,
2025-12-24 20:20:00,23.0514,-0.04729,0.02899,22.7433,-0.17642,0.48255,490.214,,537.013,,468.689,,529.946,,,,,,,,,
2025-12-24 20:30:00,22.6918,-0.04853,0.02785,22.5856,-0.17663,0.48218,490.168,,536.368,,468.627,,530.084,,,,,,,,,
2025-12-24 20:40:00,22.6293,-0.04652,0.02894,22.5129,-0.1759,0.48159,490.091,,536.353,,468.904,,529.946,,,,,,,,,
2025-12-24 20:50:00,22.748,-0.04739,0.02879,22.477,-0.17569,0.48298,489.938,,536.445,,468.889,,529.93,,,,,,,,,
2025-12-24 21:00:00,22.5942,-0.04695,0.02847,22.1812,-0.17582,0.48269,490.061,,536.43,,468.842,,530.084,,,,,,,,,
2025-12-24 21:10:00,22.5012,-0.04642,0.02963,22.1178,-0.17583,0.48116,489.999,,537.136,,468.904,,529.992,,,,,,,,,
2025-12-24 21:20:00,22.3894,-0.0468,0.02758,22.0128,-0.17509,0.4821,489.922,,537.136,,468.873,,529.438,,,,,,,,,
2025-12-24 21:30:00,22.1405,-0.04624,0.02871,21.7941,-0.17585,0.48034,490.46,,537.028,,468.904,,530.023,,,,,,,,,
2025-12-24 21:40:00,22.1789,-0.04729,0.02798,21.878,-0.17636,0.48185,490.076,,537.013,,468.919,,529.531,,,,,,,,,
2025-12-24 21:50:00,22.265,-0.04563,0.02753,21.9509,-0.17708,0.48054,490.122,,536.998,,469.35,,529.992,,,,,,,,,
2025-12-24 22:00:00,22.3589,-0.0484,0.02683,22.1108,-0.17561,0.48148,490.03,,536.43,,468.889,,530.099,,,,,,,,,
2025-12-24 22:10:00,22.5809,-0.04651,0.02736,22.2712,-0.17643,0.48258,490.061,,536.46,,468.904,,530.007,,,,,,,,,
2025-12-24 22:20:00,22.5614,-0.04846,0.02572,22.2361,-0.17343,0.4827,490.076,,536.936,,468.996,,529.976,,,,,,,,,
2025-12-24 22:30:00,22.52,-0.04695,0.02787,22.2079,-0.17811,0.48162,490.045,,537.182,,468.904,,530.038,,,,,,,,,
2025-12-24 22:40:00,22.3495,-0.04676,0.02728,22.1554,-0.17643,0.48097,489.523,,536.338,,468.935,,529.992,,,,,,,,,
2025-12-24 22:50:00,22.3667,-0.04704,0.02781,22.1671,-0.17518,0.48031,490.03,,536.353,,469.381,,530.023,,,,,,,,,
2025-12-24 23:00:00,22.276,-0.04654,0.02756,22.0966,-0.17501,0.48164,490.045,,536.368,,468.95,,530.561,,,,,,,,,
2025-12-24 23:10:00,22.2235,-0.0478,0.02746,21.9846,-0.17556,0.48166,490.107,,536.936,,469.304,,530.023,,,,,,,,,
2025-12-24 23:20:00,21.845,-0.04579,0.02765,21.6158,-0.17614,0.47964,490.153,,536.952,,468.95,,529.884,,,,,,,,,
2025-12-24 23:30:00,21.472,-0.04571,0.02808,21.3217,-0.176,0.47916,489.953,,536.936,,469.627,,529.946,,,,,,,,,
2025-12-24 23:40:00,21.2887,-0.04673,0.02708,21.169,-0.17408,0.47967,489.968,,536.399,,469.181,,529.853,,,,,,,,,
2025-12-24 23:50:00,21.1635,-0.04501,0.02667,20.9948,-0.17486,0.47927,489.753,,536.629,,469.335,,529.93,,,,,,,,,
2025-12-25 00:00:00,21.0003,-0.04433,0.02765,20.8006,-0.17505,0.48028,489.738,,536.813,,469.381,,529.992,,,,,,,,,
2025-12-25 00:10:00,20.874,-0.04512,0.02711,20.6877,-0.17411,0.47787,489.83,,536.783,,469.489,,529.961,,,,,,,,,
2025-12-25 00:20:00,20.7675,-0.0447,0.02748,20.5659,-0.17533,0.47797,489.707,,536.23,,469.443,,529.946,,,,,,,,,
2025-12-25 00:30:00,20.4614,-0.04418,0.02746,20.2768,-0.17578,0.4776,489.846,,536.706,,469.458,,530.007,,,,,,,,,
2025-12-25 00:40:00,20.3315,-0.04399,0.02694,20.0372,-0.17381,0.47819,489.938,,536.276,,469.504,,529.484,,,,,,,,,
2025-12-25 00:50:00,20.3268,-0.04411,0.02771,19.9657,-0.17497,0.47681,489.846,,536.23,,469.427,,529.807,,,,,,,,,
2025-12-25 01:00:00,20.092,-0.04461,0.02766,19.778,-0.17538,0.47616,489.815,,536.844,,469.566,,529.976,,,,,,,,,
2025-12-25 01:10:00,19.6706,-0.04364,0.02526,19.4657,-0.17344,0.47551,489.83,,536.276,,469.843,,529.884,,,,,,,,,
2025-12-25 01:20:00,19.4848,-0.04303,0.02688,19.2149,-0.17444,0.477,489.784,,536.706,,469.72,,529.961,,,,,,,,,
2025-12-25 01:30:00,19.3579,-0.0425,0.02744,19.0597,-0.17506,0.47398,489.83,,536.706,,469.704,,529.93,,,,,,,,,
2025-12-25 01:40:00,19.1317,-0.04213,0.02847,18.7719,-0.17375,0.473,489.83,,536.261,,469.874,,529.992,,,,,,,,,
2025-12-25 01:50:00,19.2429,-0.04206,0.02768,18.8177,-0.17402,0.47358,489.769,,536.829,,469.997,,529.961,,,,,,,,,
2025-12-25 02:00:00,19.1181,-0.0426,0.02729,18.7519,-0.17478,0.47318,489.83,,536.767,,470.535,,529.93,,,,,,,,,
2025-12-25 02:10:00,18.8802,-0.04148,0.02718,18.5252,-0.17285,0.47249,489.262,,536.767,,470.074,,530.038,,,,,,,,,
2025-12-25 02:20:00,18.5631,-0.04224,0.02711,18.2659,-0.17335,0.47344,489.83,,536.737,,470.074,,530.576,,,,,,,,,
2025-12-25 02:30:00,18.5148,-0.0417,0.02656,18.1175,-0.17317,0.47169,489.753,,536.276,,470.335,,529.884,,,,,,,,,
2025-12-25 02:40:00,18.5655,-0.04201,0.0269,18.1376,-0.17328,0.47221,489.799,,536.353,,470.428,,529.976,,,,,,,,,
2025-12-25 02:50:00,18.1651,-0.03995,0.02693,17.8571,-0.17268,0.47192,489.154,,536.691,,470.428,,529.438,,,,,,,,,
2025-12-25 03:00:00,18.1441,-0.04157,0.02655,17.7583,-0.17354,0.47124,489.661,,536.767,,470.443,,530.023,,,,,,,,,
2025-12-25 03:10:00,17.9203,-0.03965,0.02688,17.5474,-0.17329,0.47138,489.584,,536.721,,470.951,,529.531,,,,,,,,,
2025-12-25 03:20:00,17.7169,-0.03997,0.02641,17.3531,-0.17294,0.46993,489.523,,536.829,,470.612,,529.961,,,,,,,,,
2025-12-25 03:30:00,17.5287,-0.03904,0.02725,17.1731,-0.17283,0.46957,489.661,,536.23,,470.581,,529.992,,,,,,,,,
2025-12-25 03:40:00,17.5766,-0.04019,0.02688,17.0899,-0.17297,0.47045,489.738,,536.568,,470.52,,529.93,,,,,,,,,
2025-12-25 03:50:00,17.5263,-0.03832,0.02649,16.9879,-0.17146,0.46991,489.554,,536.675,,471.028,,529.946,,,,,,,,,
