data_time,ZS-0-0D-QJ-1_temperature,ZS-0-0D-QJ-1_xAxisAngle,ZS-0-0D-QJ-1_yAxisAngle,ZS-0-1D-QJ-1_temperature,ZS-0-1D-QJ-1_xAxisAngle,ZS-0-1D-QJ-1_yAxisAngle,ZS-0-1L-LX-1_beamPierRelativeDisplacement,ZS-0-1L-LX-1_measureDisplacement,ZS-0-1L-LX-2_beamPierRelativeDisplacement,ZS-0-1L-LX-2_measureDisplacement,ZS-0-1L-LX-3_beamPierRelativeDisplacement,ZS-0-1L-LX-3_measureDisplacement,ZS-0-1L-LX-4_beamPierRelativeDisplacement,ZS-0-1L-LX-4_measureDisplacement,ZS-0-1L-WSD-1_humidity,ZS-0-1L-WSD-1_temperature,ZS-0-1L-YB-1_frequency,ZS-0-1L-YB-1_strain,ZS-0-1L-YB-1_temperature,ZS-0-1L-YB-2_frequency,ZS-0-1L-YB-2_strain,ZS-0-1L-YB-2_temperature
2025-12-21 17:30:00,,,,,,,,,,,,,,,,,866.505,,25.655863152,896.202,,25.178182655
2025-12-21 17:40:00,,,,,,,,,,,,,,,,,866.566,,25.522526086,896.455,,25.039022035
2025-12-21 17:50:00,,,,,,,,,,,,,,,,,866.643,,25.385946462,896.583,,24.918041109
2025-12-21 18:00:00,,,,,,,,,,,,,,,,,866.605,,25.273914433,896.752,,24.818771299
2025-12-21 18:10:00,,,,,,,,,,,,,,,,,866.695,,25.159275169,896.863,,24.716983174
2025-12-21 18:20:00,,,,,,,,,,,,,,,,,867.171,,25.101816362,896.999,,24.654403826
2025-12-21 18:30:00,,,,,,,,,,,,,,,,,867.21,,25.055600274,897.03,,24.650808065
2025-12-21 18:40:00,,,,,,,,,,,,,,,,,867.505,,24.993406954,897.173,,24.641297388
2025-12-21 18:50:00,,,,,,,,,,,,,,,,,867.557,,24.931101518,897.249,,24.590599953
2025-12-21 19:00:00,,,,,,,,,,,,,,,,,867.587,,24.858011723,897.24,,24.517099633
2025-12-21 19:10:00,,,,,,,,,,,,,,,,,868.28,,24.781341327,897.531,,24.446536706
2025-12-21 19:20:00,,,,,,,,,,,,,,,,,868.379,,24.69257354,897.66,,24.366322829
2025-12-21 19:30:00,,,,,,,,,,,,,,,,,868.414,,24.596575292,897.736,,24.313589368
2025-12-21 19:40:00,,,,,,,,,,,,,,,,,868.414,,24.431564753,897.839,,24.246380496
2025-12-21 19:50:00,,,,,,,,,,,,,,,,,868.453,,24.313589368,897.947,,24.183347631
2025-12-21 20:00:00,,,,,,,,,,,,,,,,,868.448,,24.303427397,898.041,,24.135837814
2025-12-21 20:10:00,,,,,,,,,,,,,,,,,868.448,,24.266210868,898.081,,24.058310428
2025-12-21 20:20:00,,,,,,,,,,,,,,,,,868.448,,24.197109975,898.068,,23.961242711
2025-12-21 20:30:00,,,,,,,,,,,,,,,,,868.444,,24.137078944,898.162,,23.868245256
2025-12-21 20:40:00,,,,,,,,,,,,,,,,,868.461,,24.082978771,898.404,,23.801149031
2025-12-21 20:50:00,,,,,,,,,,,,,,,,,868.465,,23.935278331,898.453,,23.791530962
2025-12-21 21:00:00,,,,,,,,,,,,,,,,,868.461,,23.580599699,898.453,,23.768509473
2025-12-21 21:10:00,,,,,,,,,,,,,,,,,868.431,,23.290601567,898.431,,23.63485049
2025-12-21 21:20:00,,,,,,,,,,,,,,,,,868.414,,23.199207189,898.538,,23.565481272
2025-12-21 21:30:00,,,,,,,,,,,,,,,,,868.388,,23.174214908,898.525,,23.520973304
2025-12-21 21:40:00,,,,,,,,,,,,,,,,,868.371,,23.089655145,898.574,,23.471620482
2025-12-21 21:50:00,,,,,,,,,,,,,,,,,868.353,,23.083144091,898.57,,23.434368638
2025-12-21 22:00:00,,,,,,,,,,,,,,,,,868.668,,22.9248348,898.619,,23.381573424
2025-12-21 22:10:00,,,,,,,,,,,,,,,,,868.66,,22.827373632,898.579,,23.338455576
2025-12-21 22:20:00,,,,,,,,,,,,,,,,,868.629,,22.846800306,898.65,,23.296550787
2025-12-21 22:30:00,,,,,,,,,,,,,,,,,868.647,,22.767230431,898.637,,23.237417538
2025-12-21 22:40:00,,,,,,,,,,,,,,,,,868.634,,22.677185966,898.628,,23.174214908
2025-12-21 22:50:00,,,,,,,,,,,,,,,,,868.625,,22.610866298,898.713,,23.131334743
2025-12-21 23:00:00,,,,,,,,,,,,,,,,,868.621,,22.558117999,898.7,,23.089655145
2025-12-21 23:10:00,,,,,,,,,,,,,,,,,868.603,,22.54112793,898.785,,23.045712247
2025-12-21 23:20:00,,,,,,,,,,,,,,,,,868.603,,22.4447223,898.767,,22.992350178
2025-12-21 23:30:00,,,,,,,,,,,,,,,,,868.573,,22.395691092,898.758,,22.962108541
2025-12-21 23:40:00,,,,,,,,,,,,,,,,,868.552,,22.44525883,898.736,,22.923666827
2025-12-21 23:50:00,,,,,,,,,,,,,,,,,868.547,,22.475663563,898.727,,22.903547233
2025-12-22 00:00:00,,,,,,,,,,,,,,,,,868.534,,22.508402389,898.789,,22.892294633
2025-12-22 00:10:00,,,,,,,,,,,,,,,,,868.53,,22.424277897,898.781,,22.844473576
2025-12-22 00:20:00,,,,,,,,,,,,,,,,,868.539,,22.290935662,898.843,,22.836810982
2025-12-22 00:30:00,,,,,,,,,,,,,,,,,868.547,,22.147118003,898.807,,22.801409858
2025-12-22 00:40:00,,,,,,,,,,,,,,,,,868.97,,22.079450206,898.709,,22.755441597
2025-12-22 00:50:00,,,,,,,,,,,,,,,,,868.983,,22.047083189,898.695,,22.728346991
2025-12-22 01:00:00,,,,,,,,,,,,,,,,,868.979,,21.968098664,898.691,,22.684244192
2025-12-22 01:10:00,,,,,,,,,,,,,,,,,869.549,,21.856524014,898.686,,22.626156394
2025-12-22 01:20:00,,,,,,,,,,,,,,,,,869.545,,21.865119436,898.659,,22.599169885
2025-12-22 01:30:00,,,,,,,,,,,,,,,,,869.588,,21.802627428,898.677,,22.576270286
2025-12-22 01:40:00,,,,,,,,,,,,,,,,,869.584,,21.625849553,898.655,,22.503155164
2025-12-22 01:50:00,,,,,,,,,,,,,,,,,869.558,,21.527259069,898.628,,22.447002654
2025-12-22 02:00:00,,,,,,,,,,,,,,,,,869.536,,21.560837494,898.767,,22.420794395
2025-12-22 02:10:00,,,,,,,,,,,,,,,,,869.51,,21.576236019,898.592,,22.413762267
2025-12-22 02:20:00,,,,,,,,,,,,,,,,,869.51,,21.488624916,898.57,,22.379975871
2025-12-22 02:30:00,,,,,,,,,,,,,,,,,869.475,,21.440374618,898.561,,22.334572082
2025-12-22 02:40:00,,,,,,,,,,,,,,,,,870.18,,21.373428454,898.579,,22.318838574
2025-12-22 02:50:00,,,,,,,,,,,,,,,,,870.193,,21.38931714,898.565,,22.28454816
2025-12-22 03:00:00,,,,,,,,,,,,,,,,,870.228,,21.303796555,898.547,,22.258420767
2025-12-22 03:10:00,,,,,,,,,,,,,,,,,870.245,,21.152572523,898.511,,22.184149477
2025-12-22 03:20:00,,,,,,,,,,,,,,,,,870.211,,21.148615189,898.489,,22.123942459
2025-12-22 03:30:00,,,,,,,,,,,,,,,,,870.202,,21.076016915,898.476,,22.062141741
2025-12-22 03:40:00,,,,,,,,,,,,,,,,,870.176,,21.027142137,898.453,,21.974450371
2025-12-22 03:50:00,,,,,,,,,,,,,,,,,870.475,,20.948646951,898.619,,21.920884991
2025-12-22 04:00:00,,,,,,,,,,,,,,,,,870.903,,20.865881658,898.677,,21.871438151
2025-12-22 04:10:00,,,,,,,,,,,,,,,,,870.903,,20.912246883,898.718,,21.862839983
2025-12-22 04:20:00,,,,,,,,,,,,,,,,,870.898,,20.839586402,898.7,,21.821529762
2025-12-22 04:30:00,,,,,,,,,,,,,,,,,870.89,,20.880374541,898.709,,21.833556115
2025-12-22 04:40:00,,,,,,,,,,,,,,,,,870.898,,20.835691508,898.633,,21.827834559
2025-12-22 04:50:00,,,,,,,,,,,,,,,,,870.89,,20.835135157,898.628,,21.801458805
2025-12-22 05:00:00,,,,,,,,,,,,,,,,,870.881,,20.798882706,898.61,,21.772200837
2025-12-22 05:10:00,,,,,,,,,,,,,,,,,870.868,,20.888802666,898.597,,21.704703208
2025-12-22 05:20:00,,,,,,,,,,,,,,,,,870.881,,20.84069937,898.583,,21.638401216
2025-12-22 05:30:00,,,,,,,,,,,,,,,,,870.868,,20.826235691,898.745,,21.569433523
2025-12-22 05:40:00,,,,,,,,,,,,,,,,,870.864,,20.869782537,898.789,,21.493737679
2025-12-22 05:50:00,,,,,,,,,,,,,,,,,870.877,,20.773786042,898.776,,21.497125614
2025-12-22 06:00:00,,,,,,,,,,,,,,,,,870.903,,20.565925222,898.749,,21.462506599
2025-12-22 06:10:00,,,,,,,,,,,,,,,,,870.903,,20.403855228,898.691,,21.372284962
2025-12-22 06:20:00,,,,,,,,,,,,,,,,,871.23,,20.348117932,898.74,,21.321339889
2025-12-22 06:30:00,,,,,,,,,,,,,,,,,871.252,,20.28316049,898.749,,21.294176518
2025-12-22 06:40:00,,,,,,,,,,,,,,,,,871.399,,20.195787103,898.776,,21.232643538
2025-12-22 06:50:00,,,,,,,,,,,,,,,,,871.394,,20.163980981,898.785,,21.201004297
2025-12-22 07:00:00,,,,,,,,,,,,,,,,,871.42,,20.102607425,898.848,,21.140137863
2025-12-22 07:10:00,,,,,,,,,,,,,,,,,871.407,,20.030386911,898.861,,21.069259719
2025-12-22 07:20:00,,,,,,,,,,,,,,,,,871.407,,20.001454661,898.933,,21.019278513
2025-12-22 07:30:00,,,,,,,,,,,,,,,,,871.649,,20.036439633,898.906,,20.994647022
2025-12-22 07:40:00,,,,,,,,,,,,,,,,,871.662,,19.938757,898.839,,20.974465956
2025-12-22 07:50:00,,,,,,,,,,,,,,,,,871.675,,19.893514889,898.848,,20.915101791
2025-12-22 08:00:00,,,,,,,,,,,,,,,,,871.532,,20.015085434,898.884,,20.869225221
2025-12-22 08:10:00,,,,,,,,,,,,,,,,,871.338,,20.110827122,898.834,,20.853008056
2025-12-22 08:20:00,,,,,,,,,,,,,,,,,870.885,,20.490036862,898.736,,20.888802666
2025-12-22 08:30:00,,,,,,,,,,,,,,,,,870.885,,20.333831714,898.776,,20.829572519
2025-12-22 08:40:00,,,,,,,,,,,,,,,,,870.843,,20.456294876,898.789,,20.808880964
2025-12-22 08:50:00,,,,,,,,,,,,,,,,,870.885,,20.179877587,898.763,,20.774895291
2025-12-22 09:00:00,,,,,,,,,,,,,,,,,870.911,,20.065958626,898.449,,20.734202208
2025-12-22 09:10:00,,,,,,,,,,,,,,,,,870.933,,19.966532118,898.408,,20.690279403
2025-12-22 09:20:00,,,,,,,,,,,,,,,,,870.933,,19.931671796,898.337,,20.679727994
2025-12-22 09:30:00,,,,,,,,,,,,,,,,,870.985,,19.941473676,898.265,,20.684696265
2025-12-22 09:40:00,,,,,,,,,,,,,,,,,870.868,,19.971441185,898.225,,20.674147854
2025-12-22 09:50:00,,,,,,,,,,,,,,,,,870.371,,20.375695038,897.88,,20.764298358
2025-12-22 10:00:00,,,,,,,,,,,,,,,,,870.345,,20.278232755,897.736,,20.820057876
2025-12-22 10:10:00,,,,,,,,,,,,,,,,,870.38,,20.146426046,897.616,,20.847997058
2025-12-22 10:20:00,,,,,,,,,,,,,,,,,870.271,,20.191958069,897.423,,20.847997058
2025-12-22 10:30:00,,,,,,,,,,,,,,,,,869.644,,20.499453703,897.24,,20.907779163
2025-12-22 10:40:00,,,,,,,,,,,,,,,,,868.845,,20.899963093,897.155,,20.997451586
2025-12-22 10:50:00,,,,,,,,,,,,,,,,,868.603,,21.014287367,897.01,,21.095738661
2025-12-22 11:00:00,,,,,,,,,,,,,,,,,868.388,,21.148615189,896.917,,21.171679415
2025-12-22 11:10:00,,,,,,,,,,,,,,,,,868.065,,21.33946962,896.797,,21.238826055
2025-12-22 11:20:00,,,,,,,,,,,,,,,,,867.449,,21.71497799,896.677,,21.376859326
2025-12-22 11:30:00,,,,,,,,,,,,,,,,,867.316,,21.601926949,896.495,,21.470421459
2025-12-22 11:40:00,,,,,,,,,,,,,,,,,867.076,,21.580215924,896.153,,21.545515058
2025-12-22 11:50:00,,,,,,,,,,,,,,,,,867.019,,21.704121777,896.144,,21.609319283
2025-12-22 12:00:00,,,,,,,,,,,,,,,,,866.73,,22.018247482,895.998,,21.717240453
2025-12-22 12:10:00,,,,,,,,,,,,,,,,,866.385,,22.319438351,895.821,,21.790554987
2025-12-22 12:20:00,,,,,,,,,,,,,,,,,866.359,,22.137870944,895.683,,21.914550458
2025-12-22 12:30:00,,,,,,,,,,,,,,,,,866.436,,22.281022608,895.674,,21.996926898
2025-12-22 12:40:00,,,,,,,,,,,,,,,,,866.968,,22.290935662,895.468,,22.038474058
2025-12-22 12:50:00,,,,,,,,,,,,,,,,,866.406,,22.225295858,895.33,,22.128562197
2025-12-22 13:00:00,,,,,,,,,,,,,,,,,866.432,,22.07596097,895.264,,22.219526238
2025-12-22 13:10:00,,,,,,,,,,,,,,,,,866.501,,22.228214466,895.135,,22.315373547
2025-12-22 13:20:00,,,,,,,,,,,,,,,,,866.518,,22.112397826,895.099,,22.372423622
2025-12-22 13:30:00,,,,,,,,,,,,,,,,,866.475,,22.167939686,894.823,,22.478552087
2025-12-22 13:40:00,,,,,,,,,,,,,,,,,866.337,,22.43654201,894.659,,22.612016029
2025-12-22 13:50:00,,,,,,,,,,,,,,,,,866.333,,22.545239271,894.605,,22.649587962
2025-12-22 14:00:00,,,,,,,,,,,,,,,,,866.074,,22.722497229,894.645,,22.659009013
2025-12-22 14:10:00,,,,,,,,,,,,,,,,,866.147,,22.762527687,894.543,,22.761914368
2025-12-22 14:20:00,,,,,,,,,,,,,,,,,866.173,,22.45404658,894.427,,22.88228243
2025-12-22 14:30:00,,,,,,,,,,,,,,,,,866.203,,22.574515065,894.25,,23.048062638
2025-12-22 14:40:00,,,,,,,,,,,,,,,,,866.251,,22.475059042,894.254,,23.099772284
2025-12-22 14:50:00,,,,,,,,,,,,,,,,,866.221,,22.592682361,894.263,,23.118842512
2025-12-22 15:00:00,,,,,,,,,,,,,,,,,866.255,,22.651959748,894.272,,23.177137177
2025-12-22 15:10:00,,,,,,,,,,,,,,,,,866.32,,22.586264502,894.228,,23.277449597
2025-12-22 15:20:00,,,,,,,,,,,,,,,,,866.574,,22.516545062,894.139,,23.357053632
2025-12-22 15:30:00,,,,,,,,,,,,,,,,,866.587,,22.687774246,894.152,,23.346875187
2025-12-22 15:40:00,,,,,,,,,,,,,,,,,866.73,,22.563986997,894.139,,23.450022869
2025-12-22 15:50:00,,,,,,,,,,,,,,,,,866.769,,22.457535927,894.152,,23.466183586
2025-12-22 16:00:00,,,,,,,,,,,,,,,,,866.803,,22.489707079,894.17,,23.487869389
2025-12-22 16:10:00,,,,,,,,,,,,,,,,,867.097,,22.429504296,893.895,,23.833194796
2025-12-22 16:20:00,,,,,,,,,,,,,,,,,867.299,,22.411418778,893.513,,24.197769048
2025-12-22 16:30:00,,,,,,,,,,,,,,,,,867.428,,22.412021363,893.371,,24.37474352
2025-12-22 16:40:00,,,,,,,,,,,,,,,,,867.398,,22.3729582,893.731,,24.040210555
2025-12-22 16:50:00,,,,,,,,,,,,,,,,,867.694,,22.308978165,893.966,,23.67233615
2025-12-22 17:00:00,,,,,,,,,,,,,,,,,867.716,,22.297325224,894.143,,23.457784024
2025-12-22 17:10:00,,,,,,,,,,,,,,,,,867.785,,22.283350732,894.254,,23.290601567
2025-12-22 17:20:00,,,,,,,,,,,,,,,,,867.845,,22.237503809,894.756,,23.139042194
2025-12-22 17:30:00,,,,,,,,,,,,,,,,,868.125,,22.169130158,894.948,,23.003590563
2025-12-22 17:40:00,,,,,,,,,,,,,,,,,868.168,,22.077145925,895.21,,22.871041855
2025-12-22 17:50:00,,,,,,,,,,,,,,,,,868.203,,22.000402226,895.388,,22.751899499
2025-12-22 18:00:00,,,,,,,,,,,,,,,,,868.237,,21.880105241,895.535,,22.636108047
2025-12-22 18:10:00,,,,,,,,,,,,,,,,,868.22,,21.79684991,895.531,,22.538230283
2025-12-22 18:20:00,,,,,,,,,,,,,,,,,868.246,,21.732114511,895.491,,22.465120663
2025-12-22 18:30:00,,,,,,,,,,,,,,,,,868.517,,21.65437589,895.976,,22.39281461
2025-12-22 18:40:00,,,,,,,,,,,,,,,,,868.53,,21.629260242,895.998,,22.34678082
2025-12-22 18:50:00,,,,,,,,,,,,,,,,,868.509,,21.596207825,896.18,,22.318838574
2025-12-22 19:00:00,,,,,,,,,,,,,,,,,868.785,,21.572834478,896.171,,22.299056084
2025-12-22 19:10:00,,,,,,,,,,,,,,,,,868.802,,21.552309315,896.18,,22.273507959
2025-12-22 19:20:00,,,,,,,,,,,,,,,,,868.832,,21.490350326,896.282,,22.239826825
2025-12-22 19:30:00,,,,,,,,,,,,,,,,,868.858,,21.422725107,896.282,,22.189975009
2025-12-22 19:40:00,,,,,,,,,,,,,,,,,869.134,,21.387600545,896.433,,22.135559854
2025-12-22 19:50:00,,,,,,,,,,,,,,,,,869.186,,21.310571371,896.441,,22.093874515
2025-12-22 20:00:00,,,,,,,,,,,,,,,,,869.208,,21.192567347,896.459,,22.019954121
2025-12-22 20:10:00,,,,,,,,,,,,,,,,,869.324,,21.088411135,896.481,,21.9514106
2025-12-22 20:20:00,,,,,,,,,,,,,,,,,869.255,,20.986235729,896.628,,21.901365466
2025-12-22 20:30:00,,,,,,,,,,,,,,,,,869.765,,20.906662391,896.517,,21.841035645
2025-12-22 20:40:00,,,,,,,,,,,,,,,,,869.908,,20.809436572,896.606,,21.773951204
2025-12-22 20:50:00,,,,,,,,,,,,,,,,,869.925,,20.757585816,896.601,,21.731532272
2025-12-22 21:00:00,,,,,,,,,,,,,,,,,870.371,,20.707529662,896.677,,21.701214875
2025-12-22 21:10:00,,,,,,,,,,,,,,,,,870.393,,20.710293566,896.668,,21.670943935
2025-12-22 21:20:00,,,,,,,,,,,,,,,,,870.393,,20.683592097,896.677,,21.641814073
2025-12-22 21:30:00,,,,,,,,,,,,,,,,,870.492,,20.688622702,896.663,,21.6367272
2025-12-22 21:40:00,,,,,,,,,,,,,,,,,870.414,,20.738138551,896.686,,21.638980716
2025-12-22 21:50:00,,,,,,,,,,,,,,,,,870.427,,20.738692163,896.734,,21.6367272
2025-12-22 22:00:00,,,,,,,,,,,,,,,,,870.432,,20.730328139,896.681,,21.631577271
2025-12-22 22:10:00,,,,,,,,,,,,,,,,,870.449,,20.706424209,896.668,,21.604176497
2025-12-22 22:20:00,,,,,,,,,,,,,,,,,870.436,,20.75149109,896.592,,21.607583443
2025-12-22 22:30:00,,,,,,,,,,,,,,,,,870.488,,20.766515848,896.583,,21.607004864
2025-12-22 22:40:00,,,,,,,,,,,,,,,,,870.462,,20.694697955,896.557,,21.562569228
2025-12-22 22:50:00,,,,,,,,,,,,,,,,,870.488,,20.654721716,896.468,,21.527259069
2025-12-22 23:00:00,,,,,,,,,,,,,,,,,870.51,,20.591429138,896.57,,21.493737679
2025-12-22 23:10:00,,,,,,,,,,,,,,,,,870.492,,20.578673038,896.601,,21.460209331
2025-12-22 23:20:00,,,,,,,,,,,,,,,,,870.518,,20.562571908,896.646,,21.447132762
2025-12-22 23:30:00,,,,,,,,,,,,,,,,,870.523,,20.5188484,896.637,,21.418203767
2025-12-22 23:40:00,,,,,,,,,,,,,,,,,870.531,,20.448050266,896.686,,21.395548999
2025-12-22 23:50:00,,,,,,,,,,,,,,,,,870.553,,20.375151569,896.619,,21.363774387
2025-12-23 00:00:00,,,,,,,,,,,,,,,,,870.544,,20.298552615,896.623,,21.299302401
2025-12-23 00:10:00,,,,,,,,,,,,,,,,,870.549,,20.237536201,896.606,,21.250691826
2025-12-23 00:20:00,,,,,,,,,,,,,,,,,870.535,,20.205662284,896.601,,21.216250337
2025-12-23 00:30:00,,,,,,,,,,,,,,,,,870.531,,20.171091026,896.588,,21.197100185
2025-12-23 00:40:00,,,,,,,,,,,,,,,,,870.497,,20.139265285,896.544,,21.149745774
2025-12-23 00:50:00,,,,,,,,,,,,,,,,,870.492,,20.101475998,896.526,,21.101314418
2025-12-23 01:00:00,,,,,,,,,,,,,,,,,870.847,,20.081775829,896.628,,21.084466673
2025-12-23 01:10:00,,,,,,,,,,,,,,,,,870.855,,20.084512431,896.619,,21.063693031
2025-12-23 01:20:00,,,,,,,,,,,,,,,,,870.859,,20.062095462,896.615,,21.041754351
2025-12-23 01:30:00,,,,,,,,,,,,,,,,,870.851,,20.0309209,896.597,,21.004745323
2025-12-23 01:40:00,,,,,,,,,,,,,,,,,870.877,,20.006372497,896.615,,20.996329713
2025-12-23 01:50:00,,,,,,,,,,,,,,,,,870.868,,20.030386911,896.601,,20.994086158
2025-12-23 02:00:00,,,,,,,,,,,,,,,,,870.868,,20.010224678,896.583,,20.976707275
2025-12-23 02:10:00,,,,,,,,,,,,,,,,,870.855,,20.052826978,896.575,,20.983432763
2025-12-23 02:20:00,,,,,,,,,,,,,,,,,870.851,,20.01893933,896.53,,20.971664666
2025-12-23 02:30:00,,,,,,,,,,,,,,,,,870.859,,20.006905831,896.512,,20.940814629
2025-12-23 02:40:00,,,,,,,,,,,,,,,,,870.847,,19.966532118,896.504,,20.926836091
2025-12-23 02:50:00,,,,,,,,,,,,,,,,,870.838,,19.982920195,896.544,,20.916219042
2025-12-23 03:00:00,,,,,,,,,,,,,,,,,870.838,,19.978540809,896.486,,20.892708095
2025-12-23 03:10:00,,,,,,,,,,,,,,,,,870.83,,19.953998885,896.464,,20.855792496
2025-12-23 03:20:00,,,,,,,,,,,,,,,,,870.826,,19.920753797,896.45,,20.845770358
2025-12-23 03:30:00,,,,,,,,,,,,,,,,,870.808,,19.936572122,896.441,,20.841874239
2025-12-23 03:40:00,,,,,,,,,,,,,,,,,870.817,,19.912554551,896.419,,20.853008056
2025-12-23 03:50:00,,,,,,,,,,,,,,,,,870.816,,19.88644605,896.41,,20.831241145
2025-12-23 04:00:00,,,,,,,,,,,,,,,,,870.8,,19.878791023,896.393,,20.785497942
2025-12-23 04:10:00,,,,,,,,,,,,,,,,,870.787,,19.880439545,896.379,,20.780997281
2025-12-23 04:20:00,,,,,,,,,,,,,,,,,870.786,,19.853256689,896.362,,20.765961452
2025-12-23 04:30:00,,,,,,,,,,,,,,,,,870.782,,19.841853498,896.366,,20.750383161
2025-12-23 04:40:00,,,,,,,,,,,,,,,,,870.769,,19.808681014,896.197,,20.708635177
2025-12-23 04:50:00,,,,,,,,,,,,,,,,,870.744,,19.795076031,896.149,,20.695250344
2025-12-23 05:00:00,,,,,,,,,,,,,,,,,870.757,,19.763094723,896.131,,20.673044278
2025-12-23 05:10:00,,,,,,,,,,,,,,,,,870.782,,19.75765257,896.157,,20.676907066
2025-12-23 05:20:00,,,,,,,,,,,,,,,,,870.826,,19.764148218,896.153,,20.68917492
2025-12-23 05:30:00,,,,,,,,,,,,,,,,,870.838,,19.756014369,896.228,,20.676907066
2025-12-23 05:40:00,,,,,,,,,,,,,,,,,870.835,,19.751159079,896.251,,20.662502121
2025-12-23 05:50:00,,,,,,,,,,,,,,,,,870.839,,19.72941283,896.215,,20.633601516
2025-12-23 06:00:00,,,,,,,,,,,,,,,,,870.924,,19.741393657,896.206,,20.639720976
2025-12-23 06:10:00,,,,,,,,,,,,,,,,,870.92,,19.704481206,896.188,,20.628034464
2025-12-23 06:20:00,,,,,,,,,,,,,,,,,870.929,,19.683952568,896.02,,20.599734211
2025-12-23 06:30:00,,,,,,,,,,,,,,,,,870.993,,19.64982483,895.998,,20.572572572
2025-12-23 06:40:00,,,,,,,,,,,,,,,,,870.937,,19.628191024,896.087,,20.539845451
2025-12-23 06:50:00,,,,,,,,,,,,,,,,,870.929,,19.611458713,896.02,,20.529922305
2025-12-23 07:00:00,,,,,,,,,,,,,,,,,870.92,,19.630864874,896.047,,20.526575137
2025-12-23 07:10:00,,,,,,,,,,,,,,,,,870.903,,19.660126754,896.042,,20.535461602
2025-12-23 07:20:00,,,,,,,,,,,,,,,,,870.963,,19.64982483,895.989,,20.523228539
2025-12-23 07:30:00,,,,,,,,,,,,,,,,,870.933,,19.670958363,895.967,,20.527670511
2025-12-23 07:40:00,,,,,,,,,,,,,,,,,870.937,,19.685001805,895.945,,20.530470078
2025-12-23 07:50:00,,,,,,,,,,,,,,,,,870.95,,19.639004932,895.931,,20.5188484
2025-12-23 08:00:00,,,,,,,,,,,,,,,,,870.929,,19.651454152,895.918,,20.517145276
2025-12-23 08:10:00,,,,,,,,,,,,,,,,,870.804,,19.847260368,895.865,,20.533757037
2025-12-23 08:20:00,,,,,,,,,,,,,,,,,868.759,,20.989039094,895.865,,20.585324707
2025-12-23 08:30:00,,,,,,,,,,,,,,,,,867.346,,21.920362478,895.763,,20.636905787
2025-12-23 08:40:00,,,,,,,,,,,,,,,,,867.019,,21.895037182,895.816,,20.658580902
2025-12-23 08:50:00,,,,,,,,,,,,,,,,,866.005,,22.367145439,895.679,,20.734755708
2025-12-23 09:00:00,,,,,,,,,,,,,,,,,864.541,,23.258296832,895.517,,20.799438032
2025-12-23 09:10:00,,,,,,,,,,,,,,,,,862.285,,24.96553964,895.375,,20.887129148
2025-12-23 09:20:00,,,,,,,,,,,,,,,,,862.762,,24.259598562,894.934,,21.008673839
2025-12-23 09:30:00,,,,,,,,,,,,,,,,,863.34,,23.3977491,894.819,,21.050189411
2025-12-23 09:40:00,,,,,,,,,,,,,,,,,863.803,,23.462018655,894.605,,21.131162156
2025-12-23 09:50:00,,,,,,,,,,,,,,,,,861.975,,24.503413311,894.503,,21.237122515
2025-12-23 10:00:00,,,,,,,,,,,,,,,,,861.078,,24.809860265,894.414,,21.322480429
2025-12-23 10:10:00,,,,,,,,,,,,,,,,,860.431,,25.022457446,894.268,,21.418203767
2025-12-23 10:20:00,,,,,,,,,,,,,,,,,860.951,,24.097983839,894.094,,21.478403364
2025-12-23 10:30:00,,,,,,,,,,,,,,,,,861.296,,23.598643229,894.037,,21.550065669
2025-12-23 10:40:00,,,,,,,,,,,,,,,,,861.774,,23.49748367,893.917,,21.633250851
2025-12-23 10:50:00,,,,,,,,,,,,,,,,,861.889,,23.169414969,893.895,,21.704121777
2025-12-23 11:00:00,,,,,,,,,,,,,,,,,861.881,,23.364778679,893.833,,21.774534695
2025-12-23 11:10:00,,,,,,,,,,,,,,,,,862.302,,23.038593637,893.757,,21.865119436
2025-12-23 11:20:00,,,,,,,,,,,,,,,,,862.668,,23.131334743,893.628,,21.932449111
2025-12-23 11:30:00,,,,,,,,,,,,,,,,,862.749,,23.154535556,893.633,,21.999812032
2025-12-23 11:40:00,,,,,,,,,,,,,,,,,862.775,,23.392402642,893.571,,22.099673546
2025-12-23 11:50:00,,,,,,,,,,,,,,,,,862.823,,23.524513297,893.495,,22.166220242
2025-12-23 12:00:00,,,,,,,,,,,,,,,,,862.857,,23.419994494,893.283,,22.282219895
2025-12-23 12:10:00,,,,,,,,,,,,,,,,,862.749,,23.693461724,893.181,,22.40325221
2025-12-23 12:20:00,,,,,,,,,,,,,,,,,862.857,,23.483063986,893.026,,22.494950748
2025-12-23 12:30:00,,,,,,,,,,,,,,,,,862.9,,23.559451292,892.871,,22.530011355
2025-12-23 12:40:00,,,,,,,,,,,,,,,,,862.965,,23.63364015,892.809,,22.612016029
2025-12-23 12:50:00,,,,,,,,,,,,,,,,,863.098,,23.593811078,892.791,,22.68600914
2025-12-23 13:00:00,,,,,,,,,,,,,,,,,863.215,,23.491474202,892.711,,22.747200382
2025-12-23 13:10:00,,,,,,,,,,,,,,,,,863.167,,23.772738848,892.543,,22.836810982
2025-12-23 13:20:00,,,,,,,,,,,,,,,,,863.456,,23.985356833,892.495,,22.928407851
2025-12-23 13:30:00,,,,,,,,,,,,,,,,,863.253,,23.950968648,892.557,,23.014837302
