data_time,MS-0-0D-QJ-1_temperature,MS-0-0D-QJ-1_xAxisAngle,MS-0-0D-QJ-1_yAxisAngle,MS-0-1D-QJ-1_temperature,MS-0-1D-QJ-1_xAxisAngle,MS-0-1D-QJ-1_yAxisAngle,MS-0-1L-LX-1_beamPierRelativeDisplacement,MS-0-1L-LX-1_measureDisplacement,MS-0-1L-LX-3_beamPierRelativeDisplacement,MS-0-1L-LX-3_measureDisplacement,MS-0-1L-WSD-1_humidity,MS-0-1L-WSD-1_temperature,MS-0-1L-YB-1_frequency,MS-0-1L-YB-1_strain,MS-0-1L-YB-1_temperature,MS-0-1L-YB-2_frequency,MS-0-1L-YB-2_strain,MS-0-1L-YB-2_temperature
2025-12-30 16:30:00,,,,,,,498.784,,,,,,868.793,,3340.63,879.212,,3328.04
2025-12-30 16:40:00,22.3026,-0.17813,-0.22758,24.0664,0.36114,-0.34694,498.784,,,,24.0353,484.361,868.815,,3354.11,879.286,,3344.98
2025-12-30 16:50:00,,,,23.6656,0.3609,-0.34818,498.768,,,,23.6656,483.9,868.832,,3355.94,879.514,,3358.21
2025-12-30 17:00:00,22.2806,-0.17951,-0.22931,22.7129,0.36198,-0.3462,,,,,22.7129,483.9,868.849,,3364.83,879.654,,3369.11
2025-12-30 17:10:00,22.0042,-0.17914,-0.22901,22.3761,0.36314,-0.34657,498.876,,,,22.3761,483.839,868.845,,3393.33,879.969,,3398.06
2025-12-30 17:20:00,21.896,-0.17868,-0.22712,22.1624,0.3618,-0.34501,498.768,,,,22.1624,483.839,869.026,,3405.51,880.135,,3410.6
2025-12-30 17:30:00,21.5655,-0.17769,-0.2284,21.8709,0.36184,-0.34687,498.83,,,,21.8709,483.9,871.295,,3450.6,880.533,,3456.61
2025-12-30 17:40:00,21.3202,-0.17798,-0.23005,21.6464,0.36219,-0.34758,,,,,21.6464,483.839,871.286,,3496.43,880.827,,3502.03
2025-12-30 17:50:00,21.1044,-0.1772,-0.22984,21.3949,0.36175,-0.34761,498.83,,,,21.6464,483.716,871.269,,3523.35,881.059,,3531.93
2025-12-30 18:00:00,20.9459,-0.17692,-0.22853,21.0925,0.36209,-0.34757,499.23,,,,21.0925,484.314,871.338,,3547.68,881.239,,3555.13
2025-12-30 18:10:00,20.705,-0.17691,-0.22888,21.0334,0.36232,-0.34659,498.261,,,,21.0925,,871.355,,3584.44,881.348,,3591.74
2025-12-30 18:20:00,20.5049,-0.1769,-0.22872,20.7469,0.36258,-0.34562,,,,,20.7469,483.731,871.399,,3602.49,881.693,,3600.59
2025-12-30 18:30:00,20.406,-0.17772,-0.22829,20.6086,0.36356,-0.34624,498.845,,,,20.6086,483.777,871.394,,3608.72,881.972,,3613.34
2025-12-30 18:40:00,20.1817,-0.17607,-0.22953,20.4511,0.36232,-0.34459,498.768,,,,20.4511,483.747,871.42,,3647.27,882.27,,3662.2
2025-12-30 18:50:00,20.0539,-0.17647,-0.22876,,,,498.83,,,,20.4321,483.777,871.567,,3647.18,882.462,,3667.31
2025-12-30 19:00:00,19.8783,-0.17686,-0.22708,,,,498.799,,,,20.4321,483.869,871.567,,3671.59,882.637,,3683.11
2025-12-30 19:10:00,19.9458,-0.17757,-0.22795,20.1595,0.36114,-0.34565,498.814,,,,20.1595,,871.571,,3646.45,882.462,,3644.36
2025-12-30 19:20:00,19.7947,-0.17694,-0.22784,20.1047,0.36259,-0.34498,,,,,20.1047,483.823,871.554,,3671.05,882.9,,3689.14
2025-12-30 19:30:00,19.6268,-0.17685,-0.22716,19.9283,0.36294,-0.34527,498.768,,,,19.9283,483.946,871.563,,3733.58,883.075,,3737.82
2025-12-30 19:40:00,19.5694,-0.17573,-0.22756,19.8767,0.36132,-0.34557,498.768,,,,,,871.567,,3705.91,883.075,,3727.32
2025-12-30 19:50:00,19.3707,-0.1763,-0.22704,19.7932,0.36272,-0.34576,498.814,,,,19.5694,483.916,871.55,,3779.32,883.254,,3787.02
2025-12-30 20:00:00,19.3228,-0.17731,-0.2281,,,,498.753,,,,19.7932,483.885,876.438,,3763.3,883.456,,3775.8
2025-12-30 20:10:00,19.3747,-0.17571,-0.22744,19.7183,0.36208,-0.34463,,,,,19.7183,483.808,876.582,,3704.35,883.281,,3734.13
2025-12-30 20:20:00,19.4178,-0.17576,-0.22796,19.7366,0.36166,-0.34549,498.814,,,,19.7366,483.854,876.494,,3701.97,883.303,,3746.58
2025-12-30 20:30:00,19.405,-0.17598,-0.22828,,,,498.83,,20.4,,19.8051,483.854,876.831,,3719.5,883.465,,3740.58
2025-12-30 20:40:00,19.4266,-0.17561,-0.22851,,,,,,,,19.6793,484.284,876.787,,3710.31,883.057,,3739.39
2025-12-30 20:50:00,19.3212,-0.1757,-0.22733,19.5757,0.3636,-0.34512,498.891,,20.2,,19.5757,483.823,876.73,,3753.69,883.461,,3778.58
2025-12-30 21:00:00,19.2892,-0.17661,-0.22721,19.6809,0.36207,-0.34595,499.26,,20.1,,62.4,483.685,877.018,,3692.8,883.198,,3706.46
2025-12-30 21:10:00,,,,19.5622,0.3634,-0.34602,498.768,,20.0,,19.6809,483.777,877.084,,3807.38,883.882,,3824.25
2025-12-30 21:20:00,18.9347,-0.17515,-0.22724,19.3412,0.36308,-0.34499,498.799,,20.0,,19.3412,483.808,877.106,,3850.34,884.343,,3872.67
2025-12-30 21:30:00,18.8313,-0.17484,-0.22842,19.2197,0.36244,-0.3457,498.83,,19.9,,19.2197,483.808,878.453,,3852.31,884.365,,3870.88
2025-12-30 21:40:00,18.9091,-0.17551,-0.2282,19.2357,0.36231,-0.34681,498.907,,19.9,,19.2357,483.916,878.366,,3843.13,884.268,,3868.81
2025-12-30 21:50:00,18.8441,-0.17474,-0.22769,19.0525,0.36291,-0.34474,498.83,,19.8,,19.0525,483.839,878.139,,3877.56,884.611,,3901.96
2025-12-30 22:00:00,18.7414,-0.17624,-0.22799,19.1077,0.36327,-0.34551,498.415,,19.8,,66.6,483.962,878.187,,3886.12,884.479,,3902.81
2025-12-30 22:10:00,18.7896,-0.17407,-0.22698,19.0573,0.36295,-0.34503,498.876,,19.7,,19.0573,483.9,878.837,,3845.85,884.347,,3873.61
2025-12-30 22:20:00,,,,19.0477,0.3634,-0.34582,498.861,,19.7,,19.0477,483.777,878.584,,3772.65,883.925,,3815.21
2025-12-30 22:30:00,,,,18.9235,0.36307,-0.34504,498.814,,19.6,,18.9235,483.839,878.462,,3808.5,883.768,,3796.03
2025-12-30 22:40:00,18.982,-0.17568,-0.22734,19.0997,0.36311,-0.34565,498.799,,19.7,,19.0997,483.946,877.856,,3709.67,883.246,,3701.42
2025-12-30 22:50:00,18.942,-0.17429,-0.22643,,,,498.953,,19.3,,19.1021,483.854,880.179,,3787.67,883.789,,3768.39
2025-12-30 23:00:00,18.7623,-0.17424,-0.22734,,,,498.891,,18.9,,19.0645,483.916,877.756,,3839.3,883.948,,3798.08
2025-12-30 23:10:00,18.8016,-0.175,-0.22643,18.9884,0.36258,-0.34478,,,19.1,,18.9884,483.823,878.981,,3813.9,883.917,,3804.31
2025-12-31 04:10:00,,,,,,,,,,,,,879.352,,4139.64,885.249,,4099.13
2025-12-31 06:40:00,17.6618,-0.17248,-0.22404,,,,498.968,,,,,,880.411,,4034.88,884.721,,4068.14
2025-12-31 07:00:00,,,,17.8304,0.36261,-0.34747,,,,,,,879.623,,4064.37,884.523,,4079.45
2025-12-31 07:50:00,,,,,,,498.599,,17.4,,,,,,,,,
2025-12-31 08:00:00,17.8093,-0.17332,-0.22663,17.9032,0.36248,-0.3473,499.014,,,,17.9032,483.839,880.087,,4038.24,884.461,,4054.05
2025-12-31 11:20:00,19.7207,-0.17573,-0.22133,19.7247,0.36236,-0.3491,498.876,,19.9,,19.7247,483.808,873.544,,3735.24,881.57,,3739.66
2025-12-31 11:30:00,19.8162,-0.1757,-0.22342,19.8472,0.36144,-0.34672,498.968,,20.0,,19.8472,483.885,873.64,,3721.62,881.632,,3721.98
2025-12-31 11:40:00,19.914,-0.17678,-0.22285,,,,,,,,,,,,,,,
2025-12-31 16:00:00,20.6995,-0.17676,-0.22229,20.8559,0.36279,-0.34551,498.768,,20.9,,20.8559,483.823,872.57,,3595.89,881.518,,3599.86
2025-12-31 16:10:00,20.7145,-0.17759,-0.22637,20.7564,0.36153,-0.34405,498.861,,,,20.7564,483.869,872.63,,3590.93,881.535,,3597.88
2025-12-31 16:20:00,20.6853,-0.17675,-0.2266,20.7122,0.36141,-0.34425,498.891,,20.9,,20.7122,483.854,872.773,,3599.68,881.693,,3604.65
2025-12-31 16:30:00,20.6276,-0.17801,-0.22638,20.6821,0.36176,-0.34434,498.784,,20.9,,20.6821,483.839,873.18,,3605.11,881.618,,3610.8
2025-12-31 16:40:00,20.626,-0.17706,-0.22706,,,,498.845,,20.9,,20.735,483.839,873.167,,3606.64,881.697,,3611.8
2025-12-31 16:50:00,20.5888,-0.17759,-0.22785,20.6022,0.36121,-0.34429,498.784,,20.9,,,483.808,873.269,,3613.25,881.789,,3618.05
2025-12-31 17:00:00,20.5049,-0.177,-0.22761,,,,498.861,,20.9,,20.6307,483.885,874.128,,3624.12,881.898,,3629.56
2025-12-31 17:10:00,20.444,-0.17683,-0.22726,20.4828,0.36144,-0.34315,498.922,,20.8,,20.4828,483.777,874.343,,3628.65,881.876,,3634.46
2025-12-31 17:20:00,20.4005,-0.17752,-0.22664,20.4036,0.3615,-0.34567,498.937,,20.8,,20.4036,483.747,874.117,,3633.19,882.099,,3638.91
2025-12-31 17:30:00,20.3101,-0.17691,-0.22755,,,,498.876,,20.7,,20.4202,483.716,874.1,,3651.91,882.243,,3658.83
2025-12-31 17:40:00,20.303,-0.1769,-0.22764,20.2863,0.36259,-0.3443,498.83,,20.6,,20.2863,484.361,874.83,,3655.1,882.283,,3660.29
2025-12-31 17:50:00,20.2166,-0.1772,-0.22772,20.3109,0.36203,-0.34444,498.799,,20.6,,65.2,483.854,874.873,,3665.48,882.335,,3670.23
2025-12-31 18:00:00,20.0491,-0.17726,-0.22821,20.0713,0.36078,-0.34483,,,20.4,,20.0713,483.808,874.817,,3686.76,882.567,,3690.06
2025-12-31 18:10:00,20.0102,-0.17749,-0.22801,20.0031,0.36113,-0.34582,498.768,,20.4,,20.0031,483.839,874.825,,3690.15,882.729,,3696.83
2025-12-31 18:20:00,,,,19.9601,0.36165,-0.34527,498.799,,20.4,,19.9601,,874.995,,3693.35,882.707,,3689.78
2025-12-31 18:40:00,,,,,,,,,,,19.9156,483.869,,,,,,
2025-12-31 18:50:00,19.6793,-0.17629,-0.22766,,,,498.937,,20.1,,19.7661,483.869,876.202,,3728.89,883.084,,3732.11
2025-12-31 19:00:00,19.6706,-0.17628,-0.22546,19.8846,0.36316,-0.34546,498.907,,20.1,,19.6793,,876.128,,3714.26,883.154,,3727.23
2025-12-31 19:10:00,19.6554,-0.17597,-0.22722,19.751,0.36227,-0.34477,498.799,,20.2,,19.751,483.9,876.171,,3708.85,883.154,,3725.66
2025-12-31 19:20:00,19.6116,-0.17559,-0.22771,19.6761,0.36119,-0.34534,498.814,,20.1,,19.6761,483.777,876.08,,3748.24,883.281,,3744.27
2025-12-31 19:30:00,19.6323,-0.17631,-0.22681,19.6721,0.36195,-0.34435,498.922,,20.1,,19.6721,483.916,876.093,,3735.05,883.25,,3730.08
2025-12-31 19:40:00,19.6554,-0.17636,-0.22856,19.6929,0.36259,-0.34511,498.922,,20.0,,19.6929,483.962,876.119,,3718.22,883.167,,3728.24
2025-12-31 19:50:00,19.6219,-0.17744,-0.22693,19.7995,0.36112,-0.34509,498.845,,19.8,,19.6554,483.823,876.097,,3735.15,883.176,,3736.99
2025-12-31 20:00:00,19.5614,-0.17632,-0.22669,19.6307,0.36201,-0.34455,498.845,,19.8,,19.6307,483.701,876.08,,3748.15,883.189,,3751.56
2025-12-31 20:10:00,19.4792,-0.17636,-0.22709,19.5933,0.36186,-0.34437,498.891,,19.8,,19.5933,483.762,876.215,,3756.18,883.237,,3759.24
2025-12-31 20:20:00,19.4513,-0.17601,-0.22648,19.6658,0.36095,-0.34581,498.876,,19.8,,19.4792,,876.093,,3771.81,883.351,,3770.52
2025-12-31 20:30:00,19.4633,-0.1763,-0.22671,19.5534,0.36239,-0.34385,,,19.9,,19.5534,483.716,876.089,,3762.66,883.355,,3746.49
2025-12-31 20:40:00,19.4553,-0.17569,-0.22747,,,,498.384,,19.9,,19.5534,483.916,876.241,,3771.91,883.347,,3765.24
2025-12-31 21:20:00,19.2573,-0.17564,-0.22601,19.5191,0.36153,-0.34473,498.937,,19.8,,,,,,,,,
2025-12-31 21:30:00,19.1677,-0.17444,-0.22653,19.3172,0.36245,-0.34515,498.922,,19.6,,19.3172,483.839,877.202,,3835.84,883.68,,3826.12
2025-12-31 21:40:00,19.0805,-0.17587,-0.22792,19.2437,0.36244,-0.34433,498.968,,19.3,,19.2437,483.931,878.165,,3848.37,884.018,,3843.88
2025-12-31 21:50:00,18.9115,-0.17579,-0.22629,19.1469,0.36324,-0.34514,498.476,,19.1,,19.1469,483.946,878.156,,3871.07,884.114,,3859.06
2025-12-31 22:00:00,18.9283,-0.17583,-0.22728,19.2461,0.36305,-0.34524,498.937,,19.2,,19.2461,483.854,878.497,,3872.57,883.917,,3836.96
2025-12-31 22:10:00,18.8922,-0.17565,-0.22608,19.1429,0.36228,-0.34473,498.984,,19.0,,19.1429,483.916,878.37,,3838.17,883.794,,3824.35
2025-12-31 22:20:00,18.7816,-0.17555,-0.22558,18.9988,0.36213,-0.34488,499.014,,18.9,,18.9988,483.885,878.322,,3898.66,884.316,,3880.57
2025-12-31 22:30:00,,,,18.9508,0.36336,-0.34461,499.014,,,,18.9508,483.854,878.353,,3894.79,884.277,,3884.43
2025-12-31 22:40:00,18.7366,-0.17557,-0.22726,19.0229,0.36338,-0.34524,499.014,,18.9,,18.7511,483.916,878.379,,3903.75,884.356,,3890.36
2025-12-31 22:50:00,18.7968,-0.17545,-0.22482,19.0445,0.36169,-0.34527,499.03,,19.1,,19.0229,483.931,878.374,,3864.68,884.189,,3884.14
2025-12-31 23:00:00,18.8089,-0.17537,-0.22714,19.0157,0.3631,-0.34672,498.568,,19.2,,19.0157,,878.431,,3826.49,884.005,,3826.31
2025-12-31 23:10:00,18.845,-0.17488,-0.22747,18.966,0.36166,-0.34543,498.968,,19.2,,18.966,483.823,878.435,,3815.39,883.741,,3786.93
2025-12-31 23:20:00,,,,18.9556,0.36271,-0.34635,498.953,,19.2,,18.9556,483.885,878.427,,3811.39,883.803,,3806.92
2025-12-31 23:30:00,18.666,-0.17528,-0.22595,18.8907,0.36239,-0.34361,,,18.8,,18.8907,483.823,878.383,,3878.4,884.141,,3860.09
2025-12-31 23:40:00,18.6692,-0.17497,-0.22656,18.885,0.36237,-0.34641,498.922,,18.7,,18.885,483.839,878.388,,3852.5,884.101,,3842.94
2025-12-31 23:50:00,,,,19.0013,0.36308,-0.34606,498.876,,19.0,,19.0013,483.363,878.414,,3834.81,883.833,,3801.98
2026-01-01 00:00:00,18.5823,-0.17472,-0.22658,18.8738,0.36196,-0.34656,498.937,,18.6,,18.8738,483.854,878.462,,3894.03,884.005,,3861.4
2026-01-01 00:10:00,18.6732,-0.17391,-0.22657,18.9171,0.36191,-0.34627,498.937,,18.8,,18.9171,483.885,878.37,,3894.22,884.299,,3882.45
2026-01-01 00:20:00,18.7109,-0.17471,-0.22643,18.8112,0.36221,-0.34605,498.999,,19.0,,18.8112,,878.374,,3864.12,884.127,,3865.62
2026-01-01 00:30:00,18.7198,-0.17438,-0.22693,18.8538,0.36153,-0.34612,498.891,,19.0,,18.8538,483.869,878.379,,3854.37,883.996,,3819.78
2026-01-01 00:40:00,18.514,-0.17452,-0.22667,,,,,,18.5,,,483.777,878.279,,3923.89,883.996,,3908.1
2026-01-01 00:50:00,18.4826,-0.17488,-0.22666,18.8401,0.36279,-0.34586,498.922,,18.5,,18.7302,483.793,878.27,,3925.31,884.518,,3910.93
2026-01-01 01:00:00,18.506,-0.17526,-0.22552,,,,498.937,,18.6,,18.8,483.854,878.309,,3883.3,884.448,,3904.41
2026-01-01 01:10:00,18.5486,-0.17501,-0.22637,18.7013,0.36272,-0.34676,498.876,,18.8,,18.7013,484.422,878.292,,3892.15,884.365,,3894.69
2026-01-01 01:20:00,18.5791,-0.17501,-0.22459,,,,498.891,,18.9,,80.9,483.9,878.248,,3928.44,884.373,,3942.85
2026-01-01 01:30:00,18.6547,-0.17486,-0.22577,18.7125,0.36199,-0.34557,498.907,,19.1,,18.7125,483.885,878.265,,3879.72,884.307,,3908.57
2026-01-01 01:40:00,18.7077,-0.17448,-0.2254,,,,,,19.0,,18.8586,483.9,878.265,,3850.44,884.057,,3855.4
2026-01-01 01:50:00,18.6692,-0.17413,-0.22601,18.796,0.36361,-0.34555,498.968,,19.0,,18.796,483.839,878.235,,3840.98,883.86,,3828.27
2026-01-01 02:00:00,18.518,-0.17396,-0.22617,18.861,0.3619,-0.34552,498.922,,18.7,,18.796,,878.187,,3901.68,883.89,,3869.94
2026-01-01 02:10:00,18.2998,-0.1754,-0.22455,18.5148,0.36338,-0.3456,,,,,,,878.126,,3986.18,883.996,,3976.44
2026-01-01 02:20:00,18.132,-0.17406,-0.22523,18.4915,0.36336,-0.34661,498.937,,18.3,,,483.885,878.074,,4033.92,884.101,,3994.88
2026-01-01 02:30:00,18.2094,-0.17402,-0.2249,18.4045,0.36304,-0.34697,498.984,,18.3,,18.4045,483.9,878.139,,3973.87,884.026,,3942.66
2026-01-01 02:40:00,18.1901,-0.1743,-0.22433,,,,499.014,,18.4,,18.5116,483.9,878.087,,4015.85,884.088,,3966.62
2026-01-01 02:50:00,18.2563,-0.17493,-0.2249,18.4448,0.36379,-0.3469,498.968,,18.3,,18.4448,,878.122,,3980.64,884.066,,3972.44
2026-01-01 03:00:00,18.1029,-0.17459,-0.2241,,,,498.999,,18.1,,18.4375,483.916,878.056,,4040.65,884.097,,3997.65
2026-01-01 03:10:00,18.0068,-0.17367,-0.22507,18.278,0.36274,-0.34558,498.984,,18.3,,18.278,483.808,878.148,,4066.3,884.677,,4011.25
2026-01-01 03:20:00,18.0544,-0.17345,-0.22386,18.228,0.36237,-0.34649,,,18.1,,18.228,483.9,878.658,,4051.35,884.989,,4030.26
2026-01-01 03:30:00,18.0181,-0.1735,-0.22456,,,,499.045,,18.3,,18.199,483.885,878.623,,4024.11,884.69,,4006.46
2026-01-01 03:40:00,17.7413,-0.17331,-0.22436,18.0302,0.36448,-0.34568,498.968,,18.0,,18.0302,483.777,878.558,,4125.78,884.721,,4075.97
2026-01-01 03:50:00,,,,18.0964,0.36286,-0.34528,498.922,,18.1,,17.7413,483.962,878.566,,4099.62,884.685,,4062.06
2026-01-01 04:00:00,17.7307,-0.17322,-0.22363,,,,,,18.2,,18.0884,483.793,878.579,,4077.23,884.65,,4041.71
2026-01-01 04:10:00,17.7218,-0.17417,-0.22391,18.1457,0.36377,-0.34722,498.937,,18.0,,81.4,483.869,878.653,,4117.12,885.042,,4059.06
2026-01-01 04:20:00,17.6886,-0.17281,-0.22356,17.9841,0.3639,-0.34553,498.937,,18.1,,17.9841,483.869,878.623,,4113.61,884.857,,4054.53
2026-01-01 04:30:00,17.9211,-0.17372,-0.22464,18.2329,0.36341,-0.34654,498.922,,18.2,,17.6886,483.639,878.636,,3997.55,884.532,,3989.14
2026-01-01 04:40:00,18.0035,-0.17366,-0.22385,18.3095,0.36315,-0.34684,498.953,,18.2,,18.2329,483.823,878.571,,3984.17,884.286,,3963.87
2026-01-01 04:50:00,17.9186,-0.17377,-0.22327,,,,498.999,,18.2,,18.3095,483.716,878.514,,4039.69,884.439,,4006.27
2026-01-01 05:00:00,,,,17.9712,0.36341,-0.3464,,,17.4,,,483.747,878.44,,4129.78,884.712,,4106.81
2026-01-01 05:10:00,17.3873,-0.17232,-0.22337,,,,498.922,,17.4,,17.8126,483.823,878.479,,4136.71,885.352,,4123.84
2026-01-01 05:20:00,17.3954,-0.17247,-0.22257,17.6975,0.36279,-0.34685,498.907,,17.2,,17.6975,483.747,878.444,,4153.81,885.352,,4123.15
2026-01-01 05:30:00,17.4832,-0.17507,-0.22305,,,,,,17.2,,17.7275,,878.466,,4120.72,885.147,,4095.83
2026-01-01 05:40:00,17.5165,-0.1732,-0.22292,17.7526,0.3641,-0.34675,,,17.1,,17.7526,483.793,878.479,,4128.12,885.203,,4106.22
2026-01-01 05:50:00,17.4686,-0.17355,-0.22377,17.8951,0.36406,-0.34593,498.461,,17.1,,17.5165,483.731,878.497,,4132.9,885.199,,4117.7
2026-01-01 06:00:00,17.5051,-0.17225,-0.22386,17.8927,0.36408,-0.34693,498.907,,17.1,,17.8951,483.762,878.479,,4141.49,885.218,,4125.59
2026-01-01 06:10:00,17.5441,-0.17352,-0.22318,17.8029,0.3646,-0.34766,,,17.5,,17.8029,483.731,878.453,,4129.2,885.208,,4114.49
2026-01-01 06:20:00,17.6878,-0.173,-0.2216,17.9485,0.36296,-0.3477,498.907,,17.5,,17.9485,484.345,878.466,,4084.97,884.813,,4060.61
2026-01-01 06:30:00,17.7153,-0.17301,-0.22367,17.9914,0.36353,-0.34593,498.922,,17.6,,17.9914,483.869,878.449,,4093.89,884.787,,4071.04
2026-01-01 06:40:00,17.644,-0.17386,-0.22242,17.951,0.36384,-0.34719,498.937,,17.6,,17.951,483.854,878.44,,4120.62,885.015,,4097.09
2026-01-01 06:50:00,17.5815,-0.1734,-0.22252,17.9898,0.36412,-0.34749,498.891,,17.6,,17.951,483.839,879.859,,4130.27,885.183,,4103.21
2026-01-01 07:00:00,17.7104,-0.17303,-0.22273,18.0577,0.36466,-0.3465,498.491,,17.8,,17.9898,483.762,879.82,,4104.28,885.011,,4083.33
2026-01-01 07:10:00,,,,,,,498.922,,,,18.0399,483.885,879.426,,4055.69,884.54,,4040.27
2026-01-01 07:20:00,17.9623,-0.17345,-0.22351,18.1473,0.36354,-0.34666,498.922,,18.3,,18.1473,483.885,879.422,,4027.19,884.382,,4018.83
2026-01-01 07:30:00,18.0496,-0.17293,-0.22274,18.2256,0.36107,-0.35119,499.291,,18.2,,,,879.531,,4036.22,884.422,,4017.49
2026-01-01 07:40:00,18.0092,-0.17331,-0.22259,18.2401,0.36294,-0.34723,498.922,,18.2,,18.2401,483.931,879.452,,4033.92,884.47,,4019.69
2026-01-01 07:50:00,,,,18.1957,0.36219,-0.34811,,,17.8,,18.1957,483.9,879.396,,4055.3,884.439,,4035.94
2026-01-01 08:00:00,17.7324,-0.17241,-0.22237,18.1013,0.36149,-0.34817,498.922,,17.6,,18.1013,483.885,879.391,,4086.33,884.646,,4071.23
2026-01-01 08:10:00,17.738,-0.17325,-0.22234,18.0173,0.362,-0.34589,498.445,,17.7,,18.0173,,879.374,,4091.27,884.729,,4073.94
2026-01-01 08:20:00,17.8255,-0.17337,-0.22323,,,,499.307,,17.8,,,,879.417,,4075.49,884.729,,4060.8
2026-01-01 08:30:00,,,,18.2159,0.36302,-0.34804,498.861,,17.8,,18.2135,483.885,879.649,,4064.28,884.655,,4053.18
2026-01-01 08:40:00,17.9024,-0.17378,-0.22423,18.1207,0.36305,-0.34859,,,17.9,,,,879.365,,4061.96,884.628,,4052.98
2026-01-01 08:50:00,17.9566,-0.17368,-0.22344,18.161,0.36197,-0.3482,498.968,,18.0,,18.161,483.916,879.448,,4054.14,884.549,,4042.87
2026-01-01 09:00:00,18.2377,-0.17326,-0.22382,18.4504,0.36301,-0.34827,498.999,,18.4,,18.161,483.916,879.352,,4004.16,884.294,,3998.13
2026-01-01 09:10:00,18.5099,-0.17448,-0.22147,18.5035,0.36262,-0.34794,498.922,,18.8,,18.5035,483.869,879.195,,3956.25,883.882,,3958.54
2026-01-01 09:20:00,18.7575,-0.17347,-0.22302,18.694,0.36251,-0.34944,498.953,,18.9,,,,879.147,,3915.19,883.697,,3915.28
2026-01-01 09:30:00,,,,18.8137,0.36274,-0.34975,498.999,,19.2,,18.8137,483.885,877.917,,3878.59,883.417,,3885.56
2026-01-01 09:40:00,19.2245,-0.17443,-0.2224,19.0525,0.3624,-0.34946,,,19.6,,19.0525,483.931,877.202,,3805.61,883.092,,3833.87
2026-01-01 09:50:00,19.338,-0.17472,-0.2223,,,,498.876,,19.7,,19.1997,483.823,876.355,,3819.12,882.895,,3827.99
2026-01-01 10:00:00,19.2932,-0.17398,-0.22187,19.2285,0.36173,-0.34841,,,19.7,,19.2285,,876.341,,3830.23,882.913,,3832.66
2026-01-01 10:10:00,19.1901,-0.17389,-0.22172,19.2277,0.36189,-0.34853,498.907,,19.8,,74.8,483.808,876.276,,3865.9,883.088,,3868.35
2026-01-01 10:20:00,19.2373,-0.17413,-0.22127,19.1629,0.36113,-0.34964,498.922,,19.6,,19.1629,483.885,876.11,,3850.9,882.76,,3843.6
2026-01-01 10:30:00,,,,19.1773,0.3623,-0.34865,,,19.7,,,,876.18,,3856.62,882.895,,3856.34
2026-01-01 10:40:00,19.2365,-0.17418,-0.22193,,,,498.937,,19.7,,19.1909,483.808,876.228,,3850.81,882.917,,3854.65
2026-01-01 10:50:00,19.3579,-0.17563,-0.22142,19.413,0.36346,-0.34929,498.937,,19.9,,19.2365,483.808,876.089,,3826.03,882.825,,3830.04
2026-01-01 11:00:00,19.6706,-0.17482,-0.22236,19.5598,0.36255,-0.34946,,,20.0,,19.5598,483.885,874.578,,3757.48,882.326,,3763.39
2026-01-01 11:10:00,19.7327,-0.176,-0.22223,19.8051,0.36132,-0.34868,498.861,,19.9,,72.9,483.823,874.438,,3741.32,882.291,,3754.8
2026-01-01 11:20:00,19.9625,-0.17547,-0.2227,19.8791,0.36304,-0.3483,498.937,,20.4,,19.8791,483.931,874.295,,3713.16,881.942,,3718.86
2026-01-01 11:30:00,20.0459,-0.17532,-0.2259,20.1063,0.36159,-0.34688,498.999,,20.5,,71.1,483.931,873.744,,3708.57,881.754,,3713.34
2026-01-01 11:40:00,19.8846,-0.17489,-0.22293,19.9244,0.36239,-0.34862,498.937,,20.4,,19.9244,483.869,873.749,,3750.46,881.994,,3751.93
2026-01-01 11:50:00,20.1737,-0.17673,-0.22354,20.1055,0.36138,-0.34888,498.891,,20.7,,20.1055,483.808,873.766,,3681.64,881.649,,3697.2
2026-01-01 12:00:00,20.3307,-0.17659,-0.22264,20.1349,0.3602,-0.34791,499.322,,,,20.1349,483.777,873.395,,3657.19,881.466,,3673.51
2026-01-01 12:10:00,20.5801,-0.17717,-0.22224,20.5928,0.36169,-0.34656,498.968,,,,20.1349,483.854,872.133,,3624.03,881.033,,3629.2
2026-01-01 12:20:00,20.8054,-0.17673,-0.22408,20.6837,0.36033,-0.34759,,,,,20.6837,483.854,871.718,,3579.93,880.656,,3577.59
2026-01-01 12:30:00,20.799,-0.17766,-0.2245,20.7003,0.3609,-0.34727,498.953,,21.2,,,483.869,871.541,,3597.97,880.875,,3600.41
2026-01-01 12:40:00,20.9979,-0.1764,-0.2237,20.9782,0.36146,-0.34598,498.937,,21.5,,20.799,483.823,871.481,,3555.67,880.621,,3558.45
2026-01-01 12:50:00,20.9901,-0.17732,-0.22342,20.893,0.36091,-0.34641,,,21.6,,20.893,483.854,871.299,,3574.62,880.498,,3572.46
2026-01-01 13:00:00,20.8085,-0.17824,-0.21925,20.983,0.36169,-0.34598,498.307,,21.5,,20.983,483.762,871.291,,3593.82,880.779,,3584.98
2026-01-01 13:10:00,,,,21.0137,0.36134,-0.34497,499.014,,21.5,,20.983,483.9,871.325,,3587.05,880.827,,3583.09
2026-01-01 13:20:00,20.8685,-0.1784,-0.2235,20.9001,0.36018,-0.34505,498.907,,21.5,,20.9001,483.839,871.338,,3580.92,880.761,,3582.55
