timestamp,LGE-0-0D-QJ-1_temperature,LGE-0-0D-QJ-1_xAxisAngle,LGE-0-0D-QJ-1_yAxisAngle,LGE-0-1D-QJ-1_temperature,LGE-0-1D-QJ-1_xAxisAngle,LGE-0-1D-QJ-1_yAxisAngle,LGE-0-1L-LX-1_beamPierRelativeDisplacement,LGE-0-1L-LX-1_measureDisplacement,LGE-0-1L-LX-2_beamPierRelativeDisplacement,LGE-0-1L-LX-2_measureDisplacement,LGE-0-1L-LX-3_beamPierRelativeDisplacement,LGE-0-1L-LX-3_measureDisplacement,LGE-0-1L-LX-4_beamPierRelativeDisplacement,LGE-0-1L-LX-4_measureDisplacement,LGE-0-1L-WSD-1_humidity,LGE-0-1L-WSD-1_temperature,LGE-0-1L-YB-1_frequency,LGE-0-1L-YB-1_strain,LGE-0-1L-YB-1_temperature,LGE0-1L-YB-2_frequency,LGE0-1L-YB-2_strain,LGE0-1L-YB-2_temperature
2025-12-31 04:10:00,20.0435,-0.08555,-0.37567,19.3707,-0.11508,0.26901,509.593,509.593,489.682,489.574,551.873,551.904,532.741,532.772,70.3,20.4,867.643,11.786576875000002,3872.86,864.778,20.050346323,3899.6
2025-12-31 04:20:00,20.0435,-0.08555,-0.37567,19.3707,-0.11508,0.26901,509.593,509.593,489.682,489.574,551.873,551.904,532.741,532.772,70.3,20.4,867.6156363636364,11.786576875000002,3875.54,864.7407333333333,20.050346323,3902.445333333333
2025-12-31 04:30:00,20.0435,-0.08555,-0.37567,19.3707,-0.11508,0.26901,509.593,509.593,489.682,489.574,551.873,551.904,532.741,532.772,70.3,20.4,867.5882727272727,11.786576875000002,3878.22,864.7034666666667,20.050346323,3905.2906666666668
2025-12-31 04:40:00,20.0435,-0.08555,-0.37567,19.3707,-0.11508,0.26901,509.593,509.593,489.682,489.574,551.873,551.904,532.741,532.772,70.3,20.4,867.5609090909091,11.786576875000002,3880.9,864.6662,20.050346323,3908.136
2025-12-31 04:50:00,20.0435,-0.08555,-0.37567,19.3707,-0.11508,0.26901,509.593,509.593,489.682,489.574,551.873,551.904,532.741,532.772,70.3,20.4,867.5335454545454,11.786576875000002,3883.58,864.6289333333334,20.050346323,3910.981333333333
2025-12-31 05:00:00,20.0435,-0.08555,-0.37567,19.3707,-0.11508,0.26901,509.593,509.593,489.682,489.574,551.873,551.904,532.741,532.772,70.3,20.4,867.5061818181819,11.786576875000002,3886.26,864.5916666666667,20.050346323,3913.826666666667
2025-12-31 05:10:00,20.0435,-0.08555,-0.37567,19.3707,-0.11508,0.26901,509.593,509.593,489.682,489.574,551.873,551.904,532.741,532.772,70.3,20.4,867.4788181818182,11.786576875000002,3888.94,864.5544,20.050346323,3916.672
2025-12-31 05:20:00,20.0435,-0.08555,-0.37567,19.3707,-0.11508,0.26901,509.593,509.593,489.682,489.574,551.873,551.904,532.741,532.772,70.3,20.4,867.4514545454546,11.786576875000002,3891.6200000000003,864.5171333333334,20.050346323,3919.517333333333
2025-12-31 05:30:00,20.0435,-0.08555,-0.37567,19.3707,-0.11508,0.26901,509.593,509.593,489.682,489.574,551.873,551.904,532.741,532.772,70.3,20.4,867.4240909090909,11.786576875000002,3894.3,864.4798666666667,20.050346323,3922.362666666667
2025-12-31 05:40:00,20.0435,-0.08555,-0.37567,19.3707,-0.11508,0.26901,509.593,509.593,489.682,489.574,551.873,551.904,532.741,532.772,70.3,20.4,867.3967272727273,11.786576875000002,3896.98,864.4426000000001,20.050346323,3925.208
