timestamp,abnormal_count,point_score_mean,point_score_max,point_status
2025-12-30 16:20:00,18,170.326840152883,1116.6510014739106,abnormal
2025-12-30 16:30:00,18,171.32383832732705,1116.156080694687,abnormal
2025-12-30 16:40:00,18,171.41501027965901,1115.3456654473453,abnormal
2025-12-30 16:50:00,18,171.85656503415595,1115.4357080524305,abnormal
2025-12-30 17:00:00,22,170.22549290050497,1115.646533578909,abnormal
2025-12-30 17:10:00,22,170.2527859384861,1115.7473366843365,abnormal
2025-12-30 17:20:00,18,170.75391096277613,1115.4947201600621,abnormal
2025-12-30 17:30:00,18,170.79381483108156,1115.3920250965393,abnormal
2025-12-30 17:40:00,18,171.11210666173616,1115.4559384595639,abnormal
2025-12-30 17:50:00,18,170.64433861106968,1115.4480567323296,abnormal
2025-12-30 18:00:00,18,170.8699373995387,1114.936403775482,abnormal
2025-12-30 18:10:00,18,172.28519494066802,1114.7465342818177,abnormal
2025-12-30 18:20:00,18,171.49304647958576,1114.6000349007352,abnormal
2025-12-30 18:30:00,18,172.42175130434705,1114.983258803368,abnormal
2025-12-30 18:40:00,18,171.98756571185487,1114.910887633919,abnormal
2025-12-30 18:50:00,18,172.1752708086252,1114.6767616115687,abnormal
2025-12-30 19:00:00,22,171.30455468657397,1114.8393146095523,abnormal
2025-12-30 19:10:00,18,172.09713628026634,1114.852684727068,abnormal
2025-12-30 19:20:00,18,171.69906156328213,1114.2616332837758,abnormal
2025-12-30 19:30:00,18,173.67388606873416,1114.8219206488432,abnormal
2025-12-30 19:40:00,18,171.56683171088,1114.4760451060508,abnormal
2025-12-30 19:50:00,18,174.3288460764161,1115.0059021525822,abnormal
2025-12-30 20:00:00,18,172.4287312076164,1115.374811345637,abnormal
2025-12-30 20:10:00,18,172.08719124756223,1114.7859160578785,abnormal
2025-12-30 20:20:00,18,173.5877778983864,1114.351139765022,abnormal
2025-12-30 20:30:00,18,172.85555508875325,1114.809909729002,abnormal
2025-12-30 20:40:00,18,173.7009252762792,1114.2075777633647,abnormal
2025-12-30 20:50:00,18,172.91889335465666,1115.116817659569,abnormal
2025-12-30 21:00:00,18,175.85252381133006,1114.738545356616,abnormal
2025-12-30 21:10:00,18,174.7742582891012,1114.867796225772,abnormal
2025-12-30 21:20:00,18,174.40147329873818,1114.870693482626,abnormal
2025-12-30 21:30:00,18,177.98382195418029,1114.9844130813249,abnormal
2025-12-30 21:40:00,18,174.16410163452107,1115.5941054038854,abnormal
2025-12-30 21:50:00,18,174.02277083603758,1113.9626326570558,abnormal
2025-12-30 22:00:00,18,175.70382620424823,1114.915257968598,abnormal
2025-12-30 22:10:00,18,173.42606499241586,1113.940028925073,abnormal
2025-12-30 22:20:00,18,173.47254893103585,1114.9482250666824,abnormal
2025-12-30 22:30:00,18,175.3981896963086,1113.9044178332992,abnormal
2025-12-30 22:40:00,22,173.01176679395292,1114.4072273471295,abnormal
2025-12-30 22:50:00,18,175.17728046954588,1114.0711732984153,abnormal
2025-12-30 23:00:00,18,177.0213154205762,1114.2590439190558,abnormal
2025-12-30 23:10:00,18,173.65566117186486,1114.5200086300147,abnormal
2025-12-30 23:20:00,22,172.81667575177937,1113.6112365373951,abnormal
2025-12-30 23:30:00,22,172.3222282795111,1112.964839618343,abnormal
2025-12-30 23:40:00,22,172.23660214877614,1112.6270692465719,abnormal
2025-12-30 23:50:00,22,172.20217771702886,1112.7908116545639,abnormal
2025-12-31 00:00:00,22,172.08928144573142,1112.5988266790569,abnormal
2025-12-31 00:10:00,22,171.9889170710028,1112.255686997872,abnormal
2025-12-31 00:20:00,22,171.87353014107205,1111.903240012495,abnormal
2025-12-31 00:30:00,22,171.79794285310868,1111.7600408802505,abnormal
2025-12-31 00:40:00,22,171.73228406934388,1111.6556440317615,abnormal
2025-12-31 00:50:00,22,171.63162646392644,1111.4734353197873,abnormal
2025-12-31 01:00:00,22,171.54883341049515,1111.3060012849528,abnormal
2025-12-31 01:10:00,22,171.4920597983096,1111.1377558697843,abnormal
2025-12-31 01:20:00,22,171.50612571068083,1111.0348572712028,abnormal
2025-12-31 01:30:00,22,171.56252183983605,1110.9782511634166,abnormal
2025-12-31 01:40:00,22,171.6202767995142,1110.92250779139,abnormal
2025-12-31 01:50:00,22,171.6780317591924,1110.8667644193633,abnormal
2025-12-31 02:00:00,22,171.73578671887068,1110.811021047337,abnormal
2025-12-31 02:10:00,22,171.8011627396001,1110.76293474239,abnormal
2025-12-31 02:20:00,22,171.88764375697636,1110.7329827050326,abnormal
2025-12-31 02:30:00,22,171.98232728856271,1110.7161296939287,abnormal
2025-12-31 02:40:00,22,172.07099678742034,1110.719675362498,abnormal
2025-12-31 02:50:00,22,172.1394825274964,1110.6636517093075,abnormal
2025-12-31 03:00:00,22,172.2369709222762,1110.6398646620044,abnormal
2025-12-31 03:10:00,22,172.35200359275171,1110.6298051748165,abnormal
2025-12-31 03:20:00,22,172.4904070683053,1110.660717573013,abnormal
2025-12-31 03:30:00,22,172.6278225600764,1110.6535525914298,abnormal
2025-12-31 03:40:00,22,172.75543947456728,1110.5685650828668,abnormal
2025-12-31 03:50:00,22,172.88407902091953,1110.5333164939361,abnormal
2025-12-31 04:00:00,22,173.118141401911,1110.6888012794518,abnormal
2025-12-31 04:10:00,18,174.05894700517487,1110.9073730729015,abnormal
2025-12-31 04:20:00,22,173.21914797035285,1110.8185353531412,abnormal
2025-12-31 04:30:00,22,173.21639352972832,1110.5953553533616,abnormal
2025-12-31 04:40:00,22,173.30317465925685,1110.5245246725501,abnormal
2025-12-31 04:50:00,22,173.33297969932082,1110.5982046052723,abnormal
2025-12-31 05:00:00,22,173.3184407300284,1110.5704901319098,abnormal
2025-12-31 05:10:00,22,173.27974256617964,1110.432130523854,abnormal
2025-12-31 05:20:00,22,173.22612523373826,1110.2954145926908,abnormal
2025-12-31 05:30:00,22,173.18093655376944,1110.23728297359,abnormal
2025-12-31 05:40:00,22,173.14547009116825,1110.2060846724773,abnormal
2025-12-31 05:50:00,22,173.13004816267764,1110.1079558096985,abnormal
2025-12-31 06:00:00,20,173.28900935443582,1109.9729392725294,abnormal
2025-12-31 06:10:00,22,173.06488396402523,1109.9055609830107,abnormal
2025-12-31 06:20:00,22,173.11611059030255,1109.9323237454673,abnormal
2025-12-31 06:30:00,22,173.24945777786536,1109.989178734968,abnormal
2025-12-31 06:40:00,18,173.55373302873474,1110.010517156626,abnormal
2025-12-31 06:50:00,22,173.399860708059,1110.1336742999508,abnormal
2025-12-31 07:00:00,22,173.48531864644775,1110.1610298251017,abnormal
2025-12-31 07:10:00,22,173.58663660833142,1110.3402420282112,abnormal
2025-12-31 07:20:00,22,173.68431594408247,1110.3129554537331,abnormal
2025-12-31 07:30:00,22,173.85397063769005,1110.2671180702955,abnormal
2025-12-31 07:40:00,22,173.9649719275056,1110.2664018354903,abnormal
2025-12-31 07:50:00,22,174.19026831379776,1110.6592027026525,abnormal
2025-12-31 08:00:00,18,175.10334505729466,1110.7252390474662,abnormal
2025-12-31 08:10:00,22,174.6886781590846,1111.0589745837497,abnormal
