timestamp,ZS-0-0D-QJ-1_temperature,ZS-0-0D-QJ-1_xAxisAngle,ZS-0-0D-QJ-1_yAxisAngle,ZS-0-1D-QJ-1_temperature,ZS-0-1D-QJ-1_xAxisAngle,ZS-0-1D-QJ-1_yAxisAngle,ZS-0-1L-LX-1_beamPierRelativeDisplacement,ZS-0-1L-LX-1_measureDisplacement,ZS-0-1L-LX-2_beamPierRelativeDisplacement,ZS-0-1L-LX-2_measureDisplacement,ZS-0-1L-LX-3_beamPierRelativeDisplacement,ZS-0-1L-LX-3_measureDisplacement,ZS-0-1L-LX-4_beamPierRelativeDisplacement,ZS-0-1L-LX-4_measureDisplacement,ZS-0-1L-WSD-1_humidity,ZS-0-1L-WSD-1_temperature,ZS-0-1L-YB-1_frequency,ZS-0-1L-YB-1_strain,ZS-0-1L-YB-1_temperature,ZS-0-1L-YB-2_frequency,ZS-0-1L-YB-2_strain,ZS-0-1L-YB-2_temperature
2025-12-21 17:30:00,22.6012,0.36267,-0.42253,22.344,-0.21085,-0.22327,489.81600000000003,490.308,500.79300000000006,508.393,591.106,590.507,508.551,508.044,65.1,15.2,866.505,3.77526417,25.655863152,896.202,-10.040990696,25.178182655
2025-12-21 17:40:00,22.6012,0.36267,-0.42253,22.344,-0.21085,-0.22327,489.81600000000003,490.308,500.79300000000006,508.393,591.106,590.507,508.551,508.044,65.1,15.2,866.566,3.77526417,25.522526086,896.455,-10.040990696,25.039022035
2025-12-21 17:50:00,22.6012,0.36267,-0.42253,22.344,-0.21085,-0.22327,489.81600000000003,490.308,500.79300000000006,508.393,591.106,590.507,508.551,508.044,65.1,15.2,866.643,3.77526417,25.385946462,896.583,-10.040990696,24.918041109
2025-12-21 18:00:00,22.6012,0.36267,-0.42253,22.344,-0.21085,-0.22327,489.81600000000003,490.308,500.79300000000006,508.393,591.106,590.507,508.551,508.044,65.1,15.2,866.605,3.77526417,25.273914433,896.752,-10.040990696,24.818771299
2025-12-21 18:10:00,22.6012,0.36267,-0.42253,22.344,-0.21085,-0.22327,489.81600000000003,490.308,500.79300000000006,508.393,591.106,590.507,508.551,508.044,65.1,15.2,866.695,3.77526417,25.159275169,896.863,-10.040990696,24.716983174
2025-12-21 18:20:00,22.6012,0.36267,-0.42253,22.344,-0.21085,-0.22327,489.81600000000003,490.308,500.79300000000006,508.393,591.106,590.507,508.551,508.044,65.1,15.2,867.171,3.77526417,25.101816362,896.999,-10.040990696,24.654403826
2025-12-21 18:30:00,22.6012,0.36267,-0.42253,22.344,-0.21085,-0.22327,489.81600000000003,490.308,500.79300000000006,508.393,591.106,590.507,508.551,508.044,65.1,15.2,867.21,3.77526417,25.055600274,897.03,-10.040990696,24.650808065
2025-12-21 18:40:00,22.6012,0.36267,-0.42253,22.344,-0.21085,-0.22327,489.81600000000003,490.308,500.79300000000006,508.393,591.106,590.507,508.551,508.044,65.1,15.2,867.505,3.77526417,24.993406954,897.173,-10.040990696,24.641297388
2025-12-21 18:50:00,22.6012,0.36267,-0.42253,22.344,-0.21085,-0.22327,489.81600000000003,490.308,500.79300000000006,508.393,591.106,590.507,508.551,508.044,65.1,15.2,867.557,3.77526417,24.931101518,897.249,-10.040990696,24.590599953
2025-12-21 19:00:00,22.6012,0.36267,-0.42253,22.344,-0.21085,-0.22327,489.81600000000003,490.308,500.79300000000006,508.393,591.106,590.507,508.551,508.044,65.1,15.2,867.587,3.77526417,24.858011723,897.24,-10.040990696,24.517099633
2025-12-21 19:10:00,22.6012,0.36267,-0.42253,22.344,-0.21085,-0.22327,489.81600000000003,490.308,500.79300000000006,508.393,591.106,590.507,508.551,508.044,65.1,15.2,868.28,3.77526417,24.781341327,897.531,-10.040990696,24.446536706
2025-12-21 19:20:00,22.6012,0.36267,-0.42253,22.344,-0.21085,-0.22327,489.81600000000003,490.308,500.79300000000006,508.393,591.106,590.507,508.551,508.044,65.1,15.2,868.379,3.77526417,24.69257354,897.66,-10.040990696,24.366322829
