timestamp,MS-0-0D-QJ-1_temperature,MS-0-0D-QJ-1_xAxisAngle,MS-0-0D-QJ-1_yAxisAngle,MS-0-1D-QJ-1_temperature,MS-0-1D-QJ-1_xAxisAngle,MS-0-1D-QJ-1_yAxisAngle,MS-0-1L-LX-1_beamPierRelativeDisplacement,MS-0-1L-LX-1_measureDisplacement,MS-0-1L-LX-3_beamPierRelativeDisplacement,MS-0-1L-LX-3_measureDisplacement,MS-0-1L-WSD-1_humidity,MS-0-1L-WSD-1_temperature,MS-0-1L-YB-1_frequency,MS-0-1L-YB-1_strain,MS-0-1L-YB-1_temperature,MS-0-1L-YB-2_frequency,MS-0-1L-YB-2_strain,MS-0-1L-YB-2_temperature
2025-12-30 16:30:00,22.302966725919028,-0.17813000440653987,-0.22758036006653654,24.09913249448389,0.3611294260931246,-0.3469397783919758,498.784,498.4760021667884,20.18286350631365,14.80709472701244,24.0862094241528,484.3533769215007,868.793,-5.750030386888106,3340.63,879.212,-6.984197250605712,3328.04
2025-12-30 16:40:00,22.3026,-0.17813,-0.22758,24.0664,0.36114,-0.34694,498.784,498.4760021667884,9.82709311259896,21.506640953166823,24.035299999999996,484.361,868.815,-5.785051908803625,3354.11,879.286,-6.9829598930304595,3344.98
2025-12-30 16:50:00,22.295933655124784,-0.17882033563294197,-0.228445061508992,23.6656,0.3609,-0.34818,498.768,498.4760021667884,27.34372840874005,7.426847627160953,23.665599999999998,483.9,868.832,-5.284767881301611,3355.94,879.514,-6.984276362628579,3358.21
2025-12-30 17:00:00,22.2806,-0.17951,-0.22931,22.7129,0.36198,-0.3462,498.8213187280255,498.4760002538062,19.489646435107204,4.56272697567141,22.712900000000005,483.9,868.849,-5.273688222394759,3364.83,879.654,-6.983510936340265,3369.1099999999997
2025-12-30 17:10:00,22.0042,-0.17914,-0.22901,22.3761,0.36314,-0.34657,498.876,498.4760021666903,11.167531359266547,8.787383328814315,22.3761,483.839,868.845,-5.1569276008692135,3393.3300000000004,879.969,-6.984505623012703,3398.06
2025-12-30 17:20:00,21.896,-0.17868,-0.22712,22.1624,0.3618,-0.34501,498.768,498.476002166788,12.891817104404254,11.565125433842411,22.162400000000005,483.839,869.026,-5.145684131641004,3405.51,880.135,-6.988106824426344,3410.6
2025-12-30 17:30:00,21.5655,-0.17769,-0.2284,21.8709,0.36184,-0.34687,498.83,498.4760021667884,11.33122795204639,7.972393543360681,21.8709,483.9,871.295,-5.128666899130354,3450.6,880.533,-6.998639888868427,3456.61
2025-12-30 17:40:00,21.3202,-0.17798,-0.23005,21.6464,0.36219,-0.34758,498.8293187170821,498.4760021667884,9.869892812245894,8.863953215932213,21.6464,483.839,871.286,-5.135522058823423,3496.43,880.827,-7.008286013204023,3502.03
2025-12-30 17:50:00,21.1044,-0.1772,-0.22984,21.3949,0.36175,-0.34761,498.83,498.4760021667884,9.00043176591538,6.512641451393051,21.6464,483.716,871.269,-5.166403738531485,3523.35,881.059,-7.053358790558773,3531.93
2025-12-30 18:00:00,20.9459,-0.17692,-0.22853,21.0925,0.36209,-0.34757,499.23,498.4760021667884,9.918591058656602,14.1521949805026,21.0925,484.314,871.338,-5.2335648929792065,3547.68,881.239,-7.0856547267069505,3555.13
2025-12-30 18:10:00,20.705,-0.17691,-0.22888,21.0334,0.36232,-0.34659,498.261,498.4760021667884,9.120119584415079,15.042974342666753,21.0925,483.8342898909873,871.355,-5.351148463729708,3584.44,881.348,-7.1890405535574775,3591.74
2025-12-30 18:20:00,20.5049,-0.1769,-0.22872,20.7469,0.36258,-0.34562,498.55231909614434,498.4760021667884,17.781043631304954,19.721239903118146,20.746899999999997,483.731,871.399,-5.4281091317377115,3602.49,881.693,-7.30465195104466,3600.59
2025-12-30 18:30:00,20.406,-0.17772,-0.22829,20.6086,0.36356,-0.34624,498.845,498.47600216678796,24.052498874222067,9.45317646603138,20.608599999999996,483.777,871.394,-5.5077044194487135,3608.72,881.972,-7.362271564307603,3613.34
2025-12-30 18:40:00,20.1817,-0.17607,-0.22953,20.4511,0.36232,-0.34459,498.768,498.47600216671503,29.891535068166093,16.426649233208252,20.451099999999997,483.747,871.42,-5.450362015564884,3647.27,882.27,-7.359599644224941,3662.2000000000003
2025-12-30 18:50:00,20.0539,-0.17647,-0.22876,20.386030994757427,0.3620034167485458,-0.34487081314064444,498.83,498.476002096189,31.73879647011273,22.769086351509713,20.4321,483.777,871.567,-5.483590449251482,3647.18,882.462,-7.313902170984525,3667.31
2025-12-30 19:00:00,19.8783,-0.17686,-0.22708,20.29382018289476,0.3615500523072024,-0.3452260681906529,498.799,498.47593073515736,31.914824157014436,20.041333184738562,20.4321,483.869,871.567,-5.487385602238149,3671.59,882.637,-7.344431186729869,3683.11
2025-12-30 19:10:00,19.9458,-0.17757,-0.22795,20.1595,0.36114,-0.34565,498.81399999999996,498.47130364872555,30.355225816046925,15.926908495788894,20.1595,472.3144832167799,871.571,-5.499562468135644,3646.4500000000003,882.462,-7.299388586054958,3644.36
2025-12-30 19:20:00,19.7947,-0.17694,-0.22784,20.1047,0.36259,-0.34498,498.7901147620222,498.5065467190807,27.50383309894545,23.10931636406241,20.1047,483.823,871.554,-5.702755792430988,3671.05,882.9,-7.230270611670312,3689.1400000000003
2025-12-30 19:30:00,19.6268,-0.17685,-0.22716,19.9283,0.36294,-0.34527,498.768,498.4762643311585,22.12257915876745,16.809359947046346,19.9283,483.946,871.563,-5.789768983441914,3733.5800000000004,883.075,-7.1499181072609534,3737.82
2025-12-30 19:40:00,19.5694,-0.17573,-0.22756,19.8767,0.36132,-0.34557,498.768,498.47607920466703,22.74431901201035,15.97120871252946,19.52033717201951,472.33785771704044,871.567,-5.817699388526641,3705.91,883.075,-7.005112755231638,3727.32
2025-12-30 19:50:00,19.3707,-0.1763,-0.22704,19.7932,0.36272,-0.34576,498.81399999999996,498.5059406792323,20.632816520039285,21.228213255307878,19.5694,483.916,871.55,-5.788888654364523,3779.32,883.254,-6.964369637261948,3787.02
2025-12-30 20:00:00,19.3228,-0.17731,-0.2281,19.85950224683296,0.36242904297368933,-0.34510377371979295,498.753,498.47519748331115,20.654291148219045,24.817949398430585,19.7932,483.885,876.438,-5.583853223720105,3763.3,883.456,-6.928571660495566,3775.8
2025-12-30 20:10:00,19.3747,-0.17571,-0.22744,19.7183,0.36208,-0.34463,498.78146926001773,498.4760001508067,22.916800456151293,20.79805091231532,19.7183,483.808,876.582,-5.253667631208733,3704.3500000000004,883.281,-6.768275820450574,3734.13
2025-12-30 20:20:00,19.4178,-0.17576,-0.22796,19.7366,0.36166,-0.34549,498.81399999999996,498.47600074587507,26.930714835956053,20.21218707929887,19.736599999999996,483.854,876.494,-4.966501854603713,3701.9700000000003,883.303,-6.711557846771035,3746.58
2025-12-30 20:30:00,19.405,-0.17598,-0.22828,19.60940891164594,0.36236999204923387,-0.34528223946957337,498.83,498.4759613558765,20.399999999999977,17.821264136153047,19.805099999999996,483.854,876.831,-4.719709682310825,3719.5,883.465,-6.656089483014357,3740.58
2025-12-30 20:40:00,19.4266,-0.17561,-0.22851,19.528730047985103,0.36288716402853677,-0.34515943837911417,498.85981877403947,498.4750952870042,28.746155387141187,20.841458311780684,19.679299999999998,484.284,876.787,-4.666754388209706,3710.3100000000004,883.057,-6.612082031976319,3739.39
2025-12-30 20:50:00,19.3212,-0.1757,-0.22733,19.5757,0.3636,-0.34512,498.891,498.4665650331015,20.19999999999999,24.54272442522921,19.575699999999998,483.823,876.73,-4.527004196012316,3753.69,883.461,-6.596435614410884,3778.58
2025-12-30 21:00:00,19.2892,-0.17661,-0.22721,19.6809,0.36207,-0.34595,499.26,498.470812549506,20.100000000000023,25.817158718802773,62.4,483.685,877.018,-4.5250001611131525,3692.8,883.198,-6.606065001435615,3706.46
2025-12-30 21:10:00,19.023342906378435,-0.17579068282566282,-0.22729961710923585,19.5622,0.3634,-0.34602,498.768,498.47582488591246,20.0,26.336641917577424,19.6809,483.777,877.084,-4.4605064307712015,3807.38,883.882,-6.608342137866879,3824.25
2025-12-30 21:20:00,18.9347,-0.17515,-0.22724,19.3412,0.36308,-0.34499,498.799,498.4759961650574,20.0,25.281070364682023,19.3412,483.808,877.106,-4.4376248341294735,3850.34,884.343,-6.600328495323184,3872.67
2025-12-30 21:30:00,18.8313,-0.17484,-0.22842,19.2197,0.36244,-0.3457,498.83,498.47600155961544,19.899999999999977,26.134360421066333,19.219700000000003,483.808,878.453,-4.451573573955361,3852.31,884.365,-6.608655270910971,3870.88
2025-12-30 21:40:00,18.9091,-0.17551,-0.2282,19.2357,0.36231,-0.34681,498.907,498.47600196178286,19.899999999999977,26.45158915463901,19.2357,483.916,878.366,-4.516315302625238,3843.13,884.268,-6.602856151044888,3868.81
2025-12-30 21:50:00,18.8441,-0.17474,-0.22769,19.0525,0.36291,-0.34474,498.83,498.47600080257934,19.80000000000001,26.4578053674623,19.052499999999995,483.839,878.139,-4.597698890044051,3877.56,884.611,-6.598559829676686,3901.96
2025-12-30 22:00:00,18.7414,-0.17624,-0.22799,19.1077,0.36327,-0.34551,498.415,498.47543623475894,19.80000000000001,26.364609197995776,66.6,483.962,878.187,-4.633302935942213,3886.12,884.479,-6.598664446889517,3902.81
2025-12-30 22:10:00,18.7896,-0.17407,-0.22698,19.0573,0.36295,-0.34503,498.876,498.46254254524,19.69999999999999,26.323509145093226,19.057299999999998,483.9,878.837,-4.681324657616379,3845.8500000000004,884.347,-6.597289063023352,3873.61
